indicator_id,file,brief,rank,why
gov.policy--ict-strategy,baseline/2025-01-01-mict-strategic-plan-2025-2030-data-centre-energy.md,baseline,1,"MICT's current five-year Strategic Plan 2025-2030, the ministry's overarching strategic instrument confirming the National Digital Strategy is approved for implementation."
gov.policy--ict-strategy,progress/2025-08-06-namibia-national-digital-strategy-netp-launch.md,progress,1,Official launch of the National Digital Strategy and National Emergency Telecommunications Plan on 6 August 2025 -- the central policy launch initiating the current digital-transformation roadmap.
gov.policy--ict-strategy,progress/2026-05-27-namibia-appropriation-act-2026-gazette-8930.md,progress,2,"Appropriation Act 2026 funds Vote 29 (ICT) at N$682m for FY2026/27, a distinct funding milestone from the August 2025 launch."
gov.policy--broadband-strategy,baseline/2020-08-14-namibia-national-broadband-policy-gazette-7308.md,baseline,1,"The gazetted National Broadband Policy itself, issued under section 7 of the Communications Act 2009 -- the primary instrument."
gov.policy--broadband-strategy,progress/2026-04-09-telecom-namibia-cran-usf-phase2-agreement.md,progress,1,"Telecom Namibia/CRAN sign the Universal Service Fund Phase 2 agreement (N$9,796,650), converting the rural-access objective into funded implementation."
gov.policy--broadband-strategy,progress/2025-08-29-cran-broadband-speed-directive-notice.md,progress,2,CRAN stakeholder consultation on the Minister's proposed directive to raise the minimum broadband speed -- a distinct regulatory-modernisation step.
gov.policy--data-storage-cloud-strategy,baseline/2024-11-26-bon-bid-19-cloud-computing-determination-gazette-8513.md,baseline,1,"Bank of Namibia's Cloud Computing Determination (BID-19) is the clearest current binding Namibian cloud-governance instrument, though sectoral."
gov.policy--data-storage-cloud-strategy,progress/2025-09-20-namibia-cabinet-ict-directives-national-data-centre.md,progress,1,Cabinet directs MICT/OPM to finalise the Concept Note and Project Proposal for a National Data Centre -- an explicit governance decision.
gov.policy--data-storage-cloud-strategy,progress/2026-08-06-namibia-national-data-centre-639m-ict-budget.md,progress,2,"National Data Centre named a flagship 2026/27 MICT project within a N$639.2m ICT budget, a distinct later funding/implementation milestone."
gov.policy--data-interoperability-framework-roadmap,baseline/2015-03-06-namibia-nsdi-policy-gazette-5684.md,baseline,1,The gazetted National Spatial Data Infrastructure Policy is Namibia's clearest formally adopted cross-government data-sharing/interoperability framework.
gov.policy--data-interoperability-framework-roadmap,progress/2026-01-01-bon-nps-vision-strategy-2030.md,progress,1,"Bank of Namibia's NPS Vision & Strategy 2026-2030 sets Open Banking, NAMQR and API-enabled interoperability as central strategic themes."
gov.policy--data-interoperability-framework-roadmap,progress/2026-01-30-bon-open-banking-standards-guidance-note.md,progress,2,"Guidance Note operationalising the Open Banking Standards under section 32 of the Payment System Management Act -- a distinct implementation step; substituted for the brief's top-ranked National Digital Health Policy launch article, which is DUP-EXACT against raw/ (2026-02-06 capture already held)."
gov.policy--data-localisation-policies,baseline/2024-11-26-bon-bid-19-cloud-computing-determination-gazette-8513.md,baseline,1,"BID-19 directly requires data residency/sovereignty and Bank approval for cross-border data movement -- the clearest current localisation instrument, reused from gov.policy--data-storage-cloud-strategy where it also serves as baseline."
gov.policy--data-localisation-policies,progress/2025-08-14-namibia-data-protection-bill-tabled-september.md,progress,1,Data Protection Bill tabling announcement -- its cross-border data-transfer restrictions bear directly on localisation policy.
gov.policy--data-localisation-policies,progress/2026-08-06-namibia-national-data-centre-639m-ict-budget.md,progress,2,National Data Centre flagship funding bears on data sovereignty/local hosting; reused from gov.policy--data-storage-cloud-strategy.
gov.policy--data-governance-policy,baseline/2014-02-01-nsa-data-collection-processing-dissemination-policy.md,baseline,1,"NSA's Data Collection, Processing and Dissemination Policy is a real, specific, currently-operative data-governance instrument under the Statistics Act."
gov.policy--data-governance-policy,progress/2025-08-14-namibia-data-protection-bill-tabled-september.md,progress,1,"Data Protection Bill tabling is a core plank of data-governance policy progress; reused from gov.policy--data-localisation-policies. Second progress slot left nil: the brief's other two candidates (National Digital Health Policy launch, AI Readiness Assessment Report launch) are both already held elsewhere -- the former DUP-EXACT in raw/, the latter already staged under tech.ai by another batch -- not padded to fill the cap."
gov.policy--open-data-policy,baseline/2015-03-06-namibia-nsdi-policy-gazette-5684.md,baseline,1,"The NSDI Policy is the closest formal Namibian equivalent to an open-data policy (public access, metadata catalogue, dissemination); reused baseline."
gov.policy--open-data-policy,progress/2025-10-13-nsa-nsdi-geoportal-redesign-tender.md,progress,1,NSA tender to redesign the public NSDI Geographic Portal -- a concrete open-data infrastructure implementation step.
gov.policy--open-data-policy,progress/2026-02-01-namibia-information-commissioner-recruitment-invitation.md,progress,2,Formal recruitment of the Information Commissioner/Deputy under the Access to Information Act 2022 -- the oversight-body step needed to operationalise proactive-disclosure rights.
gov.legislate--digital-payments-legislation,baseline/2023-08-08-namibia-payment-system-management-act-commencement-gazette-8171.md,baseline,1,"Commencement notice bringing the Payment System Management Act 2023 into operation (8 August 2023); the Act's own text is already held in raw/ (2023-07-28 capture, found DUP-EXACT), so this distinct commencement-notice document stands as baseline instead."
