indicator_id,file,brief,rank,why
gov.policy--ict-strategy,baseline/2025-05-27-blueprint-for-mauritius-digital-transformation-2025-2029.md,1,1,current national ICT/digital strategy 2025-2029
gov.policy--ict-strategy,baseline/2026-01-28-mauritius-national-data-strategy.md,2,1,National Data Strategy launch is the widest in-window governance move
gov.policy--ict-strategy,progress/2026-04-10-national-ai-strategy-fair-guidelines-unveiled.md,2,2,national AI strategy/FAIR guidelines launch
gov.policy--broadband-strategy,baseline/2012-01-20-national-broadband-policy-2012-2020.md,1,1,the operative NBP2012 instrument itself
gov.policy--broadband-strategy,progress/2026-07-16-mauritius-america-india-connect-subsea-cable-fibre.md,2,1,major connectivity/subsea-cable commitment
gov.policy--broadband-strategy,progress/2026-06-04-icta-2300-2400mhz-imt-5g-decision.md,2,2,ICTA spectrum decision for 5G/5G-Advanced
gov.policy--data-storage-cloud-strategy,baseline/2025-09-19-sovereign-cloud-rfi-clarification-no-2.md,1,1,fullest official sovereign-cloud requirements statement
gov.policy--data-storage-cloud-strategy,progress/2025-10-06-scale-out-storage-solution-goc-tender.md,2,1,concrete GOC storage-capacity procurement
gov.policy--data-interoperability-framework-roadmap,baseline/2016-08-01-infohighway-data-sharing-platform.md,1,1,operational data-sharing system itself (e-GIF already in mirror)
gov.policy--data-interoperability-framework-roadmap,baseline/2026-01-28-mauritius-national-data-strategy.md,2,1,NDS governance architecture for interoperability
gov.policy--data-interoperability-framework-roadmap,progress/2026-06-19-budget-speech-2026-2027-startup-revolution.md,2,2,Open Banking Framework announcement
gov.policy--data-localisation-policies,baseline/2017-12-22-data-protection-act-2017.md,1,1,operative cross-border transfer regime; localisation itself still proposed
gov.policy--data-localisation-policies,baseline/2025-09-19-sovereign-cloud-rfi-clarification-no-2.md,2,1,concrete government-data-residency requirements (RFI)
gov.policy--data-localisation-policies,progress/2026-05-22-mauritius-national-fintech-strategy-2026-2030.md,2,2,extends localisation agenda to financial services
gov.policy--open-data-policy,baseline/2017-05-01-national-open-data-policy.md,1,1,the operative open-data policy instrument itself
gov.policy--open-data-policy,baseline/2026-01-28-mauritius-national-data-strategy.md,2,1,"commits to reviewing 2017 policy, open-data pillar"
gov.policy--open-data-policy,progress/2025-10-22-undp-statistics-mauritius-maustats-platform-launch.md,2,2,concrete open-data/statistics access platform launch
gov.legislate--legislation-covering-digital-id,baseline/2024-02-19-mauritius-national-identity-card-unit.md,1,1,current MNIC 3.0 system institutional page (Regs/Act text undeliverable)
gov.legislate--legislation-covering-digital-id,progress/2026-08-12-finance-act-2026.md,2,1,s.123J grants MRA access to identity databases
gov.legislate--legislation-covering-digital-id,progress/2026-05-25-electronic-transactions-amendment-act-2026.md,2,2,modernises e-signature rules underpinning Mobile ID
gov.legislate--digital-payments-legislation,baseline/2018-11-29-national-payment-systems-act-2018.md,1,1,the operative primary payments legislation
gov.legislate--digital-payments-legislation,progress/2026-07-01-guideline-for-payment-aggregators.md,2,1,brings payment aggregators into licensing regime
gov.legislate--digital-payments-legislation,progress/2026-04-17-aml-cft-cpf-miscellaneous-provisions-act-2026.md,2,2,directly amends the National Payment Systems Act
gov.legislate--ai-legislation-regulations,baseline/2026-04-03-higher-education-use-of-ai-regulations-2026.md,1,1,clearest binding sector-specific AI regulation in force
gov.legislate--ai-legislation-regulations,progress/2026-04-10-national-ai-strategy-fair-guidelines-unveiled.md,2,1,national AI governance framework launch
gov.legislate--statistics-legislation,baseline/2000-01-01-statistics-act-2000-consolidated.md,1,1,founding statistics statute
gov.legislate--statistics-legislation,progress/2026-08-12-finance-act-2026.md,2,1,s.21 amends the Statistics Act
gov.legislate--statistics-legislation,progress/2025-12-10-imf-mauritius-rosc-data-module.md,2,2,evidence base for the 2026 Statistics Act amendment
gov.regional--regional-policy-collaboration,baseline/2025-01-24-government-programme-2025-2029.md,1,1,authoritative statement of regional-cooperation commitments
gov.regional--regional-policy-collaboration,progress/2026-08-14-cabinet-highlights-sadc-46th-summit.md,2,1,PM's attendance at 46th SADC Summit
gov.regional--regional-policy-collaboration,progress/2026-04-11-ioc-2026-collective-stewardship-indian-ocean-governance.md,2,2,Mauritius hosted the 9th Indian Ocean Conference
gov.regional--regional-legal-harmonisation,progress/2025-08-27-eemo-communique-meps-regulations-2025.md,2,1,SADC-harmonised standard enforced into domestic law
gov.regional--regional-legal-harmonisation,progress/2026-06-05-sadc-justice-ministers-legal-instruments.md,2,2,Mauritius at SADC legal-instrument harmonisation meeting
gov.regional--cross-border-data-transfers,baseline/2020-09-04-mauritius-ratification-convention-108-plus.md,1,1,first African ratifier of Convention 108+
gov.regional--cross-border-data-transfers,progress/2026-02-06-cabinet-highlights-internet-gratis-srm.md,2,1,AfCFTA Digital Trade Protocol validation workshop
gov.regional--cross-border-data-transfers,baseline/2026-01-28-mauritius-national-data-strategy.md,2,2,NDS sets cross-border data-flow ambitions
gov.standards--national-quality-standards,baseline/2022-06-30-msb-annual-report-2021-2022.md,1,1,fullest description of the Mauritian Quality Infrastructure
gov.standards--national-quality-standards,progress/2026-04-09-msb-certification-mark-regulations-2026.md,2,1,replaces 1996 certification-mark regime
gov.standards--national-quality-standards,progress/2026-05-16-energy-efficiency-refrigerating-appliances-regulations-2026.md,2,2,new binding product-standards regime
finance.mou--strategic-relationships,baseline/2026-03-20-bom-amended-memorandum-of-cooperation-icc.md,1,1,standing AML/CFT interagency Amended MoC is the current operative instrument
finance.mou--strategic-relationships,progress/2026-04-09-mauritius-india-deepen-strategic-partnership.md,2,1,India Special Economic Package MoU is the most significant in-window agreement
finance.mou--strategic-relationships,progress/2026-07-17-cabinet-highlights-dtaa-india-ratification.md,2,2,Cabinet ratification of India DTAA protocol is a distinct treaty-ratification event
infra.connect--mobile-penetration,baseline/2026-07-10-ict-statistics-2025-internet-usage.md,1,1,"latest official mobidensity figure (173.6/100 inhabitants, 2025)"
infra.connect--mobile-penetration,progress/2026-05-28-icta-phasing-out-3g-mobile-services.md,2,1,3G sunset is a distinct network-technology-transition event
infra.connect--mobile-penetration,progress/2025-12-22-icta-700mhz-imt-5g-decision.md,2,2,700MHz spectrum opened for IMT/5G testing and operation
infra.connect--internet-usage,baseline/2026-07-10-ict-statistics-2025-internet-usage.md,1,1,latest official internet subscription/bandwidth usage figures
infra.connect--internet-usage,progress/2026-07-16-mauritius-america-india-connect-subsea-cable-fibre.md,2,1,new international subsea cable participation announced
infra.connect--internet-usage,progress/2026-06-04-icta-2300-2400mhz-imt-5g-decision.md,2,2,additional mid-band spectrum opened for capacity/throughput
infra.connect--mobile-affordability,baseline/2026-07-10-ict-statistics-2025-internet-usage.md,1,1,official mobile basket at 0.6% GNI per capita (2025)
infra.connect--mobile-affordability,progress/2026-06-01-free-monthly-mobile-data-package-youth.md,2,1,free data package extension for youth 18-25 is a direct affordability measure
infra.connect--mobile-affordability,progress/2025-08-18-icta-telecommunication-directive-3-of-2025.md,2,2,new promotional-tariff regulatory framework enabling operator price competition
infra.connect--national-fibre-backbone,baseline/2018-12-17-digital-mauritius-2030-strategic-plan.md,1,1,names the existing island-wide/Government Fibre Network; chosen over Blueprint (rank1) which is FLAG-SLUG-flagged as likely already in the OSINT mirror
infra.connect--national-fibre-backbone,progress/2026-07-16-mauritius-america-india-connect-subsea-cable-fibre.md,2,1,new subsea cable route adds international backbone resilience
infra.connect--national-fibre-backbone,progress/2025-12-05-mt-connect-summit-agenda.md,2,2,Mauritius Telecom's connectivity investment summit is a distinct corporate-strategy event
infra.connect--internet-exchange-points,baseline/2015-08-26-au-launches-internet-exchange-point-mauritius.md,1,1,MIXP founding/operationalisation statement; no separate enacting law found
infra.connect--internet-exchange-points,progress/2026-06-15-mixp-route-server-looking-glass.md,2,1,"current operator route-server status/uptime, most concrete dated operator-side data"
infra.connect--internet-exchange-points,progress/2026-05-01-ixp-tracker-mixp-snapshot.md,2,2,"current membership/capacity snapshot (95 Gbps, 19 members, no net change)"
infra.store--off-site-backup-capacity,baseline/2026-09-01-cisd-computer-support-central-backup-service.md,1,1,primary description of the standing Central Backup Service itself
