indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--data-localisation-policies,gov.policy,2,10,2,1,1,0,1,already-seen,staged,3
gov.policy--data-storage-cloud-strategy,gov.policy,2,8,1,0,2,0,1,already-seen,staged,3
gov.policy--digital-transformation-strategy,gov.policy,2,8,3,1,2,0,0,,staged,3
gov.policy--ict-strategy,gov.policy,2,8,3,1,2,0,1,already-seen,staged,3
gov.policy--open-data-policy,gov.policy,2,9,3,1,1,1,0,,staged,3
gov.legislate--access-to-information-legislation,gov.legislate,2,8,3,1,2,0,1,already-seen,staged,5
gov.legislate--ai-legislation-regulations,gov.legislate,2,9,1,1,2,0,1,headline-only-stub,staged,5
gov.legislate--cybersecurity-legislation,gov.legislate,2,8,2,1,0,0,2,fetch-blocked|out-of-window,staged,5
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,7,0,1,0,0,1,already-seen,staged,5
gov.legislate--statistics-legislation,gov.legislate,2,6,1,1,0,0,1,no-development,staged,5
gov.regional--cross-border-data-transfers,gov.regional,2,8,3,1,2,0,1,already-seen,staged,3
gov.regional--regional-legal-harmonisation,gov.regional,2,8,3,1,2,0,0,,staged,3
gov.standards--adoption-of-international-standards,gov.standards,2,6,2,1,1,0,0,,staged,1
gov.standards--national-interoperability-standards,gov.standards,2,6,1,1,2,0,1,already-seen,staged,1
finance.budget--sustainable-domestic-financing-of-digital-transformation,finance.budget,2,8,5,1,2,2,0,,staged,1
finance.mou--strategic-relationships,finance.mou,2,8,3,1,2,1,0,,staged,0
infra.energy--rural-electrification,infra.energy,2,8,3,1,2,0,1,fetch-blocked,staged,1
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,8,4,1,2,1,1,already-seen,staged,1
infra.store--local-data-centre-capacity-national-providers,infra.store,2,7,1,1,2,0,1,already-seen,staged,3
infra.store--off-site-backup-capacity,infra.store,2,8,0,1,1,0,0,,staged,3
dpi.id--digital-id-from-birth,dpi.id,2,15,3,1,2,0,2,already-seen|already-seen,staged,5
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,11,2,1,1,1,0,,staged,5
