indicator_id,file,brief,rank,why
gov.policy--ict-strategy,baseline/2022-09-01-digital-uganda-vision.md,baseline,1,Ministry's own overarching digital-transformation framework; later strategic plans explicitly align to it
gov.policy--ict-strategy,progress/2025-10-19-ict-ministry-five-year-strategic-plan.md,progress,1,Launch of FY2025/26-2029/30 Strategic Plan implementing the Digital Uganda Vision
gov.policy--ict-strategy,progress/2026-06-18-nita-u-strategic-plan-fy2025-26-2029-30.md,progress,2,NITA-U's own strategic plan converting the Vision into quantified digital-government targets
gov.policy--broadband-strategy,baseline/2018-09-01-national-broadband-policy.md,baseline,1,Founding national broadband policy instrument
gov.policy--broadband-strategy,progress/2026-01-12-itu-review-broadband-policy-implementation.md,progress,1,Joint Ministry-ITU implementation review of the 2018 policy
gov.policy--broadband-strategy,progress/2026-01-01-ucc-optical-fiber-framework.md,progress,2,UCC's new infrastructure-sharing regulatory framework
gov.policy--data-storage-cloud-strategy,baseline/2026-01-12-uganda-green-data-center-strategy.md,baseline,1,Closest dated titled 'strategy' instrument on data-storage infrastructure; no dedicated cloud strategy exists
gov.policy--data-storage-cloud-strategy,progress/2026-06-18-nita-u-strategic-plan-fy2025-26-2029-30.md,progress,1,NITA-U data centre utilisation and UGHub targets
gov.policy--data-storage-cloud-strategy,progress/2026-03-04-abq-cloud-launch-observer.md,progress,2,Launch of ABQ Cloud sovereign cloud platform
gov.policy--data-interoperability-framework-roadmap,baseline/2021-09-09-egif-reference-architecture-gira.md,baseline,1,Technical reference-architecture companion to the e-GIF (e-GIF itself already held in raw/)
gov.policy--data-interoperability-framework-roadmap,progress/2026-06-18-nita-u-strategic-plan-fy2025-26-2029-30.md,progress,1,UGHub interoperability targets
gov.policy--data-interoperability-framework-roadmap,progress/2026-03-13-service-uganda-centres-groundbreaking.md,progress,2,UGHub-backed one-stop service centres operationalising interoperability
gov.policy--data-localisation-policies,baseline/2019-05-03-data-protection-and-privacy-act.md,baseline,1,Founding statute; s.19 is the operative cross-border transfer provision
gov.policy--data-localisation-policies,progress/2026-02-23-pdpo-meta-whatsapp-cross-border-ruling.md,progress,1,PDPO ruling extending cross-border obligations extraterritorially to Meta/WhatsApp
gov.policy--data-localisation-policies,progress/2026-05-22-ucc-starlink-data-sovereignty.md,progress,2,UCC data-sovereignty licence conditions on Starlink
gov.policy--data-governance-policy,baseline/2025-12-17-laying-foundations-data-driven-digital-economy.md,baseline,1,Most current authoritative account of the draft National Data Strategy
gov.policy--data-governance-policy,progress/2026-07-15-nita-u-nisf-2026-launch.md,progress,1,Updated National Information Security Framework 2026 launch
gov.policy--data-governance-policy,progress/2026-06-04-ict-go-ug-unesco-ai-readiness-report-validation.md,progress,2,AI Readiness Report validation naming need for stronger data-governance frameworks
gov.policy--open-data-policy,baseline/2022-08-05-ict-ministry-fy2021-22-q4-report.md,baseline,1,Official report stating verbatim that a Draft Open Data Policy was disseminated to staff
gov.policy--open-data-policy,progress/2025-12-24-cost-uganda-gpp-data-upgrade.md,progress,1,Government Procurement Portal open-data upgrade
gov.policy--open-data-policy,progress/2026-07-17-national-sdg-task-force-july-2026.md,progress,2,National SDG Open Data Portal expansion to 155 indicators
gov.legislate--legislation-covering-digital-id,baseline/2015-03-26-registration-of-persons-act.md,baseline,1,Founding statute establishing NIRA and the National Identification Register
gov.legislate--legislation-covering-digital-id,progress/2025-12-29-nira-renews-13-3-million-ids.md,progress,1,"NIRA operational milestone: 13.3M ID renewals, exercise extended"
gov.legislate--legislation-covering-digital-id,progress/2026-08-21-nira-alien-id-cards-launch.md,progress,2,First operationalisation of alien-registration provisions
gov.legislate--legislation-enabling-data-interoperability,baseline/2009-07-31-nita-u-act.md,baseline,1,Core enabling statute establishing NITA-U's data-sharing/interoperability mandate
gov.legislate--legislation-enabling-data-interoperability,progress/2025-12-10-uganda-usa-health-mou.md,progress,1,Bilateral MOU committing investment in health-data interoperability
gov.legislate--legislation-enabling-data-interoperability,progress/2026-03-27-parliament-passes-drug-authority-reforms.md,progress,2,Passage of Drug Authority Act with traceability/data 'listing' system
gov.legislate--ai-legislation-regulations,baseline/2025-01-01-uganda-national-ai-landscape-assessment.md,baseline,1,Authoritative national assessment finding no AI legal/regulatory framework
gov.legislate--ai-legislation-regulations,baseline/2026-03-13-ict-go-ug-national-ai-emerging-technologies-strategy-consultations.md,progress,1,Nationwide consultation on National AI & Emerging Technologies Strategy
gov.legislate--ai-legislation-regulations,progress/2026-06-04-ict-go-ug-unesco-ai-readiness-report-validation.md,progress,2,AI Readiness Report validation feeding into the Strategy
gov.legislate--statistics-legislation,baseline/1998-06-11-uganda-bureau-of-statistics-act.md,baseline,1,Founding statute establishing UBOS and the National Statistical System
gov.legislate--statistics-legislation,progress/2026-01-01-ubos-vote-143-budget-performance.md,progress,1,Official confirmation the Fourth UBOS Strategic Plan was finalised
gov.legislate--statistics-legislation,baseline/2026-08-07-uganda-finance-minister-stronger-statistics.md,progress,2,Finance Minister statement reaffirming the UBOS Act mandate
gov.legislate--access-to-information-legislation,baseline/2005-07-07-access-to-information-act.md,baseline,1,Founding statute giving effect to Article 41
gov.legislate--access-to-information-legislation,progress/2026-08-21-uneb-v-laker-examination-scripts-personal-data.md,progress,1,High Court ruling clarifying the ATIA privacy exemption
gov.legislate--access-to-information-legislation,progress/2025-12-04-baku-obudra-v-ag-constitutional-court-ruling.md,progress,2,Constitutional Court struck down the ATIA pre-conclusion court-records exemption
gov.regional--regional-legal-harmonisation,baseline/1999-11-30-eac-treaty-establishment.md,baseline,1,"Founding, binding EAC Treaty requiring Uganda to cooperate and harmonise telecommunications and related legal/regulatory fields"
gov.regional--regional-legal-harmonisation,progress/2026-06-25-eac-cross-border-data-flows-validation.md,progress,1,EAC-wide validation workshop on a harmonised Cross-Border Data Flows Framework
gov.regional--regional-legal-harmonisation,progress/2026-05-06-eac-eardip-psc-reaffirm.md,progress,2,"EARDIP Steering Committee, chaired by Uganda's ICT Ministry, reaffirming regional data-governance and legal harmonisation priorities"
gov.regional--shared-regional-infrastructure,baseline/2025-05-14-eac-payment-masterplan-unveiled.md,baseline,1,"EAC's own record of Monetary Affairs Committee approval of the Cross-Border Payment System Masterplan, shared regional payments infrastructure"
gov.regional--shared-regional-infrastructure,progress/2026-04-29-ncip-satellite-resolution.md,progress,1,"Uganda, Kenya, Rwanda and South Sudan sign a resolution and fund a feasibility study for a jointly owned regional satellite"
gov.regional--shared-regional-infrastructure,progress/2026-05-06-eac-eardip-psc-reaffirm.md,progress,2,Same EARDIP Steering Committee record also covers shared regional connectivity and payment-integration priorities
gov.standards--national-quality-standards,baseline/2025-09-01-unbs-annual-report-fy2024-25.md,baseline,1,UNBS's own FY2024/25 annual performance report evidencing active standing under the UNBS Act Cap 210
gov.standards--national-quality-standards,progress/2025-12-16-unbs-compulsory-standards-notice.md,progress,1,UNBS/National Standards Council preliminary notice proposing 15 standards for compulsory application
gov.standards--national-quality-standards,progress/2026-08-06-mtic-unbs-efficiency-directive.md,progress,2,Ministerial direction to UNBS to cut SME certification turnaround and rebalance enforcement
gov.standards--adoption-of-international-standards,baseline/2026-07-15-nita-u-nisf-2026.md,baseline,1,Updated national cybersecurity framework explicitly aligned with the ISO/IEC 27000 family and other international standards
gov.standards--adoption-of-international-standards,progress/2026-06-13-ppda-iso27001-certification.md,progress,1,PPDA becomes first of ten UDAP-selected government entities to attain ISO/IEC 27001:2022 certification
gov.standards--adoption-of-international-standards,progress/2026-01-05-unbs-work-programme-ai-standards.md,progress,2,UNBS work programme lists US ISO/IEC 23053:2022 and US ISO/IEC 22989:2022 (AI standards) as Working Draft Uganda Standards
finance.budget--sustainable-domestic-financing-of-digital-transformation,baseline/2026-01-01-moict-ministerial-policy-statement-fy2026-27.md,baseline,1,Vote 020's own FY2026/27 policy statement quantifying Digital Transformation programme domestic financing
finance.budget--sustainable-domestic-financing-of-digital-transformation,progress/2026-04-27-parliament-passes-2026-27-budget.md,progress,1,"Parliament's own account of passing the Shs84.3 trillion FY2026/27 budget, over half domestically financed"
finance.new--mobilisation-of-non-state-finance,baseline/2026-02-11-gif-4g-capital-investment.md,baseline,1,"GIF Growth's USD2m debt investment in 4G Capital, a Kenya/Uganda fintech"
finance.new--mobilisation-of-non-state-finance,progress/2026-06-24-mtn-ucusaf-contribution.md,progress,1,"MTN Uganda's UGX54.27bn remittance to UCUSAF, the largest in-window operator contribution found"
finance.new--mobilisation-of-non-state-finance,progress/2026-05-20-airtel-ucc-contribution.md,progress,2,"Airtel Uganda's UGX42.9bn statutory levy remitted to UCC's universal-access fund, a distinct event"
infra.connect--internet-usage,baseline/2025-09-30-ubos-nphc2024-final-report-vol1.md,baseline,1,UBOS census SDG indicator 17.8.1: proportion of individuals using the Internet = 8.9% national
infra.connect--internet-usage,progress/2025-12-09-ucc-annual-communications-sector-report-2024.md,progress,1,UCC's FY2024 sector report recording mobile-internet subscriptions and 2024 internet users exceeding 15 million
infra.connect--internet-exchange-points,baseline/2025-01-13-uixp-2024-status-report.md,baseline,1,"UIXP operator's own 2024 status report, 32 connected networks and about 40 Gbps peak traffic"
infra.connect--internet-exchange-points,progress/2025-10-17-nipx-establishment-peering-policy.md,progress,1,NITA-U establishes the National IP Peering Exchange (NIPX) and a National Peering Policy
infra.connect--internet-exchange-points,progress/2026-04-14-nipx-launch.md,progress,2,"NIPX launch event, moving from policy announcement to operational rollout"
infra.store--off-site-backup-capacity,baseline/2025-06-19-nita-u-national-data-centre-service.md,baseline,1,NITA-U's own service description of the National Data Centre offering Backup-as-a-Service and Disaster Recovery
infra.store--off-site-backup-capacity,progress/2026-06-01-ursb-dr-cloud-hybrid-backup-rfq.md,progress,1,URSB's e-GP invitation to bid for a Cloud Disaster Recovery and Hybrid Backup solution
infra.store--off-site-backup-capacity,progress/2026-06-20-epassport-second-instance-ndc-bid-opening.md,progress,2,Bid-opening record for a second active instance of the e-Passport system at the National Data Center
infra.energy--rural-electrification,baseline/2023-04-01-energy-policy-for-uganda-2023.md,baseline,1,"Uganda's current national energy policy instrument, giving the 2019 rural electrification baseline of 8%"
infra.energy--rural-electrification,progress/2025-08-17-easp-kiboga-connections-commissioned.md,progress,1,UEDCL and Ministry of Energy formally commission free last-mile EASP connections in Kiboga District
infra.capacity--robustness-of-government-hardware-and-software,baseline/2024-09-01-nita-u-national-it-survey-2022.md,baseline,1,"NITA-U's empirical National IT Survey 2022, surveying 132 MDAs and 128 districts on ICT security and DR/BCP"
infra.capacity--robustness-of-government-hardware-and-software,progress/2026-07-15-nita-u-nisf-2026-launch.md,progress,1,NITA-U's own launch announcement for the Updated NISF 2026
infra.capacity--robustness-of-government-hardware-and-software,progress/2026-02-02-nita-u-fwaas-introduction.md,progress,2,NITA-U introduces centrally managed Firewall-as-a-Service for connected MDAs
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,baseline/2024-03-01-moict-digital-transformation-monitoring-report-fy2023-24.md,baseline,1,MoFPED monitoring report rating 'Develop a well-grounded ICT professional workforce' at 27.9%
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,progress/2026-08-01-nita-u-digital-skills-framework-tor.md,progress,1,NITA-U's Terms of Reference to develop a National Digital Skills and Competence Framework
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,progress/2026-06-24-ict-officers-induction-training.md,progress,2,Induction training bringing newly appointed IT/Communications Officers onto government platforms
dpi.exchange--national-data-exchange-system,baseline/2025-06-19-nita-u-integration-service-ughub.md,baseline,1,"NITA-U's own current UGHub service page, stating the platform is fully operational and serves over 150 entities -- the strongest dated official statement of the exchange platform's standing state."
dpi.exchange--national-data-exchange-system,progress/2026-06-18-nita-u-strategic-plan-fy2025-26-2029-30.md,progress,1,"NITA-U's own strategic-plan launch article, quantifying UGHub's reach at 37% of MDAs with a 73% target by FY2029/30."
