indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--ict-strategy,gov.policy,2,9,3,1,2,6,0,,staged,2
gov.policy--broadband-strategy,gov.policy,2,10,3,1,2,7,0,,staged,2
gov.policy--data-storage-cloud-strategy,gov.policy,2,10,3,1,2,7,0,,staged,2
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,12,3,1,2,8,1,already-seen,staged,2
gov.policy--data-localisation-policies,gov.policy,2,11,3,1,2,8,0,,staged,2
gov.policy--data-governance-policy,gov.policy,2,9,2,1,1,5,2,already-seen,staged,2
gov.policy--open-data-policy,gov.policy,2,10,3,1,2,7,0,,staged,2
gov.legislate--digital-payments-legislation,gov.legislate,2,7,3,1,2,3,1,already-seen,staged,5
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,8,3,1,2,5,0,,staged,5
gov.legislate--statistics-legislation,gov.legislate,2,8,3,1,2,5,0,,staged,5
gov.protect--national-data-protection-readiness,gov.protect,2,8,3,1,2,0,0,,staged,3
gov.regional--cross-border-data-transfers,gov.regional,2,7,3,1,2,0,1,already-seen,staged,8
gov.standards--national-interoperability-standards,gov.standards,2,7,3,1,2,0,0,,staged,0
gov.standards--national-quality-standards,gov.standards,2,7,3,1,2,0,0,,staged,0
gov.discourse--open-discussion-of-government-policy,gov.discourse,2,7,2,1,2,0,0,,staged,1
finance.mou--strategic-relationships,finance.mou,2,7,3,1,2,0,1,already-seen,staged,0
finance.new--mobilisation-of-non-state-finance,finance.new,2,7,3,1,2,0,0,,staged,4
finance.new--development-partner-project-financing,finance.new,2,7,3,1,2,0,0,,staged,4
capacity.training--graduates-entering-dt-ecosystem,capacity.training,2,7,3,1,2,0,0,,staged,2
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,capacity.research,2,7,3,1,2,0,0,,staged,0
infra.connect--internet-usage,infra.connect,2,11,4,1,2,8,0,,staged,14
infra.connect--national-fibre-backbone,infra.connect,2,11,2,1,2,8,0,,staged,14
infra.connect--international-internet-bandwidth,infra.connect,2,11,3,1,2,8,0,,staged,14
infra.connect--internet-exchange-points,infra.connect,2,9,1,1,0,8,0,,staged,14
infra.store--off-site-backup-capacity,infra.store,2,10,2,1,2,6,1,DUP-EXACT,staged,4
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,10,4,1,2,7,0,,staged,1
infra.energy--grid-reliability,infra.energy,2,8,2,1,2,5,0,,staged,1
infra.energy--rural-electrification,infra.energy,2,13,3,1,2,10,0,,staged,1
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,11,4,1,2,8,0,,staged,1
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,13,2,1,2,10,0,,staged,4
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,10,4,1,2,6,1,duplicate-raw,staged,4
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,13,2,1,2,10,0,,staged,4
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,9,1,1,2,6,0,,staged,4
dpi.id--authentication,dpi.id,2,3,2,1,2,0,0,,staged,9
dpi.id--digital-id-from-birth,dpi.id,2,11,2,1,2,8,0,,staged,9
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,10,1,1,2,7,0,,staged,9
dpi.id--use-by-other-systems,dpi.id,2,4,0,1,2,1,0,,staged,9
dpi.pay--revenue-collection,dpi.pay,2,9,0,1,2,6,0,,staged,13
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,13,2,1,2,10,0,,staged,1
dpi.registry--address-register,dpi.registry,2,9,3,1,2,0,0,,staged,4
dpi.registry--social-protection-register,dpi.registry,2,9,3,1,2,0,0,,staged,4
dpi.registry--electoral-register,dpi.registry,2,9,3,1,2,0,0,,staged,4
dpi.registry--tax-register,dpi.registry,2,10,3,1,2,0,0,,staged,4
dpi.registry--land-register,dpi.registry,2,14,3,1,2,0,0,,staged,4
dpi.mis--education,dpi.mis,2,9,2,1,1,0,0,,staged,5
dpi.mis--social-protection,dpi.mis,2,8,3,1,2,0,0,,staged,5
dpi.mis--justice,dpi.mis,2,10,3,1,2,0,0,,staged,5
dpi.mis--tax,dpi.mis,2,16,3,1,2,0,0,,staged,5
dpi.mis--customs,dpi.mis,2,11,5,1,2,2,0,,staged,5
dpi.mis--land,dpi.mis,2,14,3,1,2,0,0,,staged,5
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,6,2,1,1,0,0,,staged,1
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,7,3,1,2,0,1,duplicate-raw,staged,1
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,8,2,1,1,0,0,,staged,1
tech.ai--use-of-ai-in-government-administration,tech.ai,2,8,3,1,2,0,0,,staged,8
tech.ai--control-of-ai-abuse,tech.ai,2,9,2,1,2,0,0,,staged,8
include.access--citizen-feedback-portals,include.access,2,9,3,1,2,0,0,,staged,5
include.access--gender-equity,include.access,2,6,3,1,2,0,0,,staged,5
include.access--inclusion-of-persons-with-disabilities,include.access,2,6,2,1,1,0,0,,staged,5
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,6,3,1,1,1,0,,staged,3
