indicator_id,file,brief,rank,why
include.access--citizen-feedback-portals,baseline/1997-05-08-sierra-leone-ombudsman-act-1997.md,1,1,Enacting statute for the national citizen-complaint mechanism; the instrument itself
include.access--citizen-feedback-portals,progress/2025-10-10-sierra-leone-mocti-wardip-sop2-stakeholder-engagement-plan.md,2,1,"WARDIP SOP2 stakeholder engagement plan, 10 Oct 2025, sets the feedback route"
include.access--citizen-feedback-portals,progress/2025-12-15-sierra-leone-land-administration-project-isr-grm.md,2,2,GRM moved from paper to operating toll-free lines in the window
gov.discourse--non-governmental-contribution-to-national-policy,baseline/2006-01-01-sierra-leone-parliament-standing-orders.md,1,1,Standing Orders carry the standing procedural route for outside bodies to petition Parliament
gov.discourse--non-governmental-contribution-to-national-policy,progress/2025-09-12-sierra-leone-nationwide-consultations-data-protection-bill.md,2,1,Launch of nationwide consultations on the RAI and Data Protection Commission Bill
gov.discourse--non-governmental-contribution-to-national-policy,progress/2026-02-05-sierra-leone-mocti-tieac-inaugural-meeting.md,2,2,"Inaugural meeting of the Technology, Innovation and Entrepreneurship Advisory Council"
gov.discourse--open-discussion-of-government-policy,baseline/2020-06-25-sierra-leone-public-order-amendment-act-2020.md,1,1,"The amending Act as gazetted; the instrument itself, repealing criminal libel"
gov.discourse--open-discussion-of-government-policy,progress/2025-11-19-sierra-leone-raic-sixth-annual-report-presented.md,2,1,RAIC sixth annual report presented 17 Nov 2025 under s.41 of the RAIC Act
gov.discourse--open-discussion-of-government-policy,progress/2026-08-11-sierra-leone-imc-ruling-salone-compass.md,2,2,IMC ruling of 11 Aug 2026 on a state commission complaint against a newspaper
capacity.literacy--digital-literacy-general-population,baseline/2017-01-01-sierra-leone-statistics-sl-mics6-statistical-snapshots.md,1,1,Stats SL MICS6 is the national published series on ICT ownership and use
capacity.literacy--digital-literacy-general-population,progress/2025-10-08-sierra-leone-uncdf-national-digital-financial-literacy-baseline-survey.md,2,1,"National digital and financial literacy baseline survey results, adult score 26/100"
capacity.literacy--digital-literacy-general-population,progress/2025-10-15-sierra-leone-itu-bdd-sl-basic-digital-skills-600-citizens.md,2,2,Completed Jul-Sep 2025 digital literacy training delivery across five locations
infra.connect--internet-usage,baseline/2019-01-01-sierra-leone-natcom-annual-report-2019.md,1,1,The regulator's own annual report carries the national data-penetration series
infra.connect--internet-usage,progress/2025-10-03-sierra-leone-moice-digital-leap-minister-bah-connectivity-update.md,2,1,30 Sep 2025 ministerial statement on backbone reach and mobile site counts
