indicator_id,url,title,publisher,published,brief,why_not
gov.policy--data-localisation-policies,https://assembleeguinee.org/loi-ndeg-l-2016-relative-la-cybersecurite-et-la-protection-des-donnees-caractere-personnel-en,"Loi N° L/ 2016/ ......................../ AN, Relative à la cybersécurité et la protection des données à caractère personnel en République de Guinée",Assemblée nationale de Guinée,2016-07,1,"Fetched and read in full. Not selected as this indicator's baseline: the law contains no data-localisation or national-hosting requirement, only a conditional cross-border transfer regime. Selected instead as the baseline for gov.protect--national-data-protection-readiness and gov.regional--cross-border-data-transfers."
gov.policy--data-localisation-policies,https://presidence.gov.gn/la-guinee-se-dote-de-son-premier-data-center-national-et-du-domaine-gn-une-avancee-majeure-pour-la-souverainete-numerique/,La Guinée se dote de son premier Data Center national et du domaine « .GN » : Une avancée majeure pour la souveraineté numérique,Présidence de la République de Guinée,2025-09-04,2,"Fetched and would have been progress rank 1. Not staged by this slice: a sibling slice of the same run had already staged this URL at progress/2025-09-04-guinee-premier-data-center-national-domaine-gn.md under infra.store, so duplicating it would have overwritten another indicator's file."
gov.regional--cross-border-data-transfers,https://www.ecowas.int/wp-content/uploads/2023/04/SUPPLEMENTARY-ACT-A-SA.1-01-10-ON-PERSONAL-DATA-PROTECTION-WITHIN-ECOWAS.pdf,SUPPLEMENTARY ACT A/SA.1/01/10 ON PERSONAL DATA PROTECTION WITHIN ECOWAS,Economic Community of West African States (ECOWAS),2010-02-16,1,"Intended baseline — Article 36 governs transfers outside ECOWAS and binds Guinea as a member state — but the document could not be reached: the fetch returned CRAWL_NOT_FOUND. Not retried. Loi L/2016/037/AN staged as the baseline instead, since it carries Guinea's own transfer rule."
infra.connect--internet-usage,https://stat-guinee.org/images/Documents/Publications/INS/annuelles/annuaire/Annuaire_Statistique_2024_INS_VF1.pdf,Annuaire statistique 2024,"Institut National de la Statistique (INS), Republique de Guinee",2025-10-01,1,"Fetch cut at the character limit in the front matter; the Postes et Telecommunications chapter carrying internet subscribers was not reached, so the captured text holds no usage figure"
infra.connect--internet-usage,https://www.arpt.gov.gn/observatoire-des-marches-2e-trimestre-2025/,OBSERVATOIRE DES MARCHES 2e TRIMESTRE 2025,ARPT Guinee,2025-11-25,1,"Page returns site navigation and a news sidebar only; no market tables and no penetration or subscriber figures, so nothing stageable as a body"
infra.connect--internet-usage,https://www.arpt.gov.gn/observatoire-telecom/,Observatoire Telecom,ARPT Guinee,,1,"Index listing of quarterly observatory titles from 2017 to Q2 2025, with no figures and no resolvable PDF links"
infra.connect--internet-exchange-points,https://ace-submarinecable.com/en/ace-consortium-management-committee/,ACE Consortium Management Committee,ACE Submarine,2025-12-11,2,"Photo-gallery post recording that the ACE management committee met in Conakry 8-12 December 2025 hosted by GUILAB; no decision, capacity change or governance change stated, so not a second distinct movement"
infra.energy--grid-reliability,https://edg.com.gn/rapport-annuel-2025/,RAPPORT ANNUEL 2025,Electricite de Guinee (EDG-SA),2026-07-06,1,"Landing page carrying only a title, a date and a download link; the PDF it points to was fetched and selected as the baseline"
digital.rural--digitalisation-of-rural-police-stations,https://mspc.gov.gn/services-aux-usagers/,Services aux usagers,Ministere de la Securite et de la Protection Civile (Guinee),,1,"Undated user-services page; the only digital element is biometric CNI enrolment at the nearest Commissariat Central and the bulk is a draft immigration bill, so no police record-keeping digitalisation and nothing on stations outside Conakry"
dpi.exchange--interoperability-of-education-systems,https://mepua.gov.gn/file/2023/10/Document_ProDEG_Version-09_Octobre-2019-apres-le-CIP1C.pdf,Programme Decennal pour l education en Guinee (ProDEG) 2020-2029,Gouvernement de la Republique de Guinee / MEPUA,2019-10-01,1,Cap: sector plan whose information-system content sits in a chapter beyond the fetch window; the World Bank ISR gives the operative EMIS position with dated indicator values
