indicator_id,url,title,publisher,published,brief,why_not
gov.policy--ict-strategy,https://ict.go.ug/site/documents/Digital%20Transformation%20Roadmap.pdf,National Digital Transformation Roadmap,Ministry of ICT and National Guidance,2023-08-18,baseline,"cap; Digital Uganda Vision selected as baseline, Roadmap is implementation detail already represented by later strategic-plan progress items"
gov.policy--ict-strategy,https://ict.go.ug/site/documents/ICT_Policy_2014.pdf,National Information and Communications Technology Policy,Ministry of Information and Communications Technology,2014-10-01,baseline,cap; brief notes it is under review and superseded in relevance by the Digital Uganda Vision
gov.policy--ict-strategy,https://ict.go.ug/media/news/ict-sector-leaders-chart-path-for-better-service-delivery,ICT Sector Leaders Chart Path for Better Service Delivery,Ministry of ICT and National Guidance,2026-08-05,progress,"cap; two stronger candidates (five-year plan launch, NITA-U plan launch) already fill the progress cap"
gov.policy--broadband-strategy,https://www.nita.go.ug/research-reports/national-broadband-baseline-survey-and-infrastructure-blueprint,National Broadband Baseline Survey and Infrastructure Blueprint,NITA-U,2022-04-01,baseline,document itself states it is not a statement of government policy or strategy; National Broadband Policy 2018 preferred
gov.policy--broadband-strategy,https://africabbmaps.itu.int/africa-bb-maps-national-event-in-uganda-outcome-report/,Africa-BB-Maps National Event in Uganda Outcome Report,ITU / UCC,2025-09-01,progress,cap; less directly a policy/regulatory movement than the ITU implementation review and UCC infrastructure framework
gov.policy--data-storage-cloud-strategy,https://oldsite.nita.go.ug/guidelines-it-standards/cloud-computing-guidelines-gou,Cloud Computing Guidelines for GOU,NITA-U,,baseline,cap; undated technical guidance on an archived site; green data centre strategy preferred as a dated titled 'strategy' instrument
gov.policy--data-storage-cloud-strategy,https://ict.go.ug/site/documents/Digital%20Transformation%20Roadmap.pdf,Digital Transformation Roadmap,Ministry of ICT and National Guidance,2023-08-18,baseline,"cap; general roadmap, not cloud/data-storage specific"
gov.policy--data-storage-cloud-strategy,https://ict.go.ug/media/news/paving-the-way-for-a-data-driven-future-through-a-national-data-strategy,Paving the way for a Data-driven Future through a National Data Strategy,Ministry of ICT and National Guidance,2024-06-19,baseline,superseded by the more recent December 2025 Ministry statement used for indicator gov.policy--data-governance-policy
gov.policy--data-interoperability-framework-roadmap,https://www.nita.go.ug/sites/default/files/2025-07/e-GIF.pdf,Uganda e-Government Interoperability Framework,NITA-U,2021-05-06,baseline,DUP-EXACT on raw-url-index.py check — already held at raw/2021/2021-05-06 Uganda e-Government Interoperability Framework (e-GIF).md
gov.policy--data-interoperability-framework-roadmap,https://ega.ee/uganda-renewal-government-enterprise-architecture-interoperability-framework/,Uganda launches renewal of its government enterprise architecture and e-government interoperability framework,e-Governance Academy (eGA),2026-02-18,progress,DUP-EXACT on raw-url-index.py check — already held at raw/2026/2026-02-18-ega-uganda-launches-renewal-gea-egif.md
