indicator_id,url,title,publisher,published,brief,why_not
gov.policy--ict-strategy,https://policies.gov.gm/d/aa1976a2-80d0-11ef-b086-029254d29bb1,"E-GOVERNMENT STRATEGY 2021-2024, THE GAMBIA","Ministry of Information and Communication Infrastructure, Republic of The Gambia",2020-10-01,1,"Fetched and staged, but selected as the baseline for the data interoperability framework indicator rather than for ICT strategy. Its own cover calls it a pillar of the ICT4D Policy Statement 2018-2028, so it is downstream of the instrument chosen here; the cap allows one baseline and the ICT4D policy is the national ICT policy proper."
gov.policy--data-storage-cloud-strategy,https://policies.gov.gm/d/b007fc10-80d2-11ef-b086-029254d29bb1,"Government Cloud Policy, The Gambia","Ministry of Communications and Digital Economy, Republic of The Gambia",2023-06-29,1,"Fetched and staged, but selected as the baseline for data localisation policies, not for this indicator. The Government Cloud Strategy 2023-2027, already staged on 2026-09-02, is the strategy this indicator asks for; the Cloud Policy is its companion governance instrument and is also unsigned, its Issue Date and Effective Date left as placeholders."
gov.policy--data-interoperability-framework-roadmap,https://foroyaa.net/gra-boss-urges-gambians-to-embrace-digital-transformation/,GRA Boss Urges Gambians to Embrace Digital Transformation,Foroyaa Newspaper,2026-05-22,2,"Fetched and not staged. It confirms the National Enterprise Architecture validation workshop, organised by GICTA with the ITU and GovStack, but it is a second report of an event whose primary report is already held in the base (DUP-EXACT on the TechReviewAfrica article), and its body is substantially about Gambia Revenue Authority revenue digitalisation rather than the architecture. Staging it would spend ingest effort on a duplicate event and would not move the indicator."
gov.regional--regional-legal-harmonisation,https://wipolex.wipo.int/en/legislation/details/10478,"Information and Communications Act, 2009",Government of The Gambia (via WIPO Lex),2009-05-29,1,"Not fetched. Domestic ICT statute, not a regional-harmonisation instrument, and the ministry's Malabo Convention record already held the baseline. Reported as under review since 2022, so operative status is uncertain."
gov.regional--regional-legal-harmonisation,https://ecodob.ecowas.int/legal_journal,ECOWAS Legal Text / legal journal index,ECOWAS Digital Observatory,,1,"Not fetched. An undated index of ECOWAS Supplementary Acts, not a Gambia-specific document; listing an instrument does not evidence Gambian domestication."
gov.regional--regional-legal-harmonisation,https://au.int/en/treaties/protocol-agreement-establishing-african-continental-free-trade-area-digital-trade,Protocol to the Agreement Establishing the AfCFTA on Digital Trade,African Union,2024-02-18,1,"Not fetched. Continental instrument with no Gambia-specific signature or ratification entry on the page, so it establishes nothing about The Gambia's position."
gov.regional--regional-legal-harmonisation,https://www.dataguidance.com/news/gambia-national-assembly-passes-personal-data,"National Assembly passes Personal Data Protection and Privacy Bill, 2025",DataGuidance,2025-10-10,2,Not fetched. Cap filled by two stronger items. A specialist secondary report of domestic legislation; the National Assembly is the primary and the event is domestic law rather than regional harmonisation.
gov.standards--national-quality-standards,https://tgsb.gm/information-and-communication-technical-committee-meeting-on-ecowas-harmonization-standards/,Information and Communication Technical Committee Meeting on ECOWAS Harmonization Standards,The Gambia Standards Bureau,2023-04-19,1,Not fetched. Out of the progress window and weaker than the catalogue as a baseline; reports standards under consideration for adoption rather than adopted.
gov.standards--adoption-of-international-standards,https://tgsb.gm/wp-content/uploads/2023/03/TGSB-STANDARDS-CATALOGUE-2022.pdf,CATALOGUE OF THE GAMBIA STANDARDS BUREAU 2022,The Gambia Standards Bureau,2022-01-01,1,"Fetched and staged, but as the baseline for national quality standards. Its GAMS ISO, GAMS IEC and GAMS CODEX designations are strong evidence here too; the ISO member profile was preferred as this indicator's baseline to avoid one document holding two baselines."
gov.standards--adoption-of-international-standards,https://tgsb.gm/information-and-communication-technical-committee-meeting-on-ecowas-harmonization-standards/,Information and Communication Technical Committee Meeting on ECOWAS Harmonization Standards,The Gambia Standards Bureau,2023-04-19,1,"Not fetched. Lists ISO/IEC 27001, 27002, 27032, 29100, 27701 and ISO 10008 as candidates for national adoption, i.e. consideration not completed adoption, and predates the window."
gov.standards--adoption-of-international-standards,https://www.itu.int/en/ITU-D/Cybersecurity/Documents/Country_Profiles/Gambia.pdf,Cyberwellness Profile - The Gambia,International Telecommunication Union,2011-01-01,1,"Not fetched. Superseded: a 2011 negative finding about cybersecurity standards, contradicted by TGSB's later work. Operative beats superseded."
gov.discourse--non-governmental-contribution-to-national-policy,https://www.ecowas.int/stakeholders-in-the-gambia-review-of-the-draft-new-legal-and-regulatory-framework-to-govern-the-digital-economy-in-west-africa/,Stakeholders in The Gambia review of the draft new legal and regulatory framework to govern the digital economy in West Africa,ECOWAS Commission,2022-11-17,1,"Not fetched. Names Gambian non-government participants well but is a 2022 event report, and the WARDIP SEP was preferred as the baseline because it is the standing instrument."
