indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,12,3,1,2,0,0,,staged,6
gov.policy--data-localisation-policies,gov.policy,2,8,3,0,1,2,0,,staged,6
gov.policy--open-data-policy,gov.policy,2,14,3,1,2,0,0,,staged,6
gov.legislate--legislation-covering-digital-id,gov.legislate,2,10,3,1,2,0,0,,staged,9
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,10,2,1,1,0,0,,staged,9
gov.legislate--ai-legislation-regulations,gov.legislate,2,10,2,0,2,0,0,,staged,9
gov.legislate--statistics-legislation,gov.legislate,2,14,2,1,1,0,0,,staged,9
gov.protect--data-protection-authority,gov.protect,2,14,1,1,0,0,0,,staged,4
gov.protect--national-data-protection-readiness,gov.protect,2,11,3,1,2,0,0,,staged,4
gov.regional--cross-border-data-transfers,gov.regional,2,9,2,1,2,1,0,,staged,5
gov.standards--national-interoperability-standards,gov.standards,2,12,2,1,1,0,0,,staged,2
gov.standards--national-quality-standards,gov.standards,2,13,3,1,2,0,0,,staged,2
gov.discourse--non-governmental-contribution-to-national-policy,gov.discourse,2,11,2,1,1,0,0,,staged,1
infra.connect--internet-usage,infra.connect,2,11,4,0,1,3,0,,staged,11
infra.connect--internet-exchange-points,infra.connect,2,13,3,1,1,1,0,,staged,11
infra.store--local-data-centre-capacity-all-providers,infra.store,2,11,3,1,2,0,0,,staged,2
infra.store--off-site-backup-capacity,infra.store,2,10,1,1,0,0,0,,staged,2
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,14,3,1,2,0,0,,staged,0
infra.energy--grid-reliability,infra.energy,2,10,4,1,2,1,0,,staged,0
infra.energy--rural-electrification,infra.energy,2,13,3,1,2,0,0,,staged,0
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,15,3,1,2,0,0,,staged,1
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,15,3,1,2,0,0,,staged,1
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,11,3,1,2,0,0,,staged,2
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,17,2,1,1,0,1,SKIP-SIBLING-STAGED,staged,2
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,15,4,1,2,1,0,,staged,2
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,14,3,1,2,0,0,,staged,3
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,13,5,1,2,3,0,,staged,3
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,11,2,1,1,0,0,,staged,3
dpi.id--national-maintenance-of-id-and-credentials-systems,dpi.id,2,15,3,1,2,0,2,FETCH-UNREADABLE;DUP-EXACT,staged,5
dpi.id--authentication,dpi.id,2,14,3,1,1,1,1,DUP-EXACT,staged,5
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,12,3,1,2,0,0,,staged,5
dpi.pay--g2p-functionality,dpi.pay,2,15,3,1,2,0,0,,staged,12
dpi.pay--b2b-and-b2g-functionality,dpi.pay,2,15,4,1,2,1,0,,staged,12
dpi.registry--population-register,dpi.registry,2,12,3,1,2,0,0,,staged,8
dpi.registry--address-register,dpi.registry,2,11,4,1,2,1,0,,staged,8
dpi.registry--tax-register,dpi.registry,2,15,4,1,2,1,1,FETCH-ERROR,staged,8
dpi.mis--education,dpi.mis,2,12,4,1,2,1,0,,staged,3
dpi.mis--social-protection,dpi.mis,2,14,3,1,1,0,1,SCOPE-COUNTRY,staged,3
