indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--ict-strategy,gov.policy,2,7,3,1,2,0,0,,staged,1
gov.policy--broadband-strategy,gov.policy,2,6,2,1,1,1,1,already-seen,staged,1
gov.policy--data-storage-cloud-strategy,gov.policy,2,6,2,1,1,0,2,already-seen;already-seen,staged,1
gov.policy--data-governance-policy,gov.policy,2,6,2,1,1,0,2,already-seen;already-seen,staged,1
gov.policy--open-data-policy,gov.policy,2,5,2,1,1,0,0,,staged,1
gov.legislate--legislation-covering-digital-id,gov.legislate,2,5,3,1,2,0,0,,staged,5
gov.legislate--digital-payments-legislation,gov.legislate,2,6,3,1,2,0,0,,staged,5
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,6,5,1,2,0,0,fetch-blocked,staged,5
gov.legislate--ai-legislation-regulations,gov.legislate,2,6,2,1,2,1,1,already-seen,staged,5
gov.legislate--e-commerce-legislation,gov.legislate,2,6,5,1,2,1,2,already-seen;headline-only-stub,staged,5
gov.legislate--statistics-legislation,gov.legislate,2,5,2,1,2,0,1,already-seen,staged,5
gov.regional--regional-legal-harmonisation,gov.regional,2,3,1,1,2,2,1,out-of-window,staged,0
gov.regional--cross-border-data-transfers,gov.regional,2,6,1,1,1,2,2,already-seen;already-seen,staged,0
gov.standards--national-quality-standards,gov.standards,2,6,3,1,2,3,0,,staged,2
gov.standards--adoption-of-international-standards,gov.standards,2,6,3,1,2,3,0,,staged,2
gov.discourse--non-governmental-contribution-to-national-policy,gov.discourse,2,6,3,1,2,2,1,already-seen,staged,2
finance.mou--strategic-relationships,finance.mou,2,6,3,1,2,2,1,inadmissible-origin,staged,0
finance.new--mobilisation-of-non-state-finance,finance.new,2,6,2,1,2,3,1,already-seen,staged,4
infra.connect--internet-usage,infra.connect,2,6,4,1,2,2,2,headline-only-stub;inadmissible-origin,staged,16
infra.connect--international-internet-bandwidth,infra.connect,2,5,1,1,1,1,2,headline-only-stub;fetch-blocked,staged,16
infra.store--off-site-backup-capacity,infra.store,2,6,1,1,1,1,2,already-seen;already-seen,staged,6
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,6,2,1,2,3,0,,staged,1
infra.energy--grid-reliability,infra.energy,2,6,1,1,2,1,0,,staged,1
dpi.exchange--national-data-exchange-system,dpi.exchange,2,7,4,1,2,1,1,url-dead;already-seen,staged,2
