indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--ict-strategy,gov.policy,2,4,2,1,1,1,2,already-seen;off-topic,staged,5
gov.policy--broadband-strategy,gov.policy,2,4,1,1,0,0,1,off-topic,staged,5
gov.policy--data-storage-cloud-strategy,gov.policy,2,3,1,1,0,1,0,,staged,5
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,5,2,1,0,1,1,already-seen,staged,5
gov.policy--ai-strategy,gov.policy,2,4,1,1,1,0,1,already-seen,staged,5
gov.policy--data-localisation-policies,gov.policy,2,5,2,1,1,0,0,,staged,5
gov.policy--open-data-policy,gov.policy,2,3,1,1,0,0,1,fetch-blocked,staged,5
gov.legislate--cybersecurity-legislation,gov.legislate,2,5,2,1,1,0,2,fetch-blocked;already-seen,staged,5
gov.legislate--digital-payments-legislation,gov.legislate,2,3,1,1,0,0,0,,staged,5
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,6,3,1,2,0,3,fetch-blocked;already-seen,staged,5
gov.legislate--ai-legislation-regulations,gov.legislate,2,4,1,1,0,0,0,,staged,5
gov.legislate--statistics-legislation,gov.legislate,2,4,3,1,1,0,1,headline-only-stub,staged,5
gov.regional--regional-legal-harmonisation,gov.regional,2,7,2,1,2,4,1,already-seen,staged,3
gov.standards--national-quality-standards,gov.standards,2,5,4,1,2,1,1,headline-only-stub,staged,0
gov.standards--adoption-of-international-standards,gov.standards,2,4,2,1,1,3,0,,staged,0
gov.discourse--non-governmental-contribution-to-national-policy,gov.discourse,2,7,4,1,2,3,1,already-seen,staged,1
finance.mou--strategic-relationships,finance.mou,2,7,3,1,2,4,0,,staged,0
infra.connect--internet-usage,infra.connect,2,3,2,1,1,1,0,,staged,4
infra.connect--mobile-affordability,infra.connect,2,6,2,0,2,3,1,already-seen,staged,4
infra.connect--international-internet-bandwidth,infra.connect,2,7,3,1,2,3,1,inadmissible-origin,staged,4
infra.connect--internet-exchange-points,infra.connect,2,5,2,1,0,4,0,,staged,4
infra.store--off-site-backup-capacity,infra.store,2,4,0,1,0,2,1,already-seen,staged,2
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,6,1,1,2,2,1,duplicate-in-run,staged,2
infra.energy--rural-electrification,infra.energy,2,5,3,1,2,2,0,,staged,2
infra.capacity--robustness-of-government-hardware-and-software,infra.capacity,2,5,0,1,0,3,1,already-seen,staged,1
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,6,3,1,2,3,0,,staged,1
dpi.exchange--national-data-exchange-system,dpi.exchange,2,6,3,1,2,2,1,already-seen,staged,2
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,4,3,1,1,0,2,already-seen;headline-only-stub,staged,2
dpi.exchange--interoperability-of-health-systems,dpi.exchange,2,7,4,1,2,4,0,,staged,2
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,5,4,1,1,3,0,,staged,2
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,5,4,1,2,1,1,already-seen,staged,2
dpi.id--robustness-of-system,dpi.id,2,7,2,1,0,1,5,already-seen;duplicate-raw,staged,2
dpi.id--national-maintenance-of-id-and-credentials-systems,dpi.id,2,5,1,1,0,0,4,already-seen,staged,2
dpi.id--authentication,dpi.id,2,5,1,0,0,0,5,already-seen;headline-only-stub;duplicate-raw,nil,2
dpi.id--digital-id-from-birth,dpi.id,2,4,2,0,1,1,2,already-seen;duplicate-raw,staged,2
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,6,2,0,1,2,3,already-seen;duplicate-raw,staged,2
dpi.id--use-by-other-systems,dpi.id,2,9,4,1,1,3,4,already-seen;duplicate-raw,staged,2
dpi.pay--governance-role-of-central-bank,dpi.pay,2,7,5,1,2,1,1,headline-only-stub,staged,5
dpi.pay--b2b-and-b2g-functionality,dpi.pay,2,10,2,1,1,0,1,already-seen,staged,5
dpi.pay--population-uptake,dpi.pay,2,8,3,1,2,0,0,,staged,5
dpi.pay--cross-border-functionality,dpi.pay,2,8,1,1,1,0,1,already-seen,staged,5
dpi.pay--consumer-protection,dpi.pay,2,8,2,1,2,0,0,,staged,5
dpi.registry--population-register,dpi.registry,2,8,3,1,1,0,2,fetch-failed;already-seen,staged,4
dpi.registry--tax-register,dpi.registry,2,8,3,1,2,0,0,,staged,4
dpi.mis--social-protection,dpi.mis,2,7,3,1,2,0,0,,staged,2
dpi.mis--customs,dpi.mis,2,8,3,1,2,0,0,,staged,2
dpi.mis--land,dpi.mis,2,8,3,1,2,0,1,already-seen,staged,2
digital.localgov--ict-infrastructure-for-local-government,digital.localgov,2,5,5,1,2,2,0,,staged,1
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,3,2,1,1,1,0,,staged,1
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,5,2,1,0,4,0,,staged,1
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,5,3,1,2,1,1,duplicate-raw,staged,1
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,5,3,1,2,2,0,,staged,1
tech.ai--use-of-ai-in-government-administration,tech.ai,2,4,3,1,2,1,0,,staged,1
tech.ai--use-of-ai-in-sectoral-management-information-systems,tech.ai,2,6,2,1,0,5,0,,staged,1
tech.ai--development-of-national-regional-ai-systems,tech.ai,2,5,3,1,2,3,0,,staged,1
tech.ai--control-of-ai-abuse,tech.ai,2,7,3,1,2,4,1,already-seen,staged,1
capacity.literacy--digital-literacy-civil-service,capacity.literacy,2,10,2,1,1,6,2,out-of-window,staged,1
capacity.training--dt-related-training-in-secondary-education,capacity.training,2,10,3,1,2,7,0,,staged,1
capacity.training--dt-related-university-facilities-and-qualifications,capacity.training,2,8,3,1,2,5,0,,staged,1
include.access--citizen-feedback-portals,include.access,2,6,3,1,1,4,0,,staged,1
include.access--citizen-participation-in-policy,include.access,2,8,3,1,2,5,0,,staged,1
include.access--gender-equity,include.access,2,8,3,1,2,5,0,,staged,1
include.access--inclusion-of-persons-with-disabilities,include.access,2,8,3,1,2,5,0,,staged,1
include.access--inclusion-of-refugees-and-idps,include.access,2,6,3,1,1,3,1,headline-only-stub,staged,1
include.divides--bridging-of-digital-divides,include.divides,2,7,3,1,2,3,1,already-seen,staged,0
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,8,3,1,1,5,1,already-seen,staged,5
data.satellite--agricultural-use-of-satellite-data,data.satellite,2,7,2,1,1,5,0,,staged,0
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,11,2,1,1,9,0,,staged,0
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,geopol.usa,2,2,1,1,0,0,1,already-seen,staged,0
geopol.china--chinese-mous-engagements-and-commitments,geopol.china,2,2,2,1,1,0,0,,staged,0
geopol.eu--eu-mous-engagements-and-commitments,geopol.eu,2,6,3,1,2,3,0,,staged,1
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,4,2,1,1,1,1,off-topic,staged,1
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,2,2,1,1,0,0,,staged,1
