indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--digital-transformation-strategy,gov.policy,2,9,9,1,2,4,2,already-seen,staged,11
gov.policy--data-interoperability-framework-roadmap,gov.policy,2,9,4,1,2,1,0,,staged,11
gov.policy--data-localisation-policies,gov.policy,2,8,3,1,2,0,0,,staged,11
gov.policy--open-data-policy,gov.policy,2,11,2,1,0,1,0,,staged,11
gov.legislate--cybersecurity-legislation,gov.legislate,2,9,3,1,2,0,0,,staged,8
gov.legislate--legislation-covering-digital-id,gov.legislate,2,10,3,1,2,0,0,,staged,8
gov.legislate--digital-payments-legislation,gov.legislate,2,9,2,1,1,0,0,,staged,8
gov.legislate--legislation-enabling-data-interoperability,gov.legislate,2,8,2,1,1,0,1,already-seen,staged,8
gov.legislate--statistics-legislation,gov.legislate,2,9,3,1,2,0,0,,staged,8
gov.legislate--access-to-information-legislation,gov.legislate,2,9,3,1,2,0,0,,staged,8
gov.regional--regional-legal-harmonisation,gov.regional,2,10,3,1,2,0,1,already-seen,staged,3
gov.regional--shared-regional-infrastructure,gov.regional,2,8,3,1,2,0,0,,staged,3
gov.regional--cross-border-data-transfers,gov.regional,2,8,3,1,2,0,0,,staged,3
gov.standards--national-interoperability-standards,gov.standards,2,8,5,1,2,0,2,already-seen;url-dead,staged,1
gov.standards--national-quality-standards,gov.standards,2,9,3,1,2,0,0,,staged,1
gov.standards--adoption-of-international-standards,gov.standards,2,10,3,1,2,0,0,,staged,1
gov.discourse--non-governmental-contribution-to-national-policy,gov.discourse,2,7,3,1,2,0,1,already-seen,staged,1
infra.store--off-site-backup-capacity,infra.store,2,10,3,1,1,0,2,inadmissible-origin,staged,9
infra.energy--rural-electrification,infra.energy,2,8,4,1,2,1,0,,staged,5
infra.capacity--robustness-of-government-hardware-and-software,infra.capacity,2,11,3,1,2,0,0,,staged,3
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,8,3,1,2,0,0,,staged,3
dpi.exchange--use-of-digital-id-in-other-systems,dpi.exchange,2,12,4,1,2,8,1,fetch-blocked,staged,5
dpi.exchange--interoperability-of-education-systems,dpi.exchange,2,11,3,1,1,3,2,url-dead;already-seen,staged,5
dpi.exchange--interoperability-of-social-protection-systems,dpi.exchange,2,13,3,1,2,7,0,,staged,5
dpi.id--authentication,dpi.id,2,12,3,1,2,7,0,,staged,11
dpi.id--digital-id-from-birth,dpi.id,2,11,3,1,2,6,0,,staged,11
dpi.id--interoperability-of-birth-registration-and-digital-id,dpi.id,2,11,2,1,1,8,0,,staged,11
dpi.pay--g2p-functionality,dpi.pay,2,11,3,1,1,8,1,fetch-blocked,staged,16
digital.localgov--ict-infrastructure-for-local-government,digital.localgov,2,15,3,1,2,10,1,already-seen,staged,2
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,12,1,1,0,0,3,already-seen;off-topic,staged,3
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,13,3,1,2,9,0,,staged,3
dpi.registry--population-register,dpi.registry,2,6,3,1,2,0,2,already-seen,staged,5
dpi.registry--civil-register,dpi.registry,2,7,3,1,2,0,0,,staged,5
dpi.registry--address-register,dpi.registry,2,6,2,1,1,0,1,url-dead,staged,5
dpi.registry--business-register,dpi.registry,2,5,3,1,2,0,0,,staged,5
dpi.registry--social-protection-register,dpi.registry,2,5,3,1,2,0,0,,staged,5
dpi.registry--tax-register,dpi.registry,2,6,4,1,2,0,0,,staged,5
dpi.mis--education,dpi.mis,2,8,4,1,2,0,1,off-topic,staged,3
dpi.mis--social-protection,dpi.mis,2,6,3,1,2,0,0,,staged,3
dpi.mis--justice,dpi.mis,2,7,3,1,2,0,0,,staged,3
dpi.mis--tax,dpi.mis,2,6,3,1,2,0,0,,staged,3
dpi.mis--land,dpi.mis,2,8,3,1,2,0,0,,staged,3
tech.ai--use-of-ai-in-government-administration,tech.ai,2,8,3,1,2,0,2,already-seen;already-seen,staged,10
tech.industry--national-capacity-in-dt-related-production,tech.industry,2,10,6,1,2,3,1,already-seen,staged,2
tech.innovate--technology-hubs,tech.innovate,2,7,4,1,2,4,0,,staged,2
capacity.literacy--digital-literacy-civil-service,capacity.literacy,2,5,3,1,2,1,1,already-seen,staged,1
capacity.literacy--digital-literacy-general-population,capacity.literacy,2,6,5,1,2,1,2,already-seen;already-seen,staged,1
capacity.training--dt-related-university-facilities-and-qualifications,capacity.training,2,6,3,1,2,3,0,,staged,6
include.access--citizen-participation-in-policy,include.access,2,6,3,1,2,3,0,,staged,8
include.access--gender-equity,include.access,2,6,3,1,2,3,0,,staged,8
include.access--inclusion-of-persons-with-disabilities,include.access,2,5,3,1,2,2,0,,staged,8
include.access--inclusion-of-refugees-and-idps,include.access,2,5,3,1,2,1,1,already-seen,staged,8
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,6,3,1,2,3,0,,staged,4
data.statistics--statistics-from-administrative-data,data.statistics,2,8,3,1,2,5,0,,staged,4
data.satellite--agricultural-use-of-satellite-data,data.satellite,2,8,3,1,2,5,0,,staged,2
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,8,3,1,2,5,0,,staged,2
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,8,3,1,2,5,0,,staged,0
