indicator_id,file,brief,rank,why
gov.policy--ict-strategy,baseline/2025-07-11-mcpt-djibouti-smsi-2025-vision-numerique-inclusif.md,1,1,most current dated official statement of Djibouti's ICT-strategy standing
gov.policy--ict-strategy,baseline/2026-02-10-interieur-mobile-id-lancement-officiel.md,2,1,Mobile ID launch concrete delivery milestone reused file
gov.policy--ict-strategy,progress/2026-03-01-primature-discours-politique-generale-numerique-hub.md,2,2,PM general-policy speech restating digital-hub strategy
gov.policy--broadband-strategy,baseline/2024-10-17-lanation-snhd-strategie-nationale-haut-debit.md,1,1,dedicated national broadband strategy itself SNHD
gov.policy--broadband-strategy,progress/2026-04-23-armd-universal-service-fund-feedback.md,2,1,ARMD USF final-report feedback meeting reused file
gov.policy--broadband-strategy,progress/2026-03-22-armd-netcatonline-authorization.md,2,2,ARMD grants first national wired-network authorization to NetCatOnline reused file
gov.policy--data-storage-cloud-strategy,baseline/2024-05-15-worldbank-djibouti-digital-economy-diagnostic.md,1,1,strongest dated assessment of data-storage/cloud-strategy standing
gov.policy--data-storage-cloud-strategy,progress/2026-03-25-interieur-ministre-delegation-banque-mondiale.md,2,1,Digital Foundations financing acceleration sovereignty-focused reused file
gov.policy--data-storage-cloud-strategy,baseline/2026-02-10-interieur-mobile-id-lancement-officiel.md,2,2,Mobile ID sovereign-hosting use case reused file
gov.policy--data-interoperability-framework-roadmap,baseline/2022-01-01-cadre-interoperabilite-djibouti-cid.md,1,1,national data-interoperability framework itself CID
gov.policy--data-interoperability-framework-roadmap,baseline/2026-02-10-interieur-mobile-id-lancement-officiel.md,2,1,Mobile ID interoperable identity-based service access reused file
gov.policy--data-localisation-policies,baseline/2025-09-18-djibouti-loi-019-code-numerique.md,1,1,Digital Code Arts 99-103 international transfer regime
gov.policy--data-localisation-policies,progress/2025-10-07-presidence-conseil-ministres-mdeni-catalogue-services-numeriques-diagnostic.md,2,1,government diagnostic naming Code dissemination as unresolved gap
gov.policy--data-governance-policy,baseline/2025-09-18-djibouti-loi-019-code-numerique.md,1,1,Digital Code Book I personal-data protection closest national data-governance instrument
gov.policy--data-governance-policy,progress/2025-11-18-presidence-conseil-ministres-nomination-dg-anc.md,2,1,ANC Director General appointed institutional operationalisation step
gov.policy--open-data-policy,baseline/2025-09-18-djibouti-loi-019-code-numerique.md,1,1,Digital Code Title 2 access to administrative documents
gov.policy--open-data-policy,progress/2025-11-18-instad-repertoire-localites-populations.md,2,1,INSTAD RGPH-3 locality/population directory publication reused file
finance.mou--strategic-relationships,baseline/2024-12-09-egov-mdeni-mou-digital-transformation.md,1,1,clearest single MoU matching strategic-relationships indicator
