indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,,,,,,,,,2026-08-31,0,"Digitalisation ordinance and a council operating method only; no strategy document in drafting or adopted on record, and no cited absence",
gov.policy--ict-strategy,,,,,,,,,2026-08-31,0,No sector strategy held; an infrastructure-sharing approval and an outage place no rung,
gov.policy--broadband-strategy,,,,,,,,,2026-08-31,0,Satellite seminar recommends an integrated strategy; no broadband plan in drafting and no cited absence,
gov.policy--data-storage-cloud-strategy,2,GAB-infra.store-nkok-national-data-centre-st|GAB-gov.policy-ordonnance-0006-digitalisation,,,,,,,2026-08-31,0,National data centre in service with no hosting or cloud policy; the ordinance supplies none,
gov.policy--data-interoperability-framework-roadmap,2,GAB-gov.policy-interoperability-roadmap,,,,,,,2026-08-31,0,Common framework financed in the World Bank appraisal and still to be built; no adopted framework,
gov.policy--ai-strategy,2,GAB-gov.policy-ai-strategy-not-adopted,,,,,,,2026-08-31,0,Strategy timetable and a directorate at draft decree; no strategy adopted,
gov.policy--data-localisation-policies,3,GAB-gov.policy-data-residency-rule,,,,,,,2026-08-31,0,Loi 027/2023 localises confidential or sensitive data; no application or enforcement act on record,
gov.policy--data-governance-policy,,,,,,,,,2026-08-31,0,Draft decrees on ministry IS directorates only; no data policy in drafting and no cited absence,
gov.policy--open-data-policy,,,,,,,,,2026-08-31,0,Ordonnance defines open government but no open-data policy or portal; fiscal assessment is not one,
gov.legislate--data-protection-legislation,3,GAB-gov.protect-loi-n-025-2023-on,,,,,,,2026-08-31,0,Loi 025/2023 in force from publication; regulations and an enforcement act not on these rows,
gov.legislate--cybersecurity-legislation,3,GAB-gov.legislate-loi-n-027-2023-on,,,,,,,2026-08-31,0,Loi 027/2023 in force; regulations and prosecutions or incident response not on record,
gov.legislate--legislation-covering-digital-id,2,GAB-gov.legislate-legal-framework-for-the-national,,,,,,,2026-08-31,0,Two laws named for the ID framework with no adoption or gazette date,
