indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,No change,"The ENTD.GW strategy [was launched in January 2025 with ten pillars and 55 interventions to 2030](2025-01-29 Guinea-Bissau launches ENTD.GW national digital transformation strategy (ANG)), and Council of Ministers approval is still pending.","2025-01-29 — the National Digital Transformation Strategy 2025-2030 [was launched by the prime minister and the minister responsible for digital transformation, with UNDP support: ten pillars, six objectives, 55 interventions and a roadmap to 2030](2025-01-29 Guinea-Bissau launches ENTD.GW national digital transformation strategy (ANG)).

2025-02-04 — a UNU-EGOV and UNDP follow-up meeting [recorded that Council of Ministers approval of the strategy's decree was still pending](2025-02-04 Digital Transformation Project in Guinea-Bissau with UNU-EGOV & UNDP), which is where the base leaves it: nothing in the twelve months to 2026-08-26 records the decree approved, gazetted or brought into force.

The strategy is [the instrument the World Bank-financed WARDIP programme and the UNDP Mais Digit@l grant both implement](2024-01-01 National Strategy for Digital Transformation in Guinea-Bissau (project)), so the financing behind it is moving while the legal instrument is not.",GNB-gov.policy-entd-gw
gov.policy--data-governance-policy,No change,"A National Data Governance and Protection Policy decree [was approved in draft by the Council of Ministers in July 2025](2025-07-10 Guinea-Bissau Council of Ministers approves three digital decrees (interoperability, data governance, cybersecurity)) and has not moved since.","2025-07-10 — the Council of Ministers [approved the draft decree on a national data governance and protection policy, alongside decrees on interoperability and a national cybersecurity strategy](2025-07-10 Guinea-Bissau Council of Ministers approves three digital decrees (interoperability, data governance, cybersecurity)). Nothing on the base confirms gazettal or entry into force, and nothing in the twelve months to 2026-08-26 touches it.

Of the three decrees approved that day, only the interoperability instrument has moved since, and it moved through a programme announcement rather than a gazette. No data classification standard, no public-sector data catalogue and no data-sharing agreement appears anywhere on this ledger.",GNB-gov.protect-data-governance-protection-policy
gov.legislate--legislation-enabling-data-interoperability,Advanced,"A national interoperability regulation for public and private digital systems [was approved by the government in August 2026](2026-08-08-guineabissau-national-interoperability-framework), with no decree number or in-force date named.","2026-08-08 — the WARDIP programme [announced government approval of a national interoperability framework regulating how public and private digital systems and platforms connect](2026-08-08-guineabissau-national-interoperability-framework), presented as Guinea-Bissau's contribution to the regional programme.

It is the one instrument of the three [draft decrees the Council of Ministers approved on 10 July 2025](2025-07-10 Guinea-Bissau Council of Ministers approves three digital decrees (interoperability, data governance, cybersecurity)) that has moved since. What the record does not carry is the instrument itself: no decree number, no gazettal and no entry-into-force date, and the approval is reported by the World Bank-backed programme that supports the work rather than by an official journal.

No data exchange platform appears on this ledger for the regulation to govern.",GNB-dpi.exchange-interoperability-regulation
gov.protect--data-protection-authority,No change,"A National Cybersecurity and Data Protection Agency [was committed to in January 2025](2025-01-22 Guinea-Bissau presents cybersecurity study, plans National Cybersecurity and Data Protection Agency); nothing on the base confirms it exists.","2025-01-22 — the government presented the results of a WARDIP cybersecurity feasibility study and [committed to creating a National Cybersecurity and Data Protection Agency](2025-01-22 Guinea-Bissau presents cybersecurity study, plans National Cybersecurity and Data Protection Agency), framed by the minister responsible as central to data protection and digital sovereignty.

The commitment predates the window and no source since confirms the agency established, staffed or operational. The country therefore has no supervisory authority on the record, and the [draft data governance and protection decree approved in July 2025](2025-07-10 Guinea-Bissau Council of Ministers approves three digital decrees (interoperability, data governance, cybersecurity)) is not confirmed in force either, so neither the body nor the instrument it would enforce is in place.",GNB-infra.cybersec-cybersecurity-data-protection-agency
gov.protect--national-data-protection-readiness,No change,"Readiness rests on [a draft policy decree](2025-07-10 Guinea-Bissau Council of Ministers approves three digital decrees (interoperability, data governance, cybersecurity)) and [an agency still only committed to](2025-01-22 Guinea-Bissau presents cybersecurity study, plans National Cybersecurity and Data Protection Agency), with no enacted statute behind either.","The base holds no data protection statute for Guinea-Bissau. What it holds instead is a policy [decree approved in draft on 10 July 2025](2025-07-10 Guinea-Bissau Council of Ministers approves three digital decrees (interoperability, data governance, cybersecurity)) and not confirmed in force, and an agency [committed to in January 2025](2025-01-22 Guinea-Bissau presents cybersecurity study, plans National Cybersecurity and Data Protection Agency) and not confirmed established.

Neither moved in the twelve months to 2026-08-26. No registration or notification regime, no data subject rights case, no enforcement action and no cross-border transfer rule appears on the ledger.

The biometric identity network, the civil registry digitisation and the electoral register update reported elsewhere in this report are all proceeding without any of it, which is what the absence costs.",GNB-gov.protect-data-governance-protection-policy|GNB-infra.cybersec-cybersecurity-data-protection-agency
gov.regional--regional-policy-collaboration,Advanced,"Guinea-Bissau [joined AUDA-NEPAD's programme for African developing island economies in July 2026](2026-07-24-auda-nepad-island-economies-programme-launch), whose roadmap to 2031 includes digital transformation.","2026-07-24 — at the ministerial segment in Abidjan, AUDA-NEPAD [launched a Programme for African Developing Island Economies covering Guinea-Bissau among seven states, with ministers adopting a communique committing to a 2026-2031 roadmap on six pillars including digital transformation](2026-07-24-auda-nepad-island-economies-programme-launch).

It is a continental commitment rather than a national action, and no country-level implementation under it is reported. The country's substantive regional work sits elsewhere on this ledger — the ECOWAS biometric credential and the World Bank's West Africa regional digital programme — and neither is an AUDA-NEPAD instrument.

No ECOWAS or UEMOA policy instrument adopted domestically appears in the window.",GNB-gov.regional-auda-nepad-island-economies
gov.regional--shared-regional-infrastructure,Advanced,"The ECOWAS biometric identity card [reached its first reported field issuance](2026-03-16 Women traders receive ECOWAS biometric ID in Sao Domingos, Guinea-Bissau), 262 cards to women cross-border traders in Sao Domingos.","2026-03-16 — the National Borders Commission [issued 262 ECOWAS biometric identity cards to women cross-border traders in Sao Domingos, Cacheu](2026-03-16 Women traders receive ECOWAS biometric ID in Sao Domingos, Guinea-Bissau), under a Guinea-Bissau-Senegal mobility project backed by ECOWAS and financed by GIZ. It is the first field distribution the base records.

The standing position is that Guinea-Bissau is [one of six ECOWAS states to have fully operationalised the credential](2025-06-10 Guinea-Bissau deploys efforts to digitize birth registration, national ID systems), so what moved in the window is use rather than adoption.

The only other shared regional asset on the ledger is the ACE submarine cable, reported under international bandwidth. No regional data centre, internet exchange point or interconnection arrangement appears.",GNB-dpi.id-enbic
gov.discourse--open-discussion-of-government-policy,"Regressed, a new online-falsehoods offence with enforcement left unstated","The transitional parliament [passed a law on the dissemination of false information online](2026-05-23 Guinea-Bissau CNT passes Digital Integrity (online falsehoods) Law), and the government [first invoked it in July 2026](2026-07-21-ang-ministerio-comunicacao-tiktok-desmentido).","2026-05-23 — the transitional parliament [passed unanimously, with amendments, a Digital Integrity law on the dissemination of false information on the internet](2026-05-23 Guinea-Bissau CNT passes Digital Integrity (online falsehoods) Law), presented by the government spokesman as aimed at those who spread hate and act against the State. The publication date, the entry-into-force date and the enforcement mechanism — including how it would reach citizens abroad — are not stated in the record.

2026-07-21 — the Ministry of Communication [invoked the law for the first time the base records, in denying a claim that TikTok was to be shut down](2026-07-21-ang-ministerio-comunicacao-tiktok-desmentido).

It is the only instrument on this ledger addressing online speech, and nothing records a court, a regulator or a civil-society challenge testing it. No consultation on the bill appears either.",GNB-gov.legislate-digital-integrity-law
finance.new--mobilisation-of-non-state-finance,No change,"A MIGA guarantee [covers Sonatel's equity investment in Orange Bissau](2025-01-01-miga-gnb-orange-bissau-2025-orange-bissau-sa-telecoms-operator-guarantee) at US$25.4m, and no new private commitment appears in the window.","The standing position is a [US$25,435,357 MIGA guarantee to Sonatel SA covering its equity investment in Orange Bissau S.A.](2025-01-01-miga-gnb-orange-bissau-2025-orange-bissau-sa-telecoms-operator-guarantee), approved for the 2025 financial year as part of a combined Orange Guinea and Guinea-Bissau programme, with nothing disbursed as captured.

Nothing in the twelve months to 2026-08-26 records a disbursement, a new guarantee or a second private transaction. The one other private commitment on the ledger is the operator-backed training programme reported under digital literacy, which states no financial value.

The fibre backbone the country's connectivity depends on is to be built by a private wholesale operator under exclusive licence, and that operator has not been selected — so the largest private commitment in prospect is not yet a transaction.",GNB-finance.new-miga-orangebissau-guarantee
finance.new--development-partner-project-financing,No change,"A [World Bank WARDIP grant](2023-11-07-worldbank-dtfa-wardip-sop1-pad4756) and a [UNDP digital transformation programme](2025-01-01-undp-gnb-mais-digital-2025-mais-digitl-for-guinea-bissau) are the standing development-partner financing, neither reporting new movement in the window.","Two commitments stand. The World Bank's [Guinea-Bissau allocation under the regional WARDIP programme is US$60.00m in IDA grant plus US$0.50m of government counterpart](2023-11-07-worldbank-dtfa-wardip-sop1-pad4756), [launched in country in April 2025](2025-04-02 President Embalo launches WARDIP in Guinea-Bissau) and [carried in the Bank's own project record](2023-01-01-world-bank-gnb-2023-wardip-sop1-guinea-bissau-bw01). UNDP's Mais Digit@l programme [committed US$3,360,500 to implement the national digital transformation strategy, of which US$566,152 is recorded disbursed](2025-01-01-undp-gnb-mais-digital-2025-mais-digitl-for-guinea-bissau).

No fresher disbursement figure, extension or successor appears in the twelve months to 2026-08-26, and no third development partner appears on the ledger. What this money moved is reported elsewhere: the backbone design and its safeguards study, and the interoperability regulation.",GNB-finance.new-wb-wardip-idagrant|GNB-finance.new-undp-maisdigital
