row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
RWA-infra.store-national-data-centre,RWA,infra.store,Infrastructure,National data centre,"the country hosted no hyperscale data centre as at March 2026; probed 2026-08-05, the authority's data centre and cloud services directives govern the national facility but are undated on the page",2026-08-05,acquisition
RWA-infra.energy-data-centre-water-policy,RWA,infra.energy,Infrastructure,Data-centre water policy,"the only country-specific energy source the base holds; probed 2026-08-05, no instrument on data-centre water use exists; the cloud directives cover cooling and humidity but not water",2026-08-05,absence
RWA-infra.capacity-sovereign-ai-compute,RWA,infra.capacity,Infrastructure,Sovereign AI compute,"named-analyst opinion whose author sells sovereign AI infrastructure; probed 2026-08-05, no government document establishes national AI compute capacity; the nearest instrument is a continental pre-qualification exercise, not a Rwandan programme",2026-08-05,absence
RWA-infra.cybersec-national-computer-security-incident-response,RWA,infra.cybersec,Infrastructure,National computer security incident response team,"the largest named object in this section the base cannot describe; probed 2026-08-05, the team's own constitutional page gives its establishment and transfer dates, corroborated by its incident-response forum membership record",2026-08-05,acquisition
RWA-data.satellite-space-programme-appropriation,RWA,data.satellite,Digital public infrastructure,Space programme appropriation,"the only satellite-data source the base holds for this country; probed 2026-08-05, the 2023/24 development budget annex carries the space agency by project and funding type",2026-08-05,acquisition
RWA-gov.policy-national-ai-risk-assessment-and-harms-monito,RWA,gov.policy,Governance and regulation,National AI risk-assessment and harms-monitoring body,"qualitative workshops, not a survey, and the report claims no representativeness; probed 2026-08-05, no such body is constituted; the 2023 AI policy only recommends a responsible AI office, which an external observatory recorded as not yet operational in February 2026, and the June 2026 AI agency's establishing law was not found",2026-08-05,acquisition
RWA-gov.policy-review-framework-for-commercial-ai-partnersh,RWA,gov.policy,Governance and regulation,Review framework for commercial AI partnerships,"external commentary, attributed not adopted; probed 2026-08-05, no instrument requiring review or disclosure of commercial AI partnerships exists; the only material found is external commentary asserting the same",2026-08-05,absence
RWA-gov.standards-electronic-government-interoperability-frame,RWA,gov.standards,Governance and regulation,Electronic-government interoperability framework,"a reference study, cited not absorbed; probed 2026-08-05, no instrument under that title exists; the functional equivalent is the government enterprise architecture standard, and the sector strategy records the interoperability framework as early-stage with no approved rollout",2026-08-05,acquisition
RWA-data.open-national-open-data-portal-or-policy,RWA,data.open,Governance and regulation,National open-data portal or policy,"probed 2026-08-05, the live data sharing platform and the 2017 data revolution policy located; the national data sharing policy expressly scopes open data out; acquisition attempted 2026-08-05 and failed, absence now stated dated on the place hub",2026-08-05,absence
RWA-geopol.eu-european-adequacy-decision,RWA,geopol.eu,Governance and regulation,European adequacy decision,"desk-review analysis, with the counts round estimates single-sourced to a secondary tracker; probed 2026-08-05, the Commission's own list of recognised third countries names no African state, establishing the negative as at 2026",2026-08-05,acquisition
RWA-tech.ai-sovereign-ai-compute-or-national-model,RWA,tech.ai,Artificial intelligence and the technology sector,Sovereign AI compute or national model,"a named analyst's dependency argument plus the absence of any contrary record; probed 2026-08-05, a June 2026 cabinet decision creating an AI agency is reported but no establishing law, gazette entry or compute procurement was found, and the only national-model candidate is a private company announcement",2026-08-05,absence
RWA-geopol.china-bilateral-technology-instrument-with-china,RWA,geopol.china,Artificial intelligence and the technology sector,Bilateral technology instrument with China,"surveillance supply is asserted only at continent level with no national contract named; probed 2026-08-05, a signatory embassy's own account gives the December 2021 smart education loan framework agreement, whose text is unpublished; a 2017 vendor memorandum is likewise only described",2026-08-05,acquisition
