indicator_id,progress,summary,developments,row_ids
gov.policy--data-storage-cloud-strategy,"Advanced, a strategy pillar with no build behind it","A sovereign cloud and data hubs [are a pillar of the AI strategy, built around a planned data centre](2026-04-23-burundi-six-pillar-ai-strategy-wearetech), with no build on record.","[A sovereign cloud and national data hubs are one of the six pillars of the April 2026 artificial-intelligence strategy, framed around the state technology agency's data centre](2026-04-23-burundi-six-pillar-ai-strategy-wearetech). Nothing existed before it and nothing has been built since.

The data centre itself is reported under data storage and remains a stated priority with no site or date. So the country has a cloud policy, a data governance strategy and a data protection statute, and no national facility for any of them to run on.",BDI-tech.ai-cloud
gov.policy--ai-strategy,Advanced,"A National AI Strategy for 2026 to 2030 [was validated in April 2026 on six pillars](2026-04-23-burundi-six-pillar-ai-strategy-wearetech), including a sovereign cloud and about fifteen health and agriculture pilots.","2026-04-22 — [the strategy was validated on six pillars: governance and ethics, sovereign cloud and data hubs, education and research, innovation and incubators, human capital, and about fifteen health and agriculture pilots](2026-04-23-burundi-six-pillar-ai-strategy-wearetech), and [it was presented as the centre of the country's digital strategy](2026-04-22-lia-au-coeur-de-la-strategie-numerique-burundi). It sets a target of training more than a thousand officials.

It follows [a national readiness diagnostic run in November 2025](2025-11-25-atelier-national-paysage-intelligence-artificielle-burundi). No implementing decree, budget line or first pilot has been reported since validation, and the compute the strategy assumes does not exist: no source on this ledger states any national computing capacity.",BDI-tech.ai-strategy
gov.policy--data-governance-policy,Advanced,"A National Data Governance Strategy [was validated in November 2025 on seven pillars](2025-11-14-burundi-adopts-national-data-governance-strategy), treating data as a public good.","2025-11-14 — [a National Data Governance Strategy was validated on seven pillars, supported by the United Nations regional commission and aligned to the African Union data policy framework, treating data as a public good](2025-11-14-burundi-adopts-national-data-governance-strategy). None existed before it.

Validation is not adoption: no decree, gazettal or implementing instrument appears on the ledger in the nine months since, and no institution is named as owning the strategy. The data protection law reported under legislation arrived two months later and is the only binding instrument on this ground.",BDI-gov.policy-sngd
gov.legislate--data-protection-legislation,Advanced,"A personal data protection law [was unanimously adopted on 15 January 2026](2026-01-16-burundi-personal-data-protection-law-techafricanews): eight chapters, an independent authority and criminal penalties, where no statute existed.","2026-01-15 — the National Assembly [unanimously adopted a personal data protection law with eight chapters, an independent supervisory authority and criminal penalties, aligned to the African Union convention](2026-01-16-burundi-personal-data-protection-law-techafricanews), [reported the following day as the country's first such statute](2026-01-16 Burundi adopts data protection law). No statute existed before it.

The sequencing is stated by the government itself: legislation came first in order to enable the biometric identity card, which is reported under digital identity and is technically ready but waiting on its own instrument. The authority the law creates is not on record as operating, reported below.",BDI-gov.protect-law
gov.legislate--access-to-information-legislation,Advanced,"An access to information bill [was listed on the National Assembly's order paper for the session opened on 3 August 2026](2026-08-04-burundi-national-assembly-august-session-access-to-information-bill), with no text published.","2026-08-04 — [the bill was listed for examination in the session opened on 3 August 2026](2026-08-04-burundi-national-assembly-august-session-access-to-information-bill). No text, tabling number, sponsoring ministry or timetable has been published, and none existed before this listing.

The session runs about three months under the constitution, which is the outer bound for passage in this sitting. Nothing else on this ledger touches access to information: there is no open data portal, no open data policy and no published dataset, so the bill would arrive into an absence rather than onto a practice.",BDI-gov.legislate-ati
gov.protect--data-protection-authority,Advanced,"The data protection authority [was created by the January 2026 law](2026-01-16-burundi-personal-data-protection-law-techafricanews), with no appointment, budget or decision on file since.","[The January 2026 data protection law provides for an independent supervisory authority](2026-01-16-burundi-personal-data-protection-law-techafricanews). Seven months on, no appointment, budget, seat or decision appears on the record, so the body exists in statute and not in operation.

That gap matters here more than usual. The biometric identity card, the digital civil registry and the instant payment system are all being built inside the same period, and the authority that would supervise their processing has not been constituted. The only consumer-facing enforcement on this ledger came from the telecommunications regulator instead, reported under payments consumer protection.",BDI-gov.protect-authority
gov.regional--regional-policy-collaboration,Advanced,"Burundi [joined the regional One Network Area and ratified the digital integration protocol](2025-01-21-burundi-embraces-eac-digital-integration-ict-growth), and [agreed a continental trade implementation roadmap in August 2026](2026-08-06-afcfta-secretary-general-begins-official-mission-to-burundi).","2025-01-21 — [the country joined the East African One Network Area and ratified the regional digital integration protocol](2025-01-21-burundi-embraces-eac-digital-integration-ict-growth), where neither applied before.

2026-08-03 — [a technical team agreed during a continental trade secretariat mission to produce a country profile and implementation roadmap jointly owned by government and the private sector](2026-08-06-afcfta-secretary-general-begins-official-mission-to-burundi), tied by the minister to the country's African Union chairmanship, with the adjustment fund discussed as a financing route. No roadmap, profile or timetable has been published.

2026-07-28 — separately, [a telecommunications-technology memorandum with Vietnam reached an implementation meeting, party to party rather than ministry to ministry](2026-07-28-burundi-vietnam-digital-transformation-cooperation), producing policy transfer, equipment and scholarships and no monetary commitment, against [a memorandum signed in November 2024 with no digital follow-through reported](2024-11-20-vietnam-burundi-mou-telecom-technology).",BDI-gov.regional-ona|BDI-gov.regional-afcfta|BDI-gov.regional-vietnam
gov.regional--regional-legal-harmonisation,Advanced,"The regional assembly [endorsed a bill creating an East African statistics bureau, with Burundian amendments](2025-10-10-eala-endorses-eac-regional-statistics-bureau); the bureau is not on record as established.","2025-10-10 — [the East African Legislative Assembly endorsed the bill establishing a regional statistics bureau, carrying amendments from Burundi](2025-10-10-eala-endorses-eac-regional-statistics-bureau). Nothing existed before it and the bureau is not on record as constituted.

It is the only regional legal instrument on this ledger that Burundi shaped rather than joined. The two others — the One Network Area and the digital integration protocol — were acceded to as drafted, and the cross-border data-sharing framework reported below was validated regionally with no national implementing instrument since.",BDI-data.statistics-eac
gov.regional--cross-border-data-transfers,Advanced,"A regional secure data-sharing framework [was validated in June 2026](2026-06-25-eac-backs-secure-data-sharing-framework) under the East Africa digital integration project, with no national implementing instrument.","2026-06-25 — [an East African cross-border secure data-sharing framework was validated under the regional digital integration project](2026-06-25-eac-backs-secure-data-sharing-framework), where none existed before.

No national implementing instrument is on file. The domestic law that would carry it is four months older — the January 2026 data protection statute — and its supervisory authority is not operating, so the country has agreed a regional transfer framework before constituting the body that would administer transfers under it.",BDI-dpi.exchange-eac
gov.discourse--non-governmental-contribution-to-national-policy,Advanced,"A consumer association [called for a national convention on communications](2026-07-31-burundi-abuco-denounces-telecom-service-degradation) after denouncing service degradation, with no response from government or operators on file.","2026-07-31 — [the consumer association denounced degradation of telecommunications service and proposed a national convention on communications](2026-07-31-burundi-abuco-denounces-telecom-service-degradation). No convening date, government response or operator response is on file.

It is the only non-governmental intervention in digital policy this ledger records. The same association is behind the tariff account reported under affordability, and the regulator's injunctions on value-added services followed its complaints — so the one civil-society actor visible in the record is a consumer body acting on billing rather than a research or advocacy sector engaging with strategy.",BDI-gov.discourse-etats
