indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,Advanced,"A [Digital Transformation Authority](2025-11-07 Sudan Establishes Three Digital Authorities to Advance E-Govt) was established by prime-ministerial decree alongside data, artificial-intelligence and cybersecurity authorities, and no account connects the decree to the platform claims that follow it.","Three authorities were created at once by decree: digital transformation, data and artificial intelligence, and cybersecurity ([decree](2025-11-07 Sudan Establishes Three Digital Authorities to Advance E-Govt), [roundup](2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026)).

No account held connects the institutional decree to the platform launches recorded through 2026 — the national platform, the identity credential, the payment switch — so which authority owns which system, and under what powers, is not established anywhere in this base.

That gap runs through the whole unit: institutions are announced by decree, systems are announced by ministry, and nothing published links the two.",SDN-gov.policy-digital-transformation-authority
gov.policy--ai-strategy,Advanced,"A [Data and Artificial Intelligence Authority](2025-11-07 Sudan Establishes Three Digital Authorities to Advance E-Govt) was established by decree ahead of any primary data-protection law, and no strategy, sandbox or guidance note is held.","The authority was created by the same decree as the other two, and it was created before the country had a data-protection statute ([authority](2025-11-07 Sudan Establishes Three Digital Authorities to Advance E-Govt)).

No artificial-intelligence strategy document, regulatory sandbox or guidance note is held for the country, unlike several other African states the same roundup records ([roundup](2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026)).

A regulator standing up before the law it would enforce is a sequencing choice, and the draft that would supply the law is recorded separately as still in redrafting.",SDN-tech.ai-data-ai-authority
gov.legislate--data-protection-legislation,Advanced,"A [draft Data and Artificial Intelligence Law](2026-08-06-council-of-ministers-reviews-cybersecurity-data-and-ai-and-digital-transformation-draft-laws) is in redrafting with the digital transformation ministry, legislating data protection and artificial intelligence in one instrument.","The draft went to the Council of Ministers with two others and was reported back in redrafting in August 2026 ([draft](2026-08-06-council-of-ministers-reviews-cybersecurity-data-and-ai-and-digital-transformation-draft-laws), [redrafting](2026-08-11-sudan-justice-ministry-ai-digital-laws)).

Legislating data protection and artificial intelligence in a single instrument is a design few African states have attempted. Neither text is published, so what it would provide on lawful basis, consent, transfer or supervision cannot be stated.

The authority that would enforce it already exists, created by decree ahead of the statute.",SDN-gov.protect-draft-data-ai-law
gov.legislate--cybersecurity-legislation,Advanced,"A [draft Cybersecurity Law](2026-08-06-council-of-ministers-reviews-cybersecurity-data-and-ai-and-digital-transformation-draft-laws) is in redrafting, and its relationship to the cybercrime provisions the country described to a regional experts' meeting is not established.","The draft is the second of the three-instrument package and was reported in redrafting in August 2026 ([draft](2026-08-06-council-of-ministers-reviews-cybersecurity-data-and-ai-and-digital-transformation-draft-laws), [redrafting](2026-08-11-sudan-justice-ministry-ai-digital-laws)).

Its relationship to the cybercrime provisions the country separately described to an Arab experts' meeting in July 2026 is not established ([meeting](2026-07-30-suna-sudan-arab-experts-cybercrime-meeting-tunisia)).

That matters because the cybercrime statute in force is being used against speech, and whether the new draft replaces, amends or sits alongside it is exactly what no source says.",SDN-infra.cybersec-draft-law
gov.legislate--legislation-enabling-data-interoperability,Advanced,"A [draft Digital Transformation Law of 2026](2026-08-06-council-of-ministers-reviews-cybersecurity-data-and-ai-and-digital-transformation-draft-laws) is in redrafting with the ministry, the third of a three-instrument package.","It went to the Council of Ministers alongside the cybersecurity and data drafts and was reported in redrafting in August 2026 ([draft](2026-08-06-council-of-ministers-reviews-cybersecurity-data-and-ai-and-digital-transformation-draft-laws), [ministry](2026-08-11-sudan-justice-ministry-ai-digital-laws)).

None of the three texts is published. The platforms the law would presumably govern — the national services platform, the identity credential, the civil-service records system — are already live, so the statute follows the systems rather than authorising them.",SDN-gov.legislate-draft-digital-transformation-law
gov.legislate--e-commerce-legislation,Advanced,"A ministerial meeting resolved to [review state-level border-trade protocols](2026-08-05-sudan-reorganises-border-trade-and-adopts-baladna-for-foreign-trade-transactions) and replace them with a single national legal framework, with revenue protection the stated driver.","The meeting was chaired by the finance minister and resolved to refer the state-to-neighbouring-country protocols to the Council of Ministers, to build one national framework in their place ([meeting](2026-08-05-sudan-reorganises-border-trade-and-adopts-baladna-for-foreign-trade-transactions)).

It was paired with the adoption of the national platform as the sole channel for foreign-trade transactions, and the stated driver is revenue protection rather than service delivery.

No draft, timetable or list of the protocols under review is published.",SDN-gov.legislate-border-trade-framework
gov.discourse--open-discussion-of-government-policy,Regressed,"A [six-year sentence over a private phone conversation](2026-08-17-sudantimes-cybercrime-law-pharmacist-jailed) was reported in August 2026, one of a series of [cybercrime prosecutions for speech](2026-08-18-sudantimes-cybercrime-law-anti-war-prosecutions).","A pharmacist was jailed for six years over a private phone conversation ([sentence](2026-08-17-sudantimes-cybercrime-law-pharmacist-jailed)), inside a pattern of anti-war prosecutions under the cybercrime statute ([prosecutions](2026-08-18-sudantimes-cybercrime-law-anti-war-prosecutions)), and a journalist was detained under the same Act ([detention](2026-08-17-weeklyvision-sudan-journalist-detained-cybercrime-act)).

The two accounts date the statute differently, to 2007 and to 2008, and neither the judgment nor the charging instrument is held. So the law being used is one whose year the sources disagree on and whose text this base does not hold.

The draft cybersecurity law now in redrafting does not state whether it touches these provisions.",SDN-gov.legislate-cybercrime-law-speech-prosecutions
gov.protect--national-data-protection-readiness,Regressed,"A [central bank directive](2026-08-12-sudan-cbos-account-suspension-data-update-directive) suspends bank accounts whose customer data is not updated, its deadline [extended to end-2026](2026-08-17-sudan-cbos-deadline-extension-sudapass), with no exception for displaced customers without documents.","The directive requires customer data to be updated on pain of account suspension, and the deadline was extended to the end of 2026 ([directive](2026-08-12-sudan-cbos-account-suspension-data-update-directive), [extension](2026-08-17-sudan-cbos-deadline-extension-sudapass)).

The directive text is not held. No count of accounts affected, no exception for displaced customers without documents and no appeal route is stated anywhere ([flexibility](2026-08-15-sudan-bankers-kyc-financial-inclusion-flexibility)).

In a country where displacement is mass, a rule that conditions keeping a bank account on producing identity documents is an exclusion instrument whether or not it is meant as one, and nothing published measures who it excludes. The country has no data-protection statute in force under which a customer could contest the processing.",SDN-gov.protect-customer-data-update-directive
finance.budget--sustainable-domestic-financing-of-digital-transformation,Advanced,"A [Treasury Single Account](2026-08-02-sudan-presents-reconstruction-vision-at-african-summit-for-social-impact) commitment was reaffirmed at a summit in August 2026, and an [electronic oversight system for public bodies](2026-08-10-sudan-finance-ministry-reform-package-revenue) was announced with no scope or timetable.","The state minister of finance reaffirmed the commitment to implementing the treasury single account at a summit in Abuja, with no timetable, coverage or implementation stage stated ([commitment](2026-08-02-sudan-presents-reconstruction-vision-at-african-summit-for-social-impact)).

An electronic oversight system for public bodies and government companies was announced as forthcoming, with no scope, custodian, timetable or stated relationship to the treasury single account or the procurement platform ([oversight](2026-08-10-sudan-finance-ministry-reform-package-revenue)).

Three public financial management systems are therefore in flight — an account, an oversight system and a procurement platform — and no source relates any of them to the others.",SDN-finance.budget-tsa|SDN-dpi.govtech-public-body-e-oversight-system
finance.new--mobilisation-of-non-state-finance,No change,"[Online trading launched on the stock exchange](2016-03-31-sudan-launches-etrading-system-with-afdb-support) in 2016 under a donor-financed programme and has not been refreshed since, and a [digital agricultural platform](2026-08-10-sudan-agricultural-bank-financing-digital-platform-china-silos) is described as imminent.","The exchange's online trading system launched in March 2016, financed at a reported US$34.8m under a public financial management project ([trading](2016-03-31-sudan-launches-etrading-system-with-afdb-support)). A decade later the 2026 finance-ministry directives restate the same payroll, electronic invoicing and electronic procurement list without referencing it ([trading](2016-03-31-sudan-launches-etrading-system-with-afdb-support)).

That is worth stating plainly: the reform list being announced in 2026 is substantially the one that was already financed in 2016, and nothing on file records what happened to the first attempt.

The agricultural bank's digital financing platform is described as imminent, and no launch date, function, farmer register or data-protection basis is stated ([platform](2026-08-10-sudan-agricultural-bank-financing-digital-platform-china-silos)).",SDN-finance.new-khartoum-exchange-etrading|SDN-dpi.exchange-agricultural-platform
