slug,title,publisher,author,published,date_precision,places,topics,entities,lens,body_completeness,finance,artefact,words,ingested,url
2026-09-04-wearetech-techstars-iraki-uncovr,Ines Iraki utilise l'IA pour transformer les videos chirurgicales en rapports medicaux,wearetech.africa,,2026-09-04,day,MAR,tech.ai; tech.innovate,uncovr,,full,False,,340,2026-09-04,https://www.wearetech.africa/fr/fils/tech-stars/ines-iraki-utilise-l-ia-pour-transformer-les-videos-chirurgicales-en-rapports-medicaux
2026-09-03-techafricanews-escwa-morocco-digital-governance-mou,ESCWA and Morocco Sign Regional Partnership to Advance Digital Governance,Tech Africa News,,2026-09-03,day,MAR,gov.regional; dpi.govtech,escwa,,full,False,,129,2026-09-04,https://techafricanews.com/2026/09/03/escwa-morocco-digital-governance-mou/
2026-09-03-morocco-disability-survey-digital-access,Morocco disability rate rises to 8.7% as access gaps persist,Hespress English,,2026-09-03,day,MAR,include.divides; include.access,ministry-of-solidarity-morocco; unicef,,full,False,,355,2026-09-04,https://en.hespress.com/144841-morocco-disability-rate-rises-to-8-7-as-access-gaps-persist.html
2026-09-03-morocco-dgssi-prestations-produits-reglementes,Prestations et Produits Réglementés,Direction Générale de la Sécurité des Systèmes d'Information (DGSSI),,2026-09-03,day,MAR,infra.store,dgssi-morocco,,full,False,,11537,2026-09-04,https://www.dgssi.gov.ma/fr/prestations-et-produits-reglementes/
2026-09-03-dgi-autres-demandes-immatriculation-identifiant-fiscal,Autres demandes,"Direction Générale des Impôts (DGI), Royaume du Maroc",,2026-09-03,day,MAR,dpi.registry,direction-generale-des-impots-morocco; directentreprise-morocco,,full,False,,135,2026-09-04,https://portail.tax.gov.ma/wps/portal/DGI/Vos-impots-procedures/Autres-demandes
2026-08-31-fr-legislatives-2026-la-cndp-encadre-lusage-des-donnees,Législatives 2026 : la CNDP encadre l’usage des données personnelles et de l’IA pendant la campagne,WalawPress,,2026-08-31,day,MAR,gov.protect; gov.legislate; tech.ai,cndp-morocco; loi-09-08-morocco,,full,False,,795,2026-09-01,https://fr.walaw.press/country/cirdi/QWSP/articles/legislatives_2026_la_cndp_encadre_l_usage_des_donnees_personnelles_et_de_l_ia_pendant_la_campagne/GPFLSXGWQQFM
2026-08-29-morocco-cndp-election-data-protection-guidance,Elections législatives : la CNDP fixe les impératifs à respecter dans le traitement des données à caractère personnel,Maroc.ma (MAP / CNDP),,2026-08-29,day,MAR,gov.protect; gov.legislate,cndp-morocco; loi-09-08-maroc,,full,False,,436,2026-09-01,https://maroc.ma/fr/actualites/elections-legislatives-la-cndp-fixe-les-imperatifs-respecter-dans-le-traitement-des-donnees-caractere
2026-08-28-techafricanews-maroc-inde-commission-mixte-ia-langues,Morocco and India to Establish Joint Commission on AI and Language Technologies,Tech Africa News,,2026-08-28,day,MAR,dpi.govtech; tech.ai; geopol.india,ministry-of-digital-transition-morocco; ministry-of-electronics-and-information-technology-india; jazari-institutes,,full,False,,212,2026-08-28,https://techafricanews.com/2026/08/28/morocco-and-india-to-establish-joint-commission-on-ai-and-language-technologies/
2026-08-28-aps-morocco-denies-data-intrusion-security-databases,Le Maroc dément toute intrusion dans ses bases de données de sécurité,APS (Agence de Presse Sénégalaise),,2026-08-28,day,MAR,infra.cybersec; gov.protect,dgsn-morocco; dgst-morocco; jabaroot,,full,False,,390,2026-08-28,https://aps.sn/le-maroc-dement-toute-intrusion-dans-ses-bases-de-donnees-de-securite/
2026-08-27-visasupdate-morocco-e-visa-portal-disruption,Morocco e-Visa Portal Disruption August 2026: Travel Impact & Solutions,Visasupdate,,2026-08-27,day,MAR,dpi.govtech; include.access; gov.discourse,ministry-of-foreign-affairs-morocco; acces-maroc,,full,False,,819,2026-09-01,https://www.visasupdate.com/post/morocco-e-visa-portal-disruption-august-2026
