indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,3,LBR-gov.policy-digital-liberia,,,,,,,2026-07-31,0,"Digital Liberia 2025-2029 published; no costing, delivery schedule or progress report on record",
gov.policy--ict-strategy,3,LBR-gov.policy-lta-strategic-plan-2025-2029,,,,,,,2026-07-31,0,regulator's own 2025-2029 plan in abridged form; no implementation reporting against it on record,
gov.policy--broadband-strategy,2,LBR-gov.policy-broadband-plan,,,,,,,2026-07-31,0,no broadband plan; roadmap commits ministry and regulator to prepare one in years 2-4,
gov.policy--data-storage-cloud-strategy,2,LBR-gov.policy-cloud-first,,,,,,,2026-07-31,0,cloud-first named in infrastructure roadmap; no instrument or timetable,
gov.policy--data-interoperability-framework-roadmap,2,LBR-dpi.exchange-interoperability-framework-between-gover,,,,,,,2026-07-31,0,framework mandated by Executive Order 163; nothing published by the as-at,
gov.policy--ai-strategy,,,,,,,,,2026-07-31,0,"AI priority accepted in principle only; no drafting, task force or strategy section on record",
gov.policy--data-localisation-policies,2,LBR-gov.policy-payment-localisation,,,,,,,2026-07-31,0,sectoral payment-system hosting rule with offshore escape; no category-based regime,
gov.policy--data-governance-policy,3,LBR-gov.policy-data-governance-policy,,,,,,,2026-07-31,0,final policy issued March 2026; no implementing instruments on record,
gov.policy--open-data-policy,2,LBR-data.open-open-data-policy,,,,,,,2026-07-31,0,statistics office publishes public-use microdata with no open-data policy behind it,
gov.legislate--data-protection-legislation,3,LBR-gov.protect-dp-bill,,,,,,,2026-07-31,0,Act in force March 2026; no commissioner appointment or implementing rules on record,
gov.legislate--cybersecurity-legislation,3,LBR-infra.cybersec-cybercrime-act,,,,,,,2026-07-31,0,Cybercrime Act in force July 2026; council not constituted and no prosecution by the as-at,
gov.legislate--legislation-covering-digital-id,3,LBR-gov.legislate-nir-act-2011,,,,,,,2026-07-31,0,2011 Act in force establishing the registry; regulations and grievance provisions not on record,
gov.legislate--digital-payments-legislation,3,LBR-gov.legislate-mobile-money-regs,,,,,,,2026-07-31,0,mobile money regulations in force; licensing and interoperability provisions not shown in rows,
gov.legislate--legislation-enabling-data-interoperability,3,LBR-dpi.id-eo147|LBR-dpi.id-identity-query-portal,,,,,,,2026-07-31,0,executive order requires verification against the registry; no implementing acts or custodian,
gov.legislate--ai-legislation-regulations,1,LBR-gov.legislate-ai-regulation,,,,,,,2026-07-31,0,searched absence: no AI-specific instrument or evidentiary rule,
gov.legislate--e-commerce-legislation,3,LBR-gov.legislate-e-transactions-law,,,,,,,2026-07-31,0,2002 Electronic Transactions Law; no online consumer protection or trust-service rules since,
gov.legislate--statistics-legislation,3,LBR-gov.legislate-statistics-act-2004,,,,,,,2026-07-31,0,2004 Act in force; independence and coordination provisions not shown in rows,
