indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,2,MRT-gov.policy-agenda,,,,,,,2026-07-31,0,"2022-2025 agenda expired; successor to 2030 announced in preparation December 2025, no text published",
gov.policy--ict-strategy,2,MRT-gov.policy-agenda,,,,,,,2026-07-31,0,digital agenda expired; successor in preparation; no separate sector policy on record,
gov.policy--broadband-strategy,2,MRT-gov.policy-strategie-haut-debit,,,,,,,2026-07-31,0,"2019 consultant strategy with no adoption instrument, funding or progress report; the national plan it calls for is not on record",
gov.policy--data-storage-cloud-strategy,3,MRT-gov.protect-dataprotectionlaw|MRT-infra.store-cloud,,,,,,,2026-07-31,0,cloud-use rules issued by the authority and national cloud launched; no hosting classification or migration act on record,
gov.policy--data-interoperability-framework-roadmap,2,MRT-gov.standards-servicesframework,,,,,,,2026-07-31,0,standards and interoperability framework under development with GIZ; nothing published,
gov.policy--ai-strategy,2,MRT-tech.ai-strategy,,,,,,,2026-07-31,0,April 2024 draft only; no adoption instrument on record,
gov.policy--data-localisation-policies,2,MRT-gov.protect-dataprotectionlaw,,,,,,,2026-07-31,0,prior authorisation required for all personal data processed abroad; no categorisation of data on record,
gov.policy--data-governance-policy,2,MRT-data.open-portal,,,,,,,2026-07-31,0,only a 2023 open-data strategy published; no comprehensive national data policy on record,
gov.policy--open-data-policy,3,MRT-data.open-portal,,,,,,,2026-07-31,0,2023 open-data strategy published; no open licence or publication obligation on record,
gov.legislate--data-protection-legislation,3,MRT-gov.protect-dataprotectionlaw,,,,,,,2026-07-31,0,law in force with transfer and cloud deliberations; no enforcement or compliance act on record,
gov.legislate--cybersecurity-legislation,3,MRT-gov.legislate-loi-2016-007-cybercriminalite,,,,,,,2026-07-31,0,cybercrime law in force; CERT only tendered and no prosecution on record,
gov.legislate--legislation-covering-digital-id,3,MRT-gov.legislate-code-etat-civil,,,,,,,2026-07-31,0,civil status code establishes the population register; regulations and authority mandate not on record,
gov.legislate--digital-payments-legislation,3,MRT-dpi.pay-loi-2021-014,,,,,,,2026-07-31,0,"law and central bank instruction in force; no licences, interoperability rules or enforcement on record",
gov.legislate--legislation-enabling-data-interoperability,3,MRT-gov.legislate-decret-2022-009-echanges-electroniques,,,,,,,2026-07-31,0,"decree governs exchanges between administrations; no obligations, standards or custodian on record",
gov.legislate--ai-legislation-regulations,2,MRT-tech.ai-strategy,,,,,,,2026-07-31,0,ethical use addressed only in a draft strategy; no rule with legal effect,
gov.legislate--statistics-legislation,,,,,,,,,2026-07-31,0,no statistics act or bill on record; rows hold only the strategy and Charter list,
gov.legislate--access-to-information-legislation,2,MRT-gov.legislate-projet-loi-acces-information-publique,,,,,,,2026-07-31,0,bill reported by a press-freedom organisation; no government text or tabling on record,
gov.protect--data-protection-authority,3,MRT-gov.protect-apd,,,,,,,2026-07-31,0,authority operating on its own minutes; no budget or enforcement decision on record,
gov.protect--national-data-protection-readiness,3,MRT-gov.protect-dataprotectionlaw|MRT-gov.protect-apd,,,,,,,2026-07-31,0,law in force and authority operating; no impact-assessment or breach-notification practice on record,
