recipient_country,start_year,end_year,financier,sector,instrument,commitment_usd_m,amount_basis,amount_quality,status,title,description,beneficiary_type,recipient_organisation,original_amount,project_id,iati_activity_id,url,financier_slug,record
SLE,2026,,Africell Sierra Leone,ICT Industry,Unknown,2,commitment,exact,Active,Africell Sierra Leone's $2 million upfront payment under the Sierratel MVNO partnership,"The ministry's account of the relaunch of Sierratel, established 1995, as an MVNO in partnership with Africell Sierra Leone. The Government provides the national brand and policy direction; Africell brings network infrastructure and technical expertise, letting Sierratel generate revenue without upfront public investment. The President formally handed over a US$2 million upfront payment from Africell, designated to begin settling long-standing staff liabilities.",Public Sector,Sierratel,"US$2,000,000",,,https://mocti.gov.sl/the-relaunch-of-sierra-leones-national-asset/,africell-sierra-leone,2026-05-06-africell-sle-sierratel-mvno-2026-relaunch-payment
SLE,2026,2026,Korea Ministry of Foreign Affairs,Other GovTech and e-Gov,Grant,,,stated,Closed,Capacity Building for strengthening the digital transformation capacity of public services in Sierra Leone('25-'27) (2026),"Strengthening capabilities in e-government, education ICT, communications, and infrastructure to enhance public service delivery and drive digital innovation in line with the Sierra Leone Government's National Innovation and Digital Strategy (2019-2029).연수과정을 통해 학습한 내용을 바탕으로 한 연수 참여자들의 역량과 지식 향상 및 도출한 액션플랜을 바탕으로한 업무 개선",Public Sector,,"KRW 152,413,190",B260003_2025_141,KR-GOV-010-KR-GOV-051-2026040101723000,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=KR-GOV-010-KR-GOV-051-2026040101723000,korea-ministry-of-foreign-affairs,2026-01-01-iati-kr-gov-010-kr-gov-051-2026040101723000-sierra-leone-digital-transformation
SLE,2025,,Orange Sierra Leone,Data Storage,Self Funded,,,rounded,Active,Orange Sierra Leone's EUR 23 million Bo data centre — national disaster-recovery hub,"The ministry's account of the President's commissioning of Orange Sierra Leone's new EUR 23 million data centre in Bo City — the country's second such facility, working alongside the main Freetown centre to keep essential systems operational during outages or disruptions, and extending digital and financial services to Makeni, Kono and Kenema. No rack, floor-area or power figures are given for either facility.",Private Sector,Orange Sierra Leone,"EUR 23,000,000",,,https://mocti.gov.sl/h-e-president-dr-julius-maada-bio-commissions-e23m-orange-sierra-leone-data-centre-in-bo-to-strengthen-national-digital-systems/,orange-sierra-leone,2025-12-01-orange-sle-bo-dc-2025-bo-data-centre
SLE,2025,,Orange Sierra Leone,Connectivity,Self Funded,50,commitment,rounded,Active,Orange Sierra Leone's $50 million network modernisation to 4G/5G readiness,"The ministry's account of Orange Sierra Leone's continuing network build-out: over 616 sites nationwide, 70% green-energy powered, 40 new sites built in the stated year, and a US$50 million investment programme to modernise the network to full 4G/5G readiness. The commissioning of a new site at Mathonkara, Tenie Chiefdom, Tonkolili District is the dated event the figure is attached to.",Private Sector,Orange Sierra Leone,"US$50,000,000",,,https://mocti.gov.sl/orange-sierra-leone-expands-coverage-with-launch-of-new-network-site-in-mathonkra-tonkolili-district/,orange-sierra-leone,2025-10-31-orange-sle-tonkolili-2025-network-modernisation
SLE,2025,2027,African Development Bank (AfDB),Other GovTech and e-Gov,Grant,1,commitment,rounded,Pipeline,Sierra Leone - Digital Innovation for Government Efficiency and Sector Transformation (DIGEST),"This project, Digital Innovation for Government Efficiency and Sector Transformation (DIGEST), leverages digital solutions to enhance governance, improve aid coordination, and catalyze economic transformation in transition states. Sierra Leone and The Gambia, both grappling with high poverty rates (...",Public Sector,,"XDR 1,000,000",P-SL-GB0-003,46002-P-SL-GB0-003,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=46002-P-SL-GB0-003,african-development-bank,2025-01-01-afdb-sle-001-sierra-leone---digital-innovation-for
SLE,2025,2025,Irish Aid,National statistics,Grant,0,disbursed,stated,Closed,Technical assistance to Statistics Sierra Leone for the 2026 population census,The grant will support the technical capacity and operational readiness of Statistics Sierra leone (Stata-SL) to conduct cartographic mapping and the pilot census. Specifically the grant will strengthen Stats-SL capacity to (i) undertake digital census mapping and (ii) use a digital census system. The grant will support a cartography /GIS exper and an IT expert who build the capacity of and support Stats-SL staff.,Public Sector,Statistics Sierra Leone (Stats-SL),"EUR 200,000",,XM-DAC-21-1-2025000348B1SIERRAOC4GOV,https://d-portal.iatistandard.org/ctrack.html#view=act&aid=XM-DAC-21-1-2025000348B1SIERRAOC4GOV,irish-aid,2025-01-01-iati-xm-dac-21-1-2025000348b1sierraoc4gov-statistics-sierra-leone-digital-census-mapping
SLE,2024,,Millennium Challenge Corporation,Energy,Grant,480,commitment,reported,Active,Sierra Leone Compact — Millennium Challenge Corporation's $480 million power-sector programme,"MCC's own programme page for the largest standing United States commitment to Sierra Leone: a $480 million compact signed 27 September 2024, comprising three projects — Distribution and Access ($123,634,000 project total), Power Sector Reform ($50,490,000) and Transmission Backbone ($226,702,000) — addressing insufficient, unreliable electricity supply. The compact builds on Sierra Leone's MCC threshold programme that concluded in 2021.",Public Sector,Government of Sierra Leone,"US$480,000,000",,,https://www.mcc.gov/where-we-work/program/sierra-leone-compact/,millennium-challenge-corporation,2024-09-27-mcc-sle-compact-2024-sierra-leone-power-sector-compact
SLE,2024,2029,Millennium Challenge Corporation,ICT Industry,Grant,31,commitment,exact,Approved,"Sierra Leone Compact \u2014 Distribution Dispatch Center (Distribution and Access Project, Activity 2.1)","Activity 2.1 of MCC's $480.7M Sierra Leone Compact (signed September 2024) constructs and operationalises a main and backup distribution dispatch center for EDSA, providing centralised visibility and remote operating capability over the distribution network. The dispatch center improves EDSA's operations and maintenance performance, enables real-time monitoring of the distribution system, and supports efficient management of an increasingly complex network including integration of variable renewable generation. The $30.6M activity is part of the $123.6M Distribution and Access Project. This is distinct from the Transmission Dispatch Center (Activity 1.1) which serves EGTC; this center serves the distribution utility EDSA.",Public Sector,"Electricity Distribution and Supply Authority (EDSA), Government of Sierra Leone / MCA-Sierra Leone",,sle-distribution-dispatch-2.1,,https://www.govinfo.gov/content/pkg/FR-2024-10-04/pdf/2024-22902.pdf,mcc,2024-01-01-mcc-sle-scada-distribution-2024-sierra-leone-compact-distribution-dispatch-center
SLE,2024,2029,Millennium Challenge Corporation,ICT Industry,Grant,23,commitment,exact,Approved,"Sierra Leone Compact \u2014 Transmission Dispatch Center and SCADA Upgrades (Transmission Backbone Project, Activity 1.1)","Activity 1.1 of MCC's $480.7M Sierra Leone Compact (signed September 2024) establishes a national transmission dispatch center with supervisory control and data acquisition (SCADA) system for EGTC. The dispatch center provides centralised visibility and remote operating capability over the transmission network, enabling real-time monitoring and control of the 225kV transmission backbone. SCADA upgrades improve grid reliability, accelerate response to network disruptions, facilitate integration of variable renewable generation sources, and support future regional integration with neighbouring countries. The dispatch center also includes a backup facility. The $23.4M activity is part of the $226.7M Transmission Backbone Project. No digital identity or payments components; purely energy sector operational technology / SCADA digitisation.",Public Sector,"Electricity Generation and Transmission Company (EGTC), Government of Sierra Leone / MCA-Sierra Leone",,sle-transmission-dispatch-1.1,,https://www.govinfo.gov/content/pkg/FR-2024-10-04/pdf/2024-22902.pdf,mcc,2024-01-01-mcc-sle-scada-transmission-2024-sierra-leone-compact-transmission-dispatch-center
SLE,2026,2031,Green Climate Fund,Use of satellite data,Grant,15,commitment,exact,Active,SAP033: Green Climate Fund financing for Sierra Leone's Multi-Hazard Impact-based Forecasting and Early Warning System,"The GCF's own project page for SAP033: total project value US$21.1m (US$15,094,264 GCF grant plus US$6,006,620 co-financing), approved by the GCF Board 25 October 2023, Funded Activity Agreement executed 12 December 2025 and effective 10 June 2026, completion due 10 June 2031. Builds a Multi-Hazard Impact-based Forecasting and Early Warning and Early Action System and trains local climate agencies. Project documents on the page are labelled ""AfDB SAP033"", identifying the African Development Bank as the Accredited Entity implementing the grant on GCF's behalf.",Public Sector,Government of Sierra Leone,"US$15,094,264",SAP033,,https://www.greenclimate.fund/portfolio/projects/sap033,green-climate-fund,2023-10-25-gcf-sle-sap033-2023-climate-information-systems
