title,publisher,author,published,date_precision,places,topics,entities,ingested,url,url_note
Vodacom launches voucher-free airtime service,Lesotho Times,,2026-09-04,day,LSO,dpi.pay; include.access; infra.connect,vodacom-lesotho,2026-09-08,https://lestimes.com/?p=91407,
AI training to equip Basotho for digital economy,Lesotho Times,,2026-09-04,day,LSO,tech.ai; capacity.training; gov.policy,future-ai; ministry-of-communications-science-and-technology-lesotho,2026-09-05,https://lestimes.com/?p=91415,
Kenya and Lesotho Deepen ICT Regulatory Cooperation on National Addressing System,Tech Africa News,,2026-09-02,day,KEN; LSO,dpi.registry; gov.regional,communications-authority-of-kenya; lesotho-communications-authority; kenya-bureau-of-standards,2026-09-02,https://techafricanews.com/2026/09/02/kenya-and-lesotho-deepen-ict-regulatory-cooperation-on-national-addressing-system/,
"Lesotho Launches National Farmers Portal, Giving Every Farmer a Place in a Single Digital Registry",Cision PR Newswire,,2026-08-30,day,LSO,dpi.registry; dpi.id; dpi.exchange; digital.rural,ministry-of-agriculture-food-security-and-nutrition-lesotho; fiscaladmin; joget; govstack; international-telecommunication-union; world-food-programme,2026-09-01,https://www.prnewswire.com/news-releases/lesotho-launches-national-farmers-portal-giving-every-farmer-a-place-in-a-single-digital-registry-302864372.html,
Fixed Solutions | Vodacom Lesotho,Vodacom Lesotho,,2026-08-29,day,LSO,infra.store,vodacom-lesotho,2026-08-31,https://www.vodacom.co.ls/business/fixed-solutions/,
About BOS,Lesotho Bureau of Statistics,,2026-08-29,day,LSO,data.statistics,lesotho-bureau-of-statistics,2026-08-31,http://www.bos.gov.ls/about_bos.htm,
Transmission and Distribution,Lesotho Electricity Company,,2026-08-29,day,LSO,infra.energy,lesotho-electricity-company,2026-08-31,https://lec.co.ls/transmission-distribution/,
Vodacom launches satellite broadband for enterprises,The Reporter Lesotho,,2026-08-26,day,LSO,infra.connect,vodacom-lesotho,2026-08-31,https://www.thereporter.co.ls/2026/08/26/vodacom-launches-satellite-broadband-for-enterprises/,
"Advancing National AI Strategy and Data Centre Blueprint - The Reporter Lesotho | Fresh News, Daily","The Reporter Lesotho | Fresh News, Daily -",,2026-08-26,day,LSO,gov.policy; tech.ai; infra.store,micsti-lesotho; government-of-lesotho; united-nations,2026-09-01,https://www.thereporter.co.ls/2026/08/26/advancing-national-ai-strategy-and-data-centre-blueprint/,
Terms of Reference: Project Manager - Integrated Financial Management Information System (IFMIS): Upgrade from Epicor 10.2 to Epicor Kinetic,"Ministry of Finance and Development Planning, Lesotho",,2026-08-26,day,LSO,dpi.govtech; dpi.exchange; dpi.pay,ministry-of-finance-and-development-planning-lesotho; micsti-lesotho; central-bank-of-lesotho; revenue-services-lesotho; x-road; epicor,2026-09-01,https://www.finance.gov.ls/PDFDocuments/TOR%20IFMIS%20UPGRADE%20PROJECT%20MANAGER-639130560784133389.pdf,
LCA Consumer Perception Survey 2026,Lesotho Communications Authority (LCA),,2026-08-26,day,LSO,gov.discourse; include.access,lesotho-communications-authority,2026-08-27,https://lca.org.ls/lca-consumer-perception-survey-2026/,
Lesotho launches digital trade platform,Swazi24.com,,2026-08-25,day,LSO,finance.new; dpi.exchange,world-bank; revenue-services-lesotho,2026-08-27,https://swazi24.com/49844/business/trade-investment/lesotho-launches-digital-trade-platform/,
STRONGER TOGETHER — Data for Health Cross-Country Collaboration Series: Learning from Namibia to Strengthen Civil Registration in Lesotho,Vital Strategies (Bloomberg Philanthropies Data for Health Initiative),,2026-08-24,day,LSO; NAM,dpi.id; data.statistics; dpi.exchange; capacity.training,ministry-of-home-affairs-lesotho; ministry-home-affairs-namibia; ministry-of-health-and-social-services-namibia; vital-strategies; bloomberg-philanthropies,2026-08-26,,"No online posting could be located on the one automated search made on 2026-08-26. Four targeted searches — on the document's own title and series, on the Lesotho-to-Windhoek benchmarking mission, on the named author plus the series, and on the ""cross-country collaboration series"" plus the programme — return no landing page on `vitalstrategies.org`, `bloomberg.org` or any government site. The file arrived as a bare PDF whose name, `1787591099624.pdf`, is a LinkedIn document-media identifier, consistent with a document carousel post whose permalink was not carried with the download. The record is the document plus what can be established about where it came from, per `reference.md` §4. Not queued."
"Refugees \""trapped\"" in Lesotho",Lesotho Times,,2026-08-22,day,LSO,dpi.id; include.access; gov.discourse,ministry-of-home-affairs-lesotho; commissioner-for-refugees-lesotho; dceo-lesotho; refugees-welfare-committee-lesotho,2026-08-27,https://lestimes.com/?p=91350,
Ponya cries foul over LCA exit,Lesotho Times,,2026-08-22,day,LSO,gov.policy; gov.discourse,lesotho-communications-authority; micsti-lesotho,2026-08-25,https://lestimes.com/?p=91342,
UNESCO Supports Southern Africa to Harmonise Data Governance,UNESCO,,2026-08-20,day,COM; ZWE; BWA; SWZ; LSO; MDG; MUS; ZAF; XSA,gov.regional; gov.standards; dpi.exchange; tech.ai,unesco; smart-africa; ministry-of-ict-postal-and-courier-services-zimbabwe,2026-08-23,https://www.unesco.org/en/articles/unesco-supports-southern-africa-harmonise-data-governance,
Lesotho Begins Work on National AI Strategy and Data Centre Blueprint,techafricanews.com,,2026-08-18,day,LSO,gov.policy; tech.ai,micsti-lesotho,2026-08-19,https://techafricanews.com/2026/08/18/lesotho-begins-work-on-national-ai-strategy-and-data-centre-blueprint/,
Capacity-Building Workshop on the National AI Strategy and the Data Centre Blueprint - Remarks by the UN Resident Coordinator,United Nations in Lesotho,,2026-08-17,day,LSO,gov.policy; tech.ai; infra.store,un-odet; itu; micsti-lesotho; unesco,2026-08-19,https://lesotho.un.org/en/321104-capacity-building-workshop-national-ai-strategy-and-data-centre-blueprint,
Consultant to strengthen NAC capacity to coordinate national M&E reporting,Selibeng,,2026-08-16,day,LSO,dpi.mis; finance.new; data.statistics,ministry-of-finance-and-development-planning-lesotho; global-fund,2026-08-23,https://selibeng.com/consultant-to-strengthen-nac-capacity-to-coordinate-national-me-reporting/,
"Six ministries. Five days. One question: What should Lesotho's national AI and data strategy, and the infrastructure behind it actually look like?",United Nations Office for Digital and Emerging Technologies (ODET) — LinkedIn,,2026-08-14,day,LSO,dpi.exchange; gov.standards,un-odet; world-bank; international-telecommunication-union; unicef; unesco,2026-08-18,https://www.linkedin.com/posts/unodet_digitalcooperation-aigovernance-digitalcooperationday-activity-7494029420907724800-XWiB,
Lesotho Introduces the Lekuka National e-Invoicing System,SNI Technology,,2026-08-12,day,LSO,dpi.pay,revenue-services-lesotho,2026-08-31,https://snitechnology.net/lesotho-introduces-the-lekuka-national-e-invoicing-system/,
Lesotho makes the case for practical AI sovereignty at AIFOD Geneva Summit,AIFOD (AI for Developing Countries Forum),,2026-08-12,day,LSO,gov.discourse; gov.policy,aifod,2026-08-18,https://af.net/news/lesotho-makes-the-case-for-practical-ai-sovereignty-at-aifod-geneva-summit/,
Invitation to Participate in the Public Digital Services Experience Survey,Selibeng.com,,2026-08-09,day,LSO,gov.discourse; include.access,micsti-lesotho; undp,2026-08-18,https://selibeng.com/invitation-to-participate-in-the-public-digital-services-experience-survey/,
Statistics boss suspended,Lesotho Times,,2026-08-08,day,LSO,data.statistics,lesotho-bureau-of-statistics; ministry-of-finance-and-development-planning-lesotho,2026-08-11,https://lestimes.com/?p=91243,
"Makenete unveils strategy to bolster accountability, good governance",Lesotho Times,,2026-08-08,day,LSO,gov.policy; infra.cybersec; dpi.govtech,office-of-the-auditor-general-lesotho,2026-08-11,https://lestimes.com/?p=91222,
A name. A nationality. A legal identity.,UNICEF Lesotho,,2026-08-05,day,LSO,digital.rural,unicef; ministry-of-home-affairs-lesotho,2026-08-31,https://www.linkedin.com/posts/unicef-lesotho_foreverychild-digitaltransformation-activity-7490765967325597697-36h5,
