indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,2,BWA-gov.policy-ict-roadmap-2030,,,,,,,2026-07-31,0,ICT Roadmap 2030 announced with a horizon; adoption instrument and document not held,
gov.policy--ict-strategy,3,BWA-gov.policy-maitlamo-ict-policy,,,,,,,2026-07-31,0,Maitlamo adopted 2007; no implementation plan or reporting against it on record,
gov.policy--broadband-strategy,3,BWA-gov.policy-national-broadband-strategy,,,,,,,2026-07-31,0,2018 strategy issued by the ministry; no funding or progress reporting cited against it,
gov.policy--data-storage-cloud-strategy,2,BWA-infra.store-digital-delta-data-centre|BWA-infra.store-government-migration-digital-delta,,,,,,,2026-07-31,0,state data centre in service and migration under way; no hosting or cloud policy instrument on record,
gov.policy--data-interoperability-framework-roadmap,2,BWA-gov.standards-national-interoperability-framework|BWA-dpi.exchange-framework-secure-exchange-information,,,,,,,2026-07-31,0,framework under EU-supported alignment; not published,
gov.policy--ai-strategy,2,BWA-tech.ai-ai-policy-or-strategy,,,,,,,2026-07-31,0,national AI policy in final drafting; not adopted,
gov.policy--data-localisation-policies,2,BWA-infra.store-data-localisation-amendment-data,,,,,,,2026-07-31,0,ministerial intention to localise announced; no bill or draft on file,
gov.policy--data-governance-policy,,,,,,,,,2026-07-31,0,no national data policy on record in drafting or adopted; and no cited absence,
gov.policy--open-data-policy,2,BWA-data.open-open-data-portal-or|BWA-data.open-open-data-hackathons,,,,,,,2026-07-31,0,policy mandated by the Digital Services Act and anticipated; not published,
gov.legislate--data-protection-legislation,3,BWA-gov.protect-data-protection-act-no,,,,,,,2026-07-31,0,law in force with enforcement on record; no implementing regulations on record,
gov.legislate--cybersecurity-legislation,3,BWA-gov.legislate-cybersecurity-act-2025|BWA-infra.cybersec-cybercrime-computer-related-crimes,,,,,,,2026-07-31,0,2018 Act operative and 2025 Act gazetted; authority not established and 2025 Act not commenced,
gov.legislate--legislation-covering-digital-id,3,BWA-dpi.id-registration-amendment-act-2025,,,,,,,2026-07-31,0,registration law in force; no regulations or oversight provisions on record,
gov.legislate--digital-payments-legislation,3,BWA-gov.legislate-electronic-payment-services-amendment,,,,,,,2026-07-31,0,central-bank regulations in force with licensing; no interoperability rule on record,
gov.legislate--legislation-enabling-data-interoperability,3,BWA-gov.legislate-digital-services-act,,,,,,,2026-07-31,0,Act in force provides for secure exchange; no implementing acts or custodian on record,
gov.legislate--ai-legislation-regulations,1,BWA-gov.legislate-ai-legislation,,,,,,,2026-07-31,0,no AI Act or regulation found per UNESCO country profile; policy still in drafting,
gov.legislate--e-commerce-legislation,3,BWA-gov.legislate-electronic-communications-transactions-act,,,,,,,2026-07-31,0,ECT Act 2014 in force; no trust-service accreditation or enforcement on record,
gov.legislate--statistics-legislation,3,BWA-data.statistics-statistics-act-2009,,,,,,,2026-07-31,0,Act in force establishing Statistics Botswana; Charter principles not shown in the rows,
gov.legislate--access-to-information-legislation,3,BWA-gov.legislate-access-to-information-act-2024,,,,,,,2026-07-31,0,Act passed; no commencement notice on record,
gov.protect--data-protection-authority,3,BWA-gov.protect-information-data-protection-commission|BWA-gov.protect-determination-enforcement-notice-against,,,,,,,2026-07-31,0,commission enforcing; no budget organisation or line of its own so stage 4 not met,
gov.protect--national-data-protection-readiness,4,BWA-gov.protect-data-protection-act-no|BWA-gov.protect-information-data-protection-commission|BWA-gov.protect-determination-enforcement-notice-against|BWA-gov.protect-dpsm-employee-privacy-notices,,,,,,,2026-07-31,0,law in force and authority enforcing; impact assessment and privacy notices on record via press only,
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-07-31,0,only a SADC legal-affairs protocol and a finance agreement; no cyberlaw domestication or cited absence,
gov.regional--shared-regional-infrastructure,3,BWA-gov.regional-sadc-one-network-area,,,,,,,2026-07-31,0,SADC One Network Area roaming in service; IXP hosting bid not awarded,
gov.regional--cross-border-data-transfers,,,,,,,,,2026-07-31,0,mapped rows are SADC DPI frameworks; no transfer provision or cited absence among them,
gov.standards--national-interoperability-standards,2,BWA-gov.standards-national-interoperability-framework,,,,,,,2026-07-31,0,framework and standards under alignment; nothing published,
gov.standards--national-quality-standards,2,BWA-gov.standards-standards-act-1995|BWA-gov.standards-bobs-annual-work-programme,,,,,,,2026-07-31,0,standards body operating; no ICT or data standards or quality policy on record,
gov.standards--adoption-of-international-standards,,,,,,,,,2026-07-31,0,only an ITU board candidature; no ISO membership or standards adoption on record,
gov.discourse--non-governmental-contribution-to-national-policy,,,,,,,,,2026-07-31,0,consultations on record concern the constitution and courts; none on a digital instrument,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,2026-07-31,0,rows show a parliamentary platform and consultations; nothing on shutdowns or restrictions either way,
finance.budget--sustainable-domestic-financing-of-digital-transformation,3,BWA-finance.budget-shared-digital-services-department|BWA-finance.budget-communications-ministry-ict-project,,,,,,,2026-07-31,0,recurrent digital vote in the FY2026/27 estimates; no dedicated fund cited here,
finance.new--mobilisation-of-non-state-finance,1,,0,per cent of GDP,2026,outputs/non-state-finance/BWA-nonstate.csv@2025-12-17,,,2026-07-31,0,no private digital commitment starting 2024–2026 on record,
infra.connect--mobile-penetration,3,,68.7,% of people 10+,2024,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-07-31,0,survey figure; no primary in the base,
infra.connect--internet-usage,3,,57.5,% of population,2024,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-07-31,0,survey figure; no primary in the base,
infra.connect--mobile-affordability,4,,1.38,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-07-31,0,published tariffs; no primary in the base,
infra.connect--national-fibre-backbone,3,BWA-infra.connect-fibre-network-length,,,,,,,2026-07-31,0,minister's 16000 km figure with cross-border links; regional reach and open-access terms not on record,
infra.connect--internet-exchange-points,3,BWA-infra.connect-digital-delta-ix,,,,,,,2026-07-31,0,one IXP operating with one peer and 10G per PeeringDB; BINX defunct,
infra.connect--satellite-broadband-licensing-and-availability,3,BWA-infra.connect-btc-rural-satellite-connectivity,,,,,,,2026-07-31,0,satellite service through the state operator only; no blanket licensing on record,
infra.store--local-data-centre-capacity-all-providers,4,,4,facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-08-13,,,2026-07-31,0,"4 of 5 multi-tenant facilities in service at Tier III or above, 1 on the operator's own statement",
infra.store--local-data-centre-capacity-national-providers,4,,80,per cent of facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-08-13,,,2026-07-31,0,4 of 5 multi-tenant facilities of known ownership nationally owned,
