indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
include.access--citizen-feedback-portals,include.access,2,9,3,1,2,0,0,,staged,1
include.access--citizen-participation-in-policy,include.access,2,11,3,1,2,0,0,,staged,1
include.access--gender-equity,include.access,2,10,3,1,2,0,0,,staged,1
include.access--inclusion-of-persons-with-disabilities,include.access,2,10,3,1,2,0,0,,staged,1
include.access--inclusion-of-refugees-and-idps,include.access,2,18,4,1,2,1,0,,staged,1
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,11,2,1,1,0,1,already-seen,staged,2
data.statistics--statistics-from-administrative-data,data.statistics,2,11,3,1,2,0,0,,staged,2
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,12,3,1,2,0,0,,staged,1
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,geopol.usa,2,12,3,1,2,0,0,,staged,0
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,11,3,1,2,0,0,,staged,0
