indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
dpi.registry--civil-register,Registries,2,9,4,0,2,4,1,already-seen,staged,4
dpi.registry--address-register,Registries,2,11,1,1,0,8,0,,staged,4
dpi.registry--business-register,Registries,2,12,4,1,1,8,0,,staged,4
dpi.registry--social-protection-register,Registries,2,9,6,1,1,4,2,already-seen already-seen,staged,4
dpi.registry--electoral-register,Registries,2,8,4,1,1,5,0,,staged,4
dpi.registry--tax-register,Registries,2,8,5,1,1,5,1,unfetchable,staged,4
dpi.mis--health,Sectoral management information systems,2,12,8,1,2,7,2,already-seen headline-only-stub,staged,1
dpi.mis--social-protection,Sectoral management information systems,2,9,5,0,1,4,2,already-seen already-seen,staged,1
dpi.mis--justice,Sectoral management information systems,2,11,4,1,1,6,1,already-seen,staged,1
dpi.mis--tax,Sectoral management information systems,2,10,5,1,1,6,1,already-seen,staged,1
dpi.mis--customs,Sectoral management information systems,2,11,2,1,0,8,1,already-seen,staged,1
dpi.mis--land,Sectoral management information systems,2,11,6,1,2,7,1,already-seen,staged,1
