indicator_id,file,brief,rank,why
gov.policy--ict-strategy,baseline/2022-06-01-mtnima-agenda-national-transformation-numerique-2022-2025.md,1,1,"The national ICT strategy document itself, dated June 2022, with vision, four strategic orientations, implementation levers and project sheets; it is the instrument rather than an account of it."
gov.policy--ict-strategy,progress/2025-12-04-ami-lancement-preparation-agenda-national-transformation-numerique-2030.md,2,1,"The single most on-point in-window event: the 4 December 2025 workshop that evaluated the 2022-2025 agenda and opened preparation of its successor, dating the end of one strategy cycle and the start of the next."
gov.policy--ict-strategy,progress/2025-10-28-ami-atelier-validation-strategie-nationale-commerce-electronique.md,2,2,"A second, distinct strategy event in the window: MTNIMA stakeholder validation of the Strategie nationale de commerce electronique 2026-2030, a national digital-sector strategy reaching its near-final stage."
gov.policy--broadband-strategy,baseline/2019-02-01-mesrstic-strategie-promotion-haut-debit-acces-universel-volume-1.md,1,1,"Volume 1 of the national broadband and universal-access strategy itself, February 2019, with diagnosis, objectives, coverage and price targets; it settles that a distinct broadband strategy exists separately from the Agenda Numerique."
gov.policy--broadband-strategy,progress/2026-02-01-wardip-mauritanie-plan-previsionnel-passation-marches-2026.md,2,1,"The only surviving in-window movement: the World Bank-financed 2026 procurement plan tendering the missing national backbone sections and backbone equipment, plus a backbone technical audit and an international submarine-cable capacity study."
gov.policy--data-storage-cloud-strategy,baseline/2025-05-08-ami-inauguration-data-center-nouakchott-tier-iii.md,1,1,"No separate cloud or data-hosting strategy document exists, so the baseline is the system itself: the inauguration of the Centre de Donnees de Nouakchott with its Tier III certification, capacity and stated service set."
gov.policy--data-storage-cloud-strategy,progress/2026-06-29-ami-tadshin-sahaba-wataniya-mauritanie-cloud-national.md,2,1,"The event itself: the 29 June 2026 inauguration of the national cloud at the Nouakchott data centre by two ministers, with the World Bank, the data protection authority and the regulator present."
gov.policy--data-storage-cloud-strategy,progress/2026-07-02-ami-ministre-lancement-cloud-national-assemblee-nationale.md,2,2,"A distinct later occasion with a stated position: the minister answering a parliamentary question on data sovereignty, confirming all administration servers have been moved into the national data centre and describing its hyperconverged architecture."
gov.policy--data-interoperability-framework-roadmap,baseline/2022-01-01-primature-decret-2022-009-echanges-electroniques-autorites-administratives.md,1,1,"No general interoperability framework (RGI) has been adopted; this decree is the operative legal instrument governing electronic exchange between administrative authorities and mandating the Referentiel General de Securite, so it stands in its place."
gov.policy--data-interoperability-framework-roadmap,progress/2026-02-16-ami-lancement-portail-national-procedures-administratives-ijraati.md,2,1,The clearest in-window statement of a cross-government integration roadmap: the Ijraati launch with its three phases ending in full digitisation of the most-used procedures and their integration into Khdamati.
gov.policy--data-interoperability-framework-roadmap,progress/2026-08-04-ami-raqmana-khadamat-sharika-mouritaniya-lilma-boabat-khadamati.md,2,2,"A completed step rather than an intention: the Societe Mauritanienne des Eaux services digitised and connected to the Khdamati portal on 4 August 2026, the roadmap in execution."
gov.policy--data-localisation-policies,baseline/2025-07-30-apd-mudawala-005-2025-khadamat-sahabiya-cloud-kharij.md,1,1,"Mauritania has no horizontal data-residency rule; this APD deliberation is the instrument closest to one, requiring prior authorisation to use foreign cloud services and fixing the contract clauses that must accompany it."
gov.policy--data-localisation-policies,progress/2026-06-30-apd-reunion-mensuelle-hebergement-donnees-an-etat-homologation-datacenter.md,2,1,"The first dated evidence that hosting of state data and accreditation of the Nouakchott data centre is passing through the data protection regulator, from the APD own record of its 30 June 2026 session."
gov.policy--data-governance-policy,baseline/2023-01-01-apd-plan-strategique-2023-2026-protection-donnees.md,1,1,"The cross-government data strategy that would otherwise be the baseline is already held in raw, so the slot goes to the regulator own published strategic plan, whose axis 3 names the subjects that define how data is actually governed."
gov.policy--data-governance-policy,progress/2026-03-24-apd-mudawala-002-2026-nizam-maadeni-rabt-bayni-sijil-watani-lilsukkan.md,2,1,"A primary regulatory act showing data governance exercised: purpose, recipients, permitted interconnections and sub-processor contracts fixed for the Maadeni system holding the national register of mining operators."
gov.policy--open-data-policy,baseline/2019-06-01-primature-decret-2019-141-pm-divulgation-systematique-donnees-industries-extractives.md,1,1,"The country only binding open data instrument: it adopts the Open Data Charter definition, requires publication at source in open format under a free licence usable without prior authorisation, and places the documents in the public domain."
gov.policy--open-data-policy,progress/2025-11-24-ami-lancement-portail-electronique-journal-officiel-rim.md,2,1,"A completed release of public information in the window: the Journal Officiel electronic portal opening access to issues from 1959 and more than 30,000 authenticated legal texts."
gov.policy--open-data-policy,progress/2025-12-26-mtnma-wardip-plan-annuel-achats-2026-portail-national-data-gov-mr.md,2,2,"The first dated commitment of money to the national open data portal the 2023 strategy had only recommended: line CRF-46, Mise en place d un portail national (data.gov.mr), with consultant selection in March 2026."
