indicator_id,url,title,publisher,published,brief,why_not
include.access--citizen-feedback-portals,https://www.mediaturedelarepublique.sn/saisine-du-mediateur/,SAISINE DU MEDIATEUR,Le Mediateur de la Republique,,1,"dropped headline-only-stub - fetched body is the page title plus FORMULAIRE DE SAISINE and nothing else"
include.access--citizen-participation-in-policy,https://primature.sn/publications/actualites/installation-officielle-du-conseil-national-du-numerique-cnn-du-senegal,Installation officielle du Conseil national du Numerique (CNN) du Senegal,Primature du Senegal,2025-10-02,2,"not selected - the 2025-10-02 CNN inauguration is already evidenced in the SEN ledger under gov.policy (SEN-gov.policy-digital-council); not refetched or restaged"
include.access--gender-equity,https://www.gsma.com/newsroom/press-release/new-gsma-report-shows-digital-reforms-could-connect-2-6-million-more-people-in-senegal-by-2030-and-expand-access-to-essential-services/,New GSMA Report Shows Digital Reforms Could Connect 2.6 Million More People in Senegal by 2030 and Expand Access to Essential Services,GSMA,2025-12-05,2,"cap - third-ranked progress candidate; its gender payload is one clause naming women among likely beneficiaries, weaker than the two selected items"
include.access--gender-equity,https://www.gsma.com/wp-content/uploads/2025/12/The-Mobile-Gender-Gap-Report-2025.pdf,The Mobile Gender Gap Report 2025,GSMA,,1,"cap - carries the gendered access series for Senegal but is an industry global report; the national instrument was taken as the single baseline"
include.access--inclusion-of-refugees-and-idps,https://rimap.unhcr.org/node/43574,Law No. 2022-01 on the Status of Refugees and Stateless Persons,UNHCR Rights Mapping and Analysis Platform,,1,"cap - a catalogue record of the operative law rather than the law; the baseline slot went to the document that states the documentation route"
include.access--inclusion-of-refugees-and-idps,https://www.refworld.org/node/147321,Loi n. 2022-01 portant statut des refugies et apatrides,Refworld (UNHCR),2022-04-14,1,"dropped fetch-blocked - HTTP 403 to Exa and HTTP 403 to curl with a browser user agent; the law text could not be captured"
include.access--inclusion-of-refugees-and-idps,https://data.unhcr.org/en/documents/details/122702,Population Figures of Registered Refugees and Asylum Seekers as of 31 May 2026,UNHCR,2026-06-03,1,"dropped off-topic - the fetched page states Locations: Jordan; the brief attributed it to Senegal and the body does not support that"
data.statistics--national-strategy-for-development-of-statistics,https://www.paris21.org/sites/default/files/media/document/2026-02/nsds_summary_table_2026.pdf,NSDS STATUS OF COUNTRIES,PARIS21,2026-02-01,2,"dropped already-seen - raw-url-index returns DUP-EXACT against raw/2026/2026-01-01-nsds-status-of-countries-2026.md"
data.statistics--national-strategy-for-development-of-statistics,https://www.statsenegal.sn/en,STRATEGIE NATIONALE DE DEVELOPPEMENT DE LA STATISTIQUE (SNDS IV 2024-2028),ANSD,2025-10-01,1,"cap and unfetchable - the portal serves a 483-byte JavaScript shell with no document link, so the SNDS IV text could not be captured"
data.statistics--statistics-from-administrative-data,https://www.presidence.sn/fr/actualites/communique-du-conseil-des-ministres-du-20-mai-2026/,Communique du Conseil des ministres du 20 mai 2026,Presidence de la Republique du Senegal,2026-05-20,2,"cap - third-ranked progress candidate, a civil-registry emergency plan and full digitalisation instruction; the two selected items are closer to statistics production"
data.statistics--statistics-from-administrative-data,https://www.sentresor.org/app/uploads/Decret-n2021-1052-du-2-aout-2021-relatif-au-Registre-national-unique-RNU.pdf,Decret n. 2021-1052 du 02 aout 2021 relatif au Registre national unique (RNU),Journal officiel de la Republique du Senegal,2021-08-02,1,"cap - the RNU enacting decree is an instrument for social targeting rather than for statistics production; the baseline slot went to the body with an explicit vital-statistics mandate"
data.open--use-of-open-data,http://anads.ansd.sn/index.php/home,Archivage national des donnees du Senegal (ANADS),ANSD,,1,"cap - the archive home page rendered without the study, variable and citation counters the brief reported, so the catalogue page carries the usage evidence instead"
data.open--use-of-open-data,https://www.archives.sn/docs/lois/loi-2025-15-accees-a-l-information,LOI n. 2025-15 relative a l acces a l information,Archives publiques du Senegal,2025-09-24,2,"not selected - an access-to-information instrument answers open-data policy rather than use of open data, and the landing page is a stub over a linked PDF"
data.open--use-of-open-data,https://www.opengovpartnership.org/documents/senegal-results-report-2023-2025/,Senegal Results Report 2023-2025,Open Government Partnership IRM,2026-05-22,2,"not selected here - the French edition of this report is already staged for include.access--citizen-participation-in-policy and its captured body does not carry the ODIN 2024 ranking the brief attributed to it"
data.satellite--agricultural-use-of-satellite-data,https://www.geosenegal.gouv.sn/IMG/pdf/geoflash_sept25.pdf,GeoFlash Septembre 2025,Geo Senegal,2025-09-01,2,"cap - third-ranked in-window movement, the AAgWa platform presented in the national geospatial bulletin"
data.satellite--agricultural-use-of-satellite-data,https://digitalearthafrica.org/en_za/de-africa-and-pace-empower-senegal-with-geospatial-technologies/,DE Africa and PACE empower Senegal with geospatial technologies,Digital Earth Africa,2025-09-08,2,"cap - a capacity-building workshop series from the same partner as the selected framework agreement, and the weaker of the two DE Africa movements"
data.satellite--meteorological-use-of-satellite-data,https://au.int/fr/node/46475,AU-EU Space Partnership Revolutionises Weather Systems to Save Lives,African Union Commission,2026-06-02,2,"cap and same event - a second report of the 18 May 2026 AMSAF launch; the EUMETSAT feature was kept because it carries the Senegal-specific MTG and Lightning Imager detail"
data.satellite--meteorological-use-of-satellite-data,https://www.anacim.sn/spip.php?article1239=,Renforcement de capacites : La meteo opte pour la demultiplication en interne des formations et le partage des experiences,ANACIM,2024-12-17,1,"cap - the PUMA 2025 receiving-station page predates the window and the baseline slot went to the fuller dated diagnostic"
geopol.eu--eu-mous-engagements-and-commitments,https://international-partnerships.ec.europa.eu/policies/programming/projects/offline-internet-initiative-education_en,The offline internet initiative in education,European Commission DG INTPA,,2,"not selected - a EUR 439,228 EU-funded offline-internet and AI teaching project in Kedougou running 1 Jan 2025 to 31 Dec 2026, but the fiche carries no publication date and no dated event inside the window"
geopol.eu--eu-mous-engagements-and-commitments,https://www.giz.de/en/worldwide/200950.html,Promouvoir la transition numerique au Senegal,GIZ,,2,"cap and same project - the GIZ record of the same Goin Digital package selected from Expertise France"
geopol.eu--eu-mous-engagements-and-commitments,https://global-gateway-forum.ec.europa.eu/news/global-gateway-forum-eu-and-senegal-strengthen-partnership-2023-10-25_en,Global Gateway Forum: EU and Senegal strengthen partnership,European Commission,2023-10-25,1,"cap - the 2023 Team Europe digital pilot announcement predates the window and is a communique rather than the instrument"
geopol.gulf--gulf-mous-engagements-and-commitments,https://www.vie-publique.sn/docs/173736e8-6b1e-4e64-81df-93d007b5e168/note-au-public-visite-delegation-emirats-arabes-unis.pdf,NOTE AU PUBLIC - FOCUS SUR LES RETOMBEES DE LA VISITE DE LA DELEGATION DES EMIRATS ARABES UNIS A DAKAR,Gouvernement du Senegal,2025-12-15,2,"cap and same event - a second Senegalese official record of the 10 December 2025 signings already carried by the Primature compte rendu"
geopol.india--india-mous-engagements-and-commitments,https://www.mctn.sn/actualite/du-16-au-20-fevrier-2026-le-senegal-a-pris-part-au-ai-impact-summit-tenu-a-new-delhi,Du 16 au 20 fevrier 2026 le Senegal a pris part au AI Impact Summit tenu a New Delhi,Ministere de la Communication des Telecommunications et du Numerique,2026-02-21,2,"dropped headline-only-stub - HTTP 200 returning only the ministry name; the page is a JavaScript shell with no fetchable body"
