indicator_id,url,title,publisher,published,brief,why_not
dpi.exchange--use-of-digital-id-in-other-systems,https://primature.sn/publications/actualites/lancement-des-projets-structurants-du-new-deal-technologique-0,Lancement des projets structurants du New Deal Technologique,Primature / Gouvernement du Senegal,,2,"Fetched body carries no publication date and does not mention digital identity, the NIN or any system consuming it; it is a programme-launch speech, not evidence for this indicator"
dpi.exchange--use-of-digital-id-in-other-systems,https://www.rts.sn/actualite/detail/a-la-une/interoperabilite-des-donnees-un-pas-decisif-vers-une-administration-moderne-et-inclusive,INTEROPERABILITE DES DONNEES : UN PAS DECISIF VERS UNE ADMINISTRATION MODERNE ET INCLUSIVE,RTS,2025-09-17,2,Body does not name identity or the NIN as an exchange key; and the COCOOR event of 2025-09-15 is already evidenced in the SEN ledger under dpi.exchange interoperability-platform
dpi.exchange--interoperability-of-education-systems,https://senprof.education.sn/GUIDES%20ET%20DOCUMENTATIONS/GUIDE%20SENORIENTATION,GUIDE SEN-ORIENTATION,SIMEN / Ministere de l Education nationale,,1,"Not fetched. Documents one concrete PLANETE to SEN-ORIENTATION import, narrower than the GREEN guide which carries both the IEN identifier and the SIMEN interconnection claim; one baseline only"
dpi.exchange--interoperability-of-education-systems,https://mesrisenegal.sn/wp-content/uploads/2025/01/mesri-Rapport-annuel-de-performance-2019.pdf,RAPPORT ANNUEL DE PERFORMANCE 2019,MESRI,2019,1,Not fetched. Higher-education performance report naming SIGESR as an investment project; weaker than the operating documentation of a live system
dpi.exchange--interoperability-of-education-systems,https://documents1.worldbank.org/curated/en/099062024165534496/pdf/P17875010c97780b1be97184467213f242.pdf,ESPOIR-Jeunes (P178750) Aide-memoire,World Bank,2024-05-17,1,Not fetched. SIGESR described as still being brought to full operationalisation; an implementation-support document rather than the system or its instrument
dpi.exchange--interoperability-of-education-systems,https://www.sentresor.org/app/uploads/De%CC%81cret-n%C2%B02021-1052-du-2-aout-2021-relatif-au-Registre-national-unique-RNU.pdf,Decret n 2021-1052 du 02 aout 2021 relatif au Registre national unique (RNU),Journal officiel de la Republique du Senegal,2021-08-02,1,"Not fetched. Social-registry instrument, not an education system; belongs to a different indicator"
dpi.exchange--interoperability-of-education-systems,https://senegalnumeriquesa.sn/actualites/actu-convention-anec,Senegal Numerique choisi par l ANEC pour la digitalisation de l etat-civil,Senegal Numerique SA,2023-11-10,1,Not fetched. Civil-registry interconnection with no education interface demonstrated
dpi.exchange--interoperability-of-education-systems,https://senegalnumeriquesa.sn/en/agence/s%C3%A9n%C3%A9gal-num%C3%A9rique-une-histoire-un-avenir,"Digital Senegal: A History, A Future",Senegal Numerique SA,,1,"Not fetched. General mandate page, undated, no education flow named"
dpi.exchange--interoperability-of-education-systems,https://documents1.worldbank.org/curated/en/275611614615607745/txt/Concept-Project-Information-Document-PID-Senegal-Digital-Economy-Acceleration-Project-P172524.txt,Concept Project Information Document - Senegal Digital Economy Acceleration Project (P172524),World Bank,2021,1,Not fetched. Prospective language on a national interoperability framework; does not establish education systems being connected
dpi.exchange--interoperability-of-education-systems,https://senprof.education.sn/GUIDES%20ET%20DOCUMENTATIONS/GUIDE%20ETAT%20CIVIL,Utilisation de la plateforme Etat_Civil,SIMEN / Ministere de l Education nationale,,1,Not fetched. Describes an Excel-fed census of pupils without civil-status papers and explicitly no ANEC interface; negative evidence rather than a baseline
dpi.exchange--interoperability-of-education-systems,https://aps.sn/la-plateforme-campusen-ouverte-depuis-lundi-17-aout-pour-lorientation-des-nouveaux-bacheliers-dans-les-etablissements-denseignement-superieur/,La plateforme Campusen ouverte depuis lundi 17 aout pour l orientation des nouveaux bacheliers,APS,2026-08-18,2,"Not fetched. Annual reopening of an existing orientation portal; a routine campaign restatement, not a distinct movement in interoperability"
dpi.id--registration-of-entire-population,https://data.unicef.org/wp-content/uploads/2017/12/extraits_code_de_la_familles_senegal.pdf,Extraits de la loi n 72-61 du 12 juin 1972 portant Code de la famille,"Republique du Senegal, copy distributed by UNICEF",1972-06-12,1,"Not fetched. The enacting instrument, but the reachable copy is an extract rather than the whole text and the indicator asks for coverage, which the EDS series measures"
dpi.id--registration-of-entire-population,https://data.unicef.org/crvs/senegal/,"CRVS - Birth, Marriage and Death Registration in Senegal",UNICEF DATA,2017-12-05,1,Not fetched. Legal-framework country profile whose statistics are superseded by EDS-Continue 2023
dpi.id--registration-of-entire-population,https://data.unicef.org/wp-content/uploads/2022/10/Africa-Birth-Registration-Brochure-Oct-2022_Final-LR.pdf,BIRTH REGISTRATION IN AFRICA,UNICEF,2022-10-01,1,"Not fetched. Carries the 2019 EDS figures for Senegal, superseded by the 2023 round"
dpi.id--registration-of-entire-population,https://documents.worldbank.org/en/publication/documents-reports/documentdetail/298651503551191964,The State of Identification Systems in Africa: Country Briefs,World Bank / ID4D,2017,1,Not fetched. 2017 brief giving 73% birth registration and No data for national ID coverage; superseded and non-informative on the numerator
dpi.id--registration-of-entire-population,https://extranet.who.int/cpcd/sites/default/files/public_file_repository/SEN_Senegal_Loi-No-2016-09-instituant-une-carte-d_identite_-biometrique-CEDEAO_2016.pdf,Loi n 2016-09 du 14 mars 2016 instituant une carte d identite biometrique CEDEAO,Republique du Senegal,2016-03-14,1,Not fetched. Establishes the obligation and eligibility for the biometric card but states no coverage; its implementing decree is already staged as the baseline for dpi.exchange--use-of-digital-id-in-other-systems
dpi.id--registration-of-entire-population,https://interieur.gouv.sn/le-ministere/directions/direction-de-l-automatisation-des-fichiers-daf,Direction de l Automatisation des Fichiers - DAF,Ministere de l Interieur du Senegal,,1,"Not fetched. Undated mandate page publishing no numerator, denominator or coverage rate"
dpi.id--registration-of-entire-population,https://anec.sn/mission/,Agence nationale de l Etat civil - Mission,ANEC,2025-10-10,1,Not fetched. Mandate page stating no record total
dpi.id--national-maintenance-of-id-and-credentials-systems,https://privacyinternational.org/sites/default/files/2020-11/Doc%207.8%20Etud%20faisab_Redacted.pdf.pdf,Programme d appui au renforcement du systeme d information de l etat civil et a la consolidation d un fichier national d identite biometrique au Senegal - Etude de faisabilite,European Union (redacted copy released by Privacy International),2019-04-01,1,"Not fetched. The richest account of the vendor-dependency arrangement (IRIS Corporation and Synapsys for design, implementation and maintenance; proprietary biometric templates) but it is a 2019 formulation study of what was then the case, and the baseline slot goes to the institution holding the standing mandate"
