indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
infra.connect--internet-exchange-points,infra.connect,2,8,1,1,0,0,1,DUP-EXACT,staged,3
infra.connect--internet-usage,infra.connect,2,8,2,1,2,0,0,,staged,3
infra.connect--mobile-affordability,infra.connect,2,11,2,1,0,1,1,DUP-EXACT,staged,3
infra.connect--national-fibre-backbone,infra.connect,2,7,1,1,1,0,0,,staged,3
infra.store--local-data-centre-capacity-national-providers,infra.store,2,8,1,1,0,0,1,headline-only-stub,staged,1
infra.store--off-site-backup-capacity,infra.store,2,7,1,1,0,0,0,,staged,1
infra.energy--rural-electrification,infra.energy,2,9,3,1,1,1,0,,staged,1
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,9,1,1,2,0,0,,staged,1
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,9,2,1,2,0,0,,staged,1
infra.capacity--robustness-of-government-hardware-and-software,infra.capacity,2,9,1,1,0,0,2,DUP-EXACT|off-topic,staged,1
