indicator_id,file,brief,rank,why
digital.rural--digitalisation-of-rural-health-clinics,baseline/2021-12-31-msas-plan-directeur-informatique-2021-2025.md,1,1,"the health ministry's own IT master plan - the instrument itself: DHIS2 as national routine-data platform reaching health posts, and an 803-case-de-sante mobile digitalisation pilot"
digital.rural--digitalisation-of-rural-health-clinics,progress/2026-02-25-worldbank-essa-senegal-health-system-naatangue-2030.md,2,1,"dated 2026-02-25 financed programme building climate-resilient health posts and deploying electronic medical records, explicitly for isolated and rural populations"
digital.rural--digitalisation-of-rural-health-clinics,progress/2025-12-04-rts-budget-sante-2026-dossiers-patients.md,2,2,"distinct event: 2026 health budget adopted 2025-12-04 with the minister's figure of 73 per cent of 300,000 planned computerised patient records done"
digital.rural--digitalisation-of-rural-registry-offices,baseline/2026-09-03-anec-senegal-missions-etat-civil-statistiques-vitales.md,1,1,"the agency's own statutory mandate - the centralised national registry database, interconnection of centres via SENUM SA, generalisation of the LGEC to all centres [parent dedup: repointed at the surviving capture of the same URL]"
digital.rural--digitalisation-of-rural-registry-offices,progress/2026-06-29-aps-nekkal-bilan-comite-pilotage-final.md,2,1,"NEKKAL final steering committee 2026-06-29 with closing figures: 400 centres interconnected, 1,200 computers, 26 new centres, 10 million records digitised"
digital.rural--digitalisation-of-rural-registry-offices,progress/2026-02-16-aps-mbacke-sama-etat-civil-lancement.md,2,2,"distinct event: Sama etat civil brought into service at Mbacke 2026-02-16, with the LGEC install stated as the precondition for any centre to get it"
digital.rural--digitalisation-of-rural-police-stations,baseline/2018-01-01-daf-interieur-direction-automatisation-des-fichiers-mandat.md,1,1,"the Interior Ministry's single information-processing directorate under decret 77-1007, recording biometric enrolment extended to peripheral regions, certain gendarmerie brigades and sub-prefectures [parent dedup: repointed at the surviving capture of the same URL]"
digital.rural--digitalisation-of-rural-police-stations,progress/2026-02-12-aps-plateforme-signalement-cybercriminalite-police.md,2,1,"Police nationale online reporting platform launched 2026-02-12, targeting dematerialisation of procedures and interconnection of police databases"
digital.rural--digitalisation-of-rural-police-stations,progress/2026-09-03-aps-senegal-services-connectivite-deconcentration.md,2,2,distinct event: Senegal Services tour ending 2026-09-03 reporting on digital infrastructure in prefectures and gendarmerie posts needing maintenance and securing
tech.ai--use-of-ai-in-government-administration,baseline/2025-02-24-new-deal-technologique-horizon-2034.md,1,1,"the national strategy itself - OS-2.2 integrating AI for an administration augmentee and OS-3.3 on AI; file already staged by a sibling slice at the same URL, selection repointed"
tech.ai--use-of-ai-in-sectoral-management-information-systems,baseline/2025-01-24-worldbank-algorithms-bureaucrats-tax-audit-selection-senegal.md,1,1,"the only document establishing an operational algorithmic scoring system inside a Senegalese sectoral MIS, with the field-experiment result and the explicit rule-based-not-ML finding"
tech.ai--use-of-ai-in-sectoral-management-information-systems,progress/2025-09-01-geosenegal-bulletin-geospatial-septembre-2025.md,2,1,"Cadastre states AI mass-valuation experimentation for the property-tax base, and AAgWa AI crop mapping and forecasting for millet and groundnut"
tech.ai--use-of-ai-in-sectoral-management-information-systems,progress/2025-09-23-msas-revue-systematique-ia-information-sanitaire.md,2,2,"distinct event: health ministry launched a systematic review of AI in health information systems on 2025-09-23, producing a strategy document"
tech.ai--control-of-ai-abuse,baseline/2017-07-13-loi-2017-27-code-de-la-presse-senegal.md,1,1,"the instrument that most directly bites on manipulated media in the absence of an AI law - articles 13, 14 and 17 on image manipulation, falsification and montage without consent"
tech.ai--control-of-ai-abuse,progress/2025-10-08-seneweb-cdp-communique-usage-abusif-ia-deepfakes.md,2,1,"the CDP's own communique on AI-generated content and deepfakes, the only explicitly AI-directed regulatory act in the window; CDP primary page is a JS shell serving no body"
tech.industry--national-capacity-in-dt-related-production,baseline/2025-01-01-senum-transformation-digitale-administration.md,1,1,"the state's own quantified inventory of digital capacity built in country - 720 km submarine cable, 4,500 km fibre, three data centres with capacities and utilisation rates [parent dedup: repointed at the surviving capture of the same URL]"
tech.industry--national-capacity-in-dt-related-production,progress/2026-03-24-mctn-reception-officielle-cloud-national-joj-dakar-2026.md,2,1,"national cloud received 2026-03-24, a step change in domestic hosting and cloud-service capacity; file already staged by a sibling slice at the same URL, selection repointed"
tech.industry--national-capacity-in-dt-related-production,progress/2026-04-23-aps-premier-fablab-senegal-digital-factory-diamniadio.md,2,2,"distinct event: first Senegal Digital Factory FabLab set for 2026-04-27, 3D-printed phone shells, with the stated aim of reducing digital-product imports"
tech.innovate--technology-hubs,baseline/2021-12-28-decret-2021-1772-application-loi-startup-senegal.md,1,1,"the operative instrument governing hubs - CEAC accreditation of structures d'accompagnement, its conditions, duties, sanctions, plus the SenStartUp label and the promotion fund"
tech.innovate--technology-hubs,progress/2025-11-04-rts-parc-technologies-numeriques-relance-diamniadio.md,2,1,"official restart of the flagship 12.5-hectare technology park on 2025-11-03 with an incubation centre, research centre and three ICT towers, delivery targeted March 2026"
tech.innovate--technology-hubs,progress/2025-11-20-aps-ecosysteme-startup-plateforme-labellisation.md,2,2,"distinct event: Ecosysteme Startup platform and Je me labellise procedure launched 2025-11-20, moving the accreditation regime for support structures into operation"
capacity.literacy--digital-literacy-civil-service,baseline/2026-01-26-ena-padeff-validation-guides-e-formation-fonctionnaires.md,2,1,"the instrument named for this indicator - PADeFF, the civil-service e-training project; its four structuring guides validated and the first e-module tested on serving civil servants"
capacity.literacy--digital-literacy-civil-service,progress/2026-02-19-aps-3000-enseignants-certifies-competences-numeriques-ia.md,2,1,"a completed step with a figure: over 3,000 education staff certified in C2I and AI on 2026-02-18, against a corps of 111,000, with compulsory extension stated as the intent"
capacity.literacy--digital-literacy-civil-service,progress/2025-09-30-aps-force-n-105000-enseignants-formes-ia.md,2,2,"distinct event: FORCE N launched 2025-09-30 with an announced 105,000 teachers to be trained in AI and 5,000 computers distributed, setting the programme's scale"
