indicator_id,url,title,publisher,published,brief,why_not
dpi.exchange--national-data-exchange-system,https://www.gouv.ne/index.php/les-communiques-du-gouvernement/484-communique-du-conseil-des-ministres-du-jeudi-06-juillet-2023,Communiqué du Conseil des Ministres du jeudi 06 juillet 2023,Gouvernement du Niger,2023-07-06,1,superseded by the more recent 18 May 2026 communiqué on the same interoperability decree
dpi.exchange--use-of-digital-id-in-other-systems,https://documents1.worldbank.org/curated/en/099031425184536166/pdf/P169594-102a7b9c-14a0-418a-8031-eea7e326e006.pdf,WURI Phase 2 Implementation Status & Results Report,World Bank,2025-03-14,1,corroborating but older baseline than the Ministry's own August 2026 statement; not needed once a dated primary source was staged
dpi.exchange--interoperability-of-health-systems,https://www.openhexa.com/fr/openhexa-premiere-couche-de-gestion-des-interoperabilites-entre-les-plateformes-en-sante-en-niger/,OpenHEXA : première couche de gestion des interopérabilités entre les plateformes en santé en Niger,OpenHEXA (Bluesquare),2025-09-04,2,describes the same interoperability-layer programme as the staged ANP baseline and Data.FI progress item; a third report of an overlapping development would not add a distinct event within the two-item cap
dpi.exchange--interoperability-of-education-systems,https://www.gouv.ne/index.php/les-communiques-du-gouvernement/1028-conclusions-du-conseil-des-ministres-du-vendredi-23-janvier-2026,Conclusions du Conseil des Ministres du vendredi 23 janvier 2026,Gouvernement du Niger,2026-01-23,2,cross-sectoral statistical-governance ordinance (Système Statistique National); not specific to education-system interoperability
dpi.exchange--interoperability-of-education-systems,https://anp.ne/niger-77-tonnes-de-materiels-informatiques-pour-moderniser-le-systeme-educatif-du-pays/,Niger : 77 tonnes de matériels informatiques pour moderniser le système éducatif du pays,Agence Nigérienne de Presse,2026-01-08,2,equipment/infrastructure delivery; does not evidence interoperability between education information systems
dpi.exchange--interoperability-of-social-protection-systems,https://documents1.worldbank.org/curated/en/099103024213522682/txt/P169594-dcf3295e-8642-421c-b273-2ff8a04ac423.txt,WURI Niger mid-term aide-mémoire (10-16 May 2024),World Bank,2024-05-16,1,describes RSU-WURI cooperation as still potential/exploratory at that date; the RSU's own founding-acts page is the operative baseline
dpi.id--digital-id-from-birth,https://data.unicef.org/crvs/niger/,"Birth, Marriage and Death Registration in Niger",UNICEF,,1,historical CRVS country profile; does not establish a birth-issued digital identifier and is not dated to the current reform
dpi.id--interoperability-of-birth-registration-and-digital-id,https://documents1.worldbank.org/curated/en/099031425184536166/pdf/P169594-102a7b9c-14a0-418a-8031-eea7e326e006.pdf,WURI Phase 2 Implementation Status & Results Report,World Bank,2025-03-14,1,"older corroborating source; the 18 May 2026 implementing-decree communiqué is the operative, more current instrument"
dpi.id--use-by-other-systems,https://rsu.gouv.ne/presentation,Présentation RSU,Registre Social Unifié-Niger,,1,undated page describing RSU's own identifier-sharing mechanism; the RSU's dated founding-acts page is already staged elsewhere and this indicator's cap was filled by dated national-ID movements
dpi.pay--governance-role-of-central-bank,https://www.bceao.int/fr/content/lancement-officiel-de-la-plateforme-interoperable-du-systeme-de-paiement-instantane-pi-spi,Lancement officiel de la Plateforme Interopérable du Système de Paiement Instantané (PI-SPI) de l'UEMOA,BCEAO,2025-09-30,2,DUP-EXACT against raw-url-index.py (raw/2025/2025-09-30-bceao-pi-spi-lancement.md); already held
dpi.pay--governance-role-of-central-bank,https://www.bceao.int/sites/default/files/2026-06/Communiqu%C3%A9_Prolongation_d%C3%A9lai_Connexion_%C3%A0_PI-SPI-25062026.pdf,Prolongation du délai de connexion à la Plateforme Interopérable PI-SPI,BCEAO,2026-06-25,2,DUP-EXACT against raw-url-index.py (raw/2026/2026-06-25-bceao-prolongation-delai-connexion-pi-spi.md); already held
dpi.pay--governance-role-of-central-bank,https://www.bceao.int/fr/communique-presse/connexion-la-plateforme-interoperable-du-systeme-de-paiement-instantane-pi-spi-de,Connexion à la Plateforme Interopérable du Système de Paiement Instantané (PI-SPI) de l'UEMOA,BCEAO,2026-04-02,2,DUP-EXACT against raw-url-index.py (raw/2026/2026-04-02-bceao-connexion-pi-spi.md); already held
dpi.pay--b2b-and-b2g-functionality,https://www.bceao.int/sites/default/files/2025-06/Rapport_2022-2023_sur_les_IMF-Moyens-Services-de-Paiement-VF_compressed.pdf,Rapport sur les infrastructures de marchés financiers 2022-2023,BCEAO,2025-06-01,1,confirms Niger Treasury's SICA/STAR participation but is a regional report published outside the progress window and secondary to the Treasury's own August 2026 statement
dpi.pay--b2b-and-b2g-functionality,https://downloads.bceao.int/sites/default/files/2026-08/Liste_des_participants_PI-SPI_au_31_juillet_2026.pdf,Liste des participants autorisés à ouvrir les services de PI-SPI au public,BCEAO,2026-07-31,2,"reallocated and staged under dpi.pay--governance-role-of-central-bank instead, as the more central fit for BCEAO's own licensing/governance role"
dpi.pay--consumer-protection,https://www.bceao.int/sites/default/files/2025-04/AVIS%20N%C2%B0%20004-03-2025%20relatif%20%C3%A0%20la%20fin%20de%20la%20p%C3%A9riode%20transitoire%20de%20mise%20en%20conformit%C3%A9%20aux%20dispositions%20de%20l%27instruction%20n%C2%B0001-01-2024.pdf,Avis n°004-03-2025 relatif à la fin de la période transitoire,BCEAO,2025-03-19,1,dated before the 2025-09-01 progress window
