indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,15,4,1,2,1,1,already-seen,staged,1
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,10,3,1,2,0,0,,staged,1
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,15,4,1,1,1,1,headline-only-stub,staged,1
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,19,4,1,2,1,0,,staged,1
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,12,3,1,2,0,2,already-seen|already-seen,staged,1
tech.ai--use-of-ai-in-government-administration,tech.ai,2,11,3,1,2,0,1,already-seen,staged,4
tech.ai--control-of-ai-abuse,tech.ai,2,13,3,1,2,0,0,,staged,4
capacity.literacy--digital-literacy-civil-service,capacity.literacy,2,12,3,1,2,0,0,,staged,1
capacity.training--dt-related-training-in-secondary-education,capacity.training,2,14,3,1,2,0,0,,staged,4
capacity.training--dt-related-university-facilities-and-qualifications,capacity.training,2,18,3,1,2,0,0,,staged,4
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,capacity.research,2,15,7,1,2,3,2,headline-only-stub|already-seen,staged,1
