indicator_id,file,brief,rank,why
data.statistics--national-strategy-for-development-of-statistics,baseline/2021-01-01-ansade-sndds-2021-2030-national-statistics-strategy.md,1,1,"The national strategy for the development of statistics itself — the ten-year SNDDS 2021-2030 with its costed first action plan 2021-2025, succeeding and assessing the SNDS 2016-2020. Nothing later has superseded it; no separate 2026-2030 plan document was found."
data.statistics--national-strategy-for-development-of-statistics,progress/2026-08-05-conseil-ministres-mauritanie-epcv-2025-resultats-preliminaires-pauvrete.md,2,1,"Council of Ministers communiqué presenting the preliminary results of the eighth EPCV, the flagship national statistical operation delivered under the SNDDS action plan, with dated official poverty figures. A completed output beats a restatement of plans."
data.statistics--national-strategy-for-development-of-statistics,progress/2026-02-18-nouadhibou-atelier-regional-resultats-definitifs-rgph-2023.md,2,2,"A distinct event from the EPCV item: the regional dissemination of the definitive RGPH 2023 results with ANSADE present, evidencing the SNDDS axis on data use. Kept apart from the June 2025 national release, which is outside the window."
data.satellite--agricultural-use-of-satellite-data,baseline/2025-07-29-oss-gmes-africa-mauritanie-cuct-services-observation-terre.md,1,1,"The standing description of the national Earth-observation arrangement itself: CUCT/Université de Nouakchott with the OSS under GMES & Africa, running MISBAR, MISLAND, GUETCROP and SAQIYA, with MISLAND-Mauritanie and SAQIYA-Mauritanie institutionalised on national servers."
data.satellite--agricultural-use-of-satellite-data,progress/2025-10-29-acf-rapport-biomasse-mauritanie-2025-biogenerator-satellite.md,2,1,"The only Mauritania-specific, dated, satellite-derived agricultural and pastoral product published inside the window: per-moughataa biomass anomalies from SPOT-VEGETATION, PROBA-V and Sentinel-3 via BioGenerator, converted into 2026 pastoral forecasts."
data.satellite--meteorological-use-of-satellite-data,baseline/2023-06-01-onm-mauritanie-plan-strategique-national-2024-2030-meteorologie.md,1,1,"The ONM's own operative strategy and the standing statement of Mauritania's meteorological satellite capability — it records the PUMA satellite image reception station renewed as synergie-2015 plus the AMESD station, and sets the plan to 2030."
data.satellite--meteorological-use-of-satellite-data,progress/2025-09-23-auc-climsa-puma-nouakchott-satellite-reception-inspection.md,2,1,"A completed step, not an intention: AUC on-site inspection of PUMA/ClimSA reception infrastructure deployed and installed in Nouakchott for receiving Meteosat MSG/MTG data from EUMETSAT. The only in-window item that names Mauritanian satellite reception equipment."
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,baseline/2023-12-03-doe-mpme-mauritanie-mou-clean-energy-cooperation.md,1,1,"The operative US-Mauritania MoU record on the US party's own site — parties, signatory, start date, Active status and programmatic focus. Chosen over the MCC threshold agreement because the MCC instrument PDF was unfetchable and its landing page returned navigation chrome only."
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,progress/2026-05-21-us-embassy-nouakchott-training-mauritania-special-forces.md,2,1,"A delivered US commitment inside the window stated by the US party itself: training for Mauritanian special forces plus advanced communications equipment and technical training, framed as continuing bilateral security cooperation."
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,progress/2026-04-30-amam-mission-evaluation-isps-gardes-cotes-etats-unis.md,2,2,"A distinct completed US engagement recorded by the Mauritanian side: the annual US Coast Guard ISPS assessment of Nouadhibou and Nouakchott port facilities, 28-30 April 2026, with a closing meeting and stated findings."
geopol.india--india-mous-engagements-and-commitments,baseline/2026-04-10-mea-india-brief-on-india-mauritania-bilateral-relations.md,1,1,"India's own authoritative standing statement of the relationship and the definitive list of what has actually been signed — the four instruments of 16 October 2024, the visa waiver in force from 18 August 2025, the USD 21.8m line of credit, ITEC slots and the trade series."
geopol.india--india-mous-engagements-and-commitments,progress/2026-08-21-ami-premier-forum-affaires-mauritano-indien-accord-unpm-cii.md,2,1,"The most concrete in-window movement: the first Mauritanian-Indian Business Forum, at which a UNPM-CII cooperation agreement was signed and a Mauritanian-Indian Business Council announced. A signed instrument beats a meeting, even a private-sector one."
geopol.india--india-mous-engagements-and-commitments,progress/2026-02-02-ami-mauritania-second-session-arab-indian-forum-new-delhi.md,2,2,"A distinct earlier event with a stated Mauritanian position: the second Arab-Indian Forum in New Delhi on 31 January 2026, Jaishankar present, Mauritania represented at ambassadorial level and offering itself as a gateway in clean energy and green hydrogen."
