indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
capacity.literacy--digital-literacy-civil-service,capacity.literacy,2,10,3,1,2,1,0,,staged,2
capacity.literacy--digital-literacy-general-population,capacity.literacy,2,13,2,1,1,0,0,,staged,2
capacity.training--dt-related-university-facilities-and-qualifications,capacity.training,2,11,2,1,1,0,0,,staged,0
capacity.training--graduates-entering-dt-ecosystem,capacity.training,2,12,3,1,2,0,0,,staged,0
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,capacity.research,2,8,2,1,1,0,0,,staged,1
include.access--citizen-feedback-portals,include.access,2,12,2,1,1,0,1,duplicate-raw,staged,0
include.access--citizen-participation-in-policy,include.access,2,11,1,1,2,0,0,,staged,0
include.access--gender-equity,include.access,2,12,2,1,2,0,0,,staged,0
include.access--inclusion-of-persons-with-disabilities,include.access,2,12,3,1,2,1,0,,staged,0
include.access--inclusion-of-refugees-and-idps,include.access,2,23,0,0,0,0,0,,nil,0
include.divides--bridging-of-digital-divides,include.divides,2,13,2,1,2,0,1,headline-only-stub,staged,0
