indicator_id,url,title,publisher,published,brief,why_not
capacity.literacy--digital-literacy-civil-service,https://www.finances.gov.mr/fr/node/802,Le ministere des Finances organise une mission de coaching en audit des systemes d'information au profit de l'IGE et de l'IGF,Ministere des Finances,2026-07-06,2,Third-ranked progress item; the cap of two was already filled by a larger and a more structural event.
capacity.literacy--digital-literacy-civil-service,https://fonctionpublique.gov.mr/fr/node/1169,La formation continue a travers le decret 97.035 du 14 avril 1997,Ministere de la Fonction Publique et du Travail,1997-04-14,1,"The legal vehicle for continuing training generally, but it predates and does not mention digital literacy; Temekoun is the instrument for this indicator."
capacity.literacy--digital-literacy-civil-service,https://www.fonctionpublique.gov.mr/fr/node/1322,Lancement de l'etude de diagnostic visant a identifier les besoins en formation de 1000 agents de l'administration publique,Ministere de la Fonction Publique et du Travail,2025-04-17,1,"Outside the progress window and superseded by the May 2026 restitution workshop, which reports the same study's outcome."
capacity.literacy--digital-literacy-civil-service,https://www.fonctionpublique.gov.mr/fr/node/199,Debut de la formation des utilisateurs finaux du Systeme Integre de gestion des personnels de l'Etat,Ministere de la Fonction Publique,2016-08-08,1,"Historic and narrow, 75 HR managers on one system; not the standing instrument."
capacity.literacy--digital-literacy-civil-service,https://mtnima.gov.mr/wp-content/uploads/2026/03/PPM_WARDIP_13.03.2026.pdf,"WARDIP-Mauritanie, Plan de Passation des Marches 2026",MTNIMA / WARDIP-Mauritanie,2026-03-13,1,"A procurement plan evidencing planned activity, not a completed step; the WARDIP 2026 procurement plan was in any case already staged by a concurrent slice."
capacity.literacy--digital-literacy-general-population,https://mtnima.gov.mr/sites/default/files/Agenda%20Num%C3%A9rique%202022-25%20MTNIMA.pdf,Agenda Numerique 2022-2025,MTNIMA,2022-06-01,1,Already staged as baseline by a concurrent slice; dropped as already-seen rather than duplicated.
capacity.literacy--digital-literacy-general-population,https://mtnima.gov.mr/wp-content/uploads/2024/05/Strategie_nationale_securite_numerique.pdf,STRATEGIE NATIONALE DE SECURITE NUMERIQUE 2022-2025,MTNIMA,2022-02-28,1,"Carries the only national target for population digital skills, 60 percent by 2025, but it is a target inside a cybersecurity strategy, not a measurement or the instrument for this indicator."
capacity.literacy--digital-literacy-general-population,https://download.uis.unesco.org/SDG4/SDG4-Profile-Mauritania.pdf,SDG 4 Country Profiles: Mauritania,UNESCO Institute for Statistics,,1,"Confirms SDG 4.4.1 reads no data for Mauritania, which the staged baseline already records; the profile carries no publication date on the fetched page."
capacity.literacy--digital-literacy-general-population,https://www.itu.int/en/ITU-D/Statistics/Documents/DDD/ddd_MRT.pdf,Digital Development Dashboard - Mauritania,ITU,,1,"Connectivity and usage indicators only; digital-skills series read NA, so it cannot carry the indicator."
capacity.literacy--digital-literacy-general-population,https://www.agenceecofin.com/actualites-numerique/2402-136103-mauritanie-des-guichets-numeriques-pour-rapprocher-les-services-publics-des-citoyens,Mauritanie : des guichets numeriques pour rapprocher les services publics des citoyens,Agence Ecofin,2026-02-24,2,"Selected instead under include.divides--bridging-of-digital-divides, where it fits the indicator more exactly."
