indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.policy--ict-strategy,"Strategies, plans and policies",2,7,4,1,2,1,0,,staged,1
gov.policy--broadband-strategy,"Strategies, plans and policies",2,8,3,1,2,0,0,,staged,1
gov.policy--data-storage-cloud-strategy,"Strategies, plans and policies",2,6,4,1,2,1,0,,staged,1
gov.policy--data-interoperability-framework-roadmap,"Strategies, plans and policies",2,8,5,1,2,2,1,already-seen,staged,1
gov.policy--ai-strategy,"Strategies, plans and policies",2,5,3,1,2,0,0,,staged,1
gov.policy--data-localisation-policies,"Strategies, plans and policies",2,10,2,1,0,1,0,,staged,1
gov.policy--data-governance-policy,"Strategies, plans and policies",2,11,1,1,2,0,0,,staged,1
gov.policy--open-data-policy,"Strategies, plans and policies",2,8,2,1,2,0,0,,staged,1
gov.legislate--cybersecurity-legislation,Legislation and regulation,2,8,3,1,2,0,0,,staged,3
gov.legislate--digital-payments-legislation,Legislation and regulation,2,9,3,1,2,0,0,,staged,3
gov.legislate--legislation-enabling-data-interoperability,Legislation and regulation,2,6,0,1,2,0,0,,staged,3
