indicator_id,file,brief,rank,why
gov.legislate--ai-legislation-regulations,baseline/2022-12-16-niger-loi-2022-59-protection-donnees.md,1,1,"No standalone AI statute exists; Niger's only enacted AI-specific provisions (Art. 1, 52, 57 declaration obligation) sit inside this consolidated data-protection law, the nearest thing to an operative AI instrument."
gov.legislate--ai-legislation-regulations,progress/2026-06-13-niger-africadataprotection-suppression-hapdp.md,2,1,"Dissolution of the HAPDP, the authority Article 57 assigns AI-operator declarations to -- an institutional movement directly bearing on AI regulation's enforcement machinery."
gov.legislate--ai-legislation-regulations,progress/2026-03-11-anp-pndn-2026-2035-validation.md,2,2,"A distinct earlier event: national validation of the digital-development policy that could host future AI measures, the clearest digital-policy movement of the window short of AI-specific legislation."
gov.legislate--e-commerce-legislation,baseline/2019-04-30-journal-officiel-niger-loi-2019-01-tribunaux-commerce.md,1,1,"The founding and still-operative e-commerce/electronic-transactions statute itself, captured complete from the Journal Officiel."
gov.legislate--e-commerce-legislation,progress/2025-10-11-gouv-conseil-ministres-cnac-ance.md,2,1,"Council adoption of the ANCE implementing decree under Article 17-18 of the 2019 law, the concrete institutional step operationalising trust-service and e-signature certification."
gov.legislate--e-commerce-legislation,progress/2026-05-19-niger-mcnti-arrete-wifi-zones.md,2,2,A distinct later regulatory act: a ministerial arrêté placing commercial Wi-Fi provision under a declaration regime with ARCEP.
gov.legislate--statistics-legislation,baseline/2004-03-30-loi-2004-011-organisation-activite-statistique.md,1,1,"The founding statute creating the national statistical system and INS, still cited as the governing framework in INS's own 2024 status report."
gov.legislate--statistics-legislation,progress/2025-10-09-niger-lesahel-synpis-congres-recensement.md,2,1,"Earlier, distinct preparatory step: INS's own committee had drafted the reform ordinance and transmitted it to the Secretariat General of Government, reported at the SYNPIS congress."
gov.legislate--statistics-legislation,progress/2026-01-23-conclusions-conseil-ministres-reforme-statistique.md,2,2,"The completed governmental step: Council of Ministers adoption of the ordinance and decrees re-founding the statistical system, CNS and INS."
gov.legislate--access-to-information-legislation,baseline/2011-02-23-ordonnance-2011-22-charte-acces-information-publique.md,1,1,"The founding and, on the evidence available, still-operative access-to-information statute itself, captured complete."
gov.legislate--access-to-information-legislation,progress/2025-09-01-niger-gouv-ordonnance-creation-onc.md,2,1,"Creation of the ONC, the transition-era media/information regulator whose powers the later media-suspension event exercises -- a distinct institutional founding act."
gov.legislate--access-to-information-legislation,progress/2026-05-09-niger-anp-suspension-neuf-medias-francais.md,2,2,"A distinct, completed exercise of regulatory power restricting public access to international media sources."
gov.protect--national-data-protection-readiness,baseline/2022-12-16-niger-loi-2022-59-protection-donnees.md,1,1,"The operative national data-protection statute, establishing the HAPDP's mandate and the transfer/adequacy regime -- the instrument itself, not commentary."
gov.protect--national-data-protection-readiness,progress/2026-06-13-niger-africadataprotection-suppression-hapdp.md,2,1,The single most significant institutional movement in the window: reported abolition of the HAPDP and transfer of its functions to two ministries.
gov.protect--national-data-protection-readiness,progress/2026-04-22-gouv-conseil-ministres-etat-civil-anei.md,2,2,"A distinct event: adoption of the biometric civil-registry reform and creation of the ANEI, explicitly framed as respecting data-protection principles and digital sovereignty."
gov.regional--cross-border-data-transfers,baseline/2022-12-16-niger-loi-2022-59-protection-donnees.md,1,1,"Articles 31 and 62-63 of this consolidated law are Niger's operative domestic rule on transferring personal data abroad (prior HAPDP authorisation plus adequacy); no in-window Niger-specific movement was found, only non-binding regional (ECOWAS/AES) developments after Niger's 2025 ECOWAS withdrawal."
gov.standards--national-interoperability-standards,baseline/2019-04-30-journal-officiel-niger-loi-2019-01-tribunaux-commerce.md,1,1,"Article 35 of this statute is the legal basis for Niger's Référentiel général d'interopérabilité; no dedicated technical referentiel or implementing decree was found published, so the founding statute is the baseline."
gov.standards--national-interoperability-standards,progress/2026-04-22-gouv-conseil-ministres-etat-civil-anei.md,2,1,"Council adoption of the civil-registry ordinance and ANEI creation, explicitly framed as remedying the deficit of interoperability among Niger's registration systems."
gov.standards--national-interoperability-standards,baseline/2026-05-18-niger-conseil-ministres-decret-rnec-rnp-interoperabilite.md,2,2,"A distinct, later implementing decree expressly defining interoperability mechanisms between the civil-registry and population registers."
gov.standards--adoption-of-international-standards,baseline/2022-01-13-niger-conseil-ministres-ratification-convention-malabo.md,1,1,"Niger's own founding domestic act authorising ratification of the AU Malabo Convention; the AU's own treaty-status record for the same ratification is already held in the base (DUP-EXACT), so this Nigerien communiqué takes the baseline slot."
gov.standards--adoption-of-international-standards,progress/2025-10-11-gouv-conseil-ministres-cnac-ance.md,2,1,"Creation of ANCE and CNAC, operationalising trust-service certification and cybersecurity institutions compatible with international digital-trust and cybersecurity norms."
gov.standards--adoption-of-international-standards,progress/2026-07-20-niger-wipo-adhesion-traite-marrakech.md,2,2,"A distinct, completed international accession: WIPO's own depositary notification of Niger's accession to the Marrakesh Treaty, entering into force 20 October 2026."
gov.discourse--open-discussion-of-government-policy,baseline/2026-01-01-freedom-house-niger-freedom-in-the-world-2026.md,1,1,"The nearest thing to a measured, dated independent assessment of open political/policy debate in Niger, with explicit sub-scores and score-change notes tied to the post-coup transition."
gov.discourse--open-discussion-of-government-policy,progress/2025-11-06-niger-hrw-journalistes-arretes-cybercriminalite.md,2,1,"A concrete, dated prosecution of journalists for relaying information about a government fund, under the amended cybercrime law."
gov.discourse--open-discussion-of-government-policy,progress/2025-12-01-niger-civicus-suspension-ong.md,2,2,A distinct event targeting a different channel of policy debate: mass suspension of civil-society organisations by the Ministry of the Interior.
finance.budget--sustainable-domestic-financing-of-digital-transformation,baseline/2025-12-31-niger-ordonnance-2025-44-loi-de-finances-2026.md,1,1,"The current, operative annual budget law itself (ordonnance n°2025-44), the controlling domestic appropriation instrument, even though the ministry's page does not expose a digital-specific line item."
finance.budget--sustainable-domestic-financing-of-digital-transformation,baseline/2026-07-08-anp-sante-numerique-schema-directeur-e-sante.md,2,1,"The most digital-specific movement: validation of a budgeted 27-project roadmap for the national e-Health blueprint, with its own budget and financing mechanisms."
finance.budget--sustainable-domestic-financing-of-digital-transformation,progress/2026-08-21-niger-anp-rectification-budget-2026.md,2,2,"A distinct, general domestic budget movement in the window: the Council of Ministers' rectification of the 2026 budget law."
