indicator_id,file,brief,rank,why
digital.localgov--ict-infrastructure-for-local-government,baseline/2026-05-07-niger-pvi-mairie-connectivity-reception.md,1,1,"State-media (ONEP/Le Sahel) record of the official ceremony receiving broadband connectivity for mairies under PVI, with the World Bank and communications minister present; the PVI's own project page reporting the same event failed to fetch"
digital.localgov--ict-infrastructure-for-local-government,progress/2025-12-26-diffa-naneye-yarda-digital-tax.md,2,1,"Diffa's 11 December 2025 launch of Naneye Yarda, a full digital municipal tax system with ANSI support - the first deployment of this ICT infrastructure outside Niamey"
digital.localgov--ict-infrastructure-for-local-government,progress/2026-04-15-pvi-900-localites-connectivite.md,2,2,PVI's own 15 April 2026 results reporting broadband reaching 266 communes and 900+ localities - a distinct programme-scale reporting event
digital.rural--digitalisation-of-rural-health-clinics,baseline/2019-01-01-niger-strategie-nationale-e-sante.md,1,1,"Ministry of Public Health's National E-Health Strategy 2019-2023, ties DHIS2/SNIS, rural facilities and mobile health together as the country's own standing statement"
digital.rural--digitalisation-of-rural-health-clinics,progress/2026-05-18-mhealth-goure-niger.md,2,1,mHealth's 18 May 2026 account of full-scale offline-first digital data capture across 139 rural health units in Gouré - the clearest rural CSI-level deployment found
digital.rural--digitalisation-of-rural-health-clinics,progress/2025-09-04-openhexa-niger-interoperabilite-sante.md,2,2,"OpenHEXA hosted on Ministry servers, 4 September 2025, to consolidate 32+ fragmented health platforms including DHIS2 - the data-architecture layer CSI reporting flows through"
digital.rural--digitalisation-of-rural-primary-schools,baseline/2025-12-04-men-niger-annuaire-statistique-2024-2025.md,1,1,"Ministry of Education's 2024-2025 statistical yearbook, the current published figure on the school census/StatEduc2 data-capture system"
digital.rural--digitalisation-of-rural-primary-schools,progress/2026-01-12-tillabery-karey-gorou-bibliotheque-numerique.md,2,1,Government's 12 January 2026 record of the digital-library inauguration at a rural primary school in Tillabéry - the clearest rural-primary-school-specific event
digital.rural--digitalisation-of-rural-primary-schools,progress/2026-04-16-agadez-materiel-informatique-lire.md,2,2,ANP's 16 April 2026 report of Agadez receiving LIRE-project tablets for teachers/school heads to speed up reporting - a distinct regional equipment event
digital.rural--digitalisation-of-rural-police-stations,baseline/2021-08-12-niger-dst-materiel-biometrique.md,1,1,"State-media record of the Police Nationale's DST unit receiving biometric ID/tracing equipment with planned rural posts at Abalak, Tanout, Arlit - the most authoritative dated document found"
