indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
dpi.registry--population-register,dpi.registry,2,10,4,1,2,1,1,already-seen,staged,2
dpi.registry--civil-register,dpi.registry,2,13,3,1,2,0,1,fetch-blocked,staged,2
dpi.registry--address-register,dpi.registry,2,12,3,1,2,0,1,fetch-blocked,staged,2
dpi.registry--social-protection-register,dpi.registry,2,12,3,1,2,0,0,,staged,2
dpi.registry--electoral-register,dpi.registry,2,12,4,1,2,1,0,,staged,2
dpi.registry--tax-register,dpi.registry,2,13,3,1,2,0,0,,staged,2
dpi.registry--land-register,dpi.registry,2,17,3,1,1,1,1,already-seen,staged,2
dpi.mis--education,dpi.mis,2,12,2,1,1,0,0,,staged,4
dpi.mis--social-protection,dpi.mis,2,13,3,1,2,0,0,,staged,4
dpi.mis--tax,dpi.mis,2,13,4,1,2,1,0,,staged,4
dpi.mis--customs,dpi.mis,2,14,3,1,2,0,0,,staged,4
dpi.mis--land,dpi.mis,2,11,1,1,0,0,1,already-seen,staged,4
