indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
infra.connect--mobile-penetration,infra.connect,2,7,3,1,2,0,1,already-seen,staged,7
infra.connect--internet-usage,infra.connect,2,7,3,1,2,1,0,,staged,7
infra.connect--mobile-affordability,infra.connect,2,10,3,1,2,0,0,,staged,7
infra.connect--international-internet-bandwidth,infra.connect,2,8,3,1,2,0,0,,staged,7
infra.store--local-data-centre-capacity-all-providers,infra.store,2,9,3,1,2,0,0,,staged,1
infra.store--off-site-backup-capacity,infra.store,2,6,0,0,0,0,0,,nil,1
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,6,3,1,2,0,0,,staged,1
infra.energy--grid-reliability,infra.energy,2,8,3,1,2,0,0,,staged,1
infra.energy--rural-electrification,infra.energy,2,9,3,1,2,0,0,,staged,1
infra.capacity--robustness-of-government-hardware-and-software,infra.capacity,2,9,4,1,2,1,0,,staged,1
