indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
infra.connect--internet-exchange-points,infra.connect,2,10,3,1,0,2,0,,staged,11
infra.connect--internet-usage,infra.connect,2,8,4,1,2,1,0,,staged,11
infra.connect--mobile-affordability,infra.connect,2,13,3,1,1,2,1,no-development,staged,11
infra.connect--national-fibre-backbone,infra.connect,2,11,4,1,2,1,0,,staged,11
infra.energy--grid-reliability,infra.energy,2,27,3,1,2,0,0,,staged,1
infra.energy--rural-electrification,infra.energy,2,11,4,1,2,1,0,,staged,1
infra.energy--sufficient-energy-and-water-for-data-centres,infra.energy,2,10,3,1,2,0,0,,staged,1
infra.store--off-site-backup-capacity,infra.store,2,11,3,0,2,1,0,,staged,3
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,infra.capacity,2,18,2,1,1,0,0,,staged,0
infra.capacity--robustness-of-government-hardware-and-software,infra.capacity,2,22,2,1,1,0,0,,staged,0
