indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
data.statistics--censuses-and-surveys,data.statistics,2,15,6,1,2,3,0,,staged,0
data.statistics--national-strategy-for-development-of-statistics,data.statistics,2,7,1,1,0,0,1,DUP-EXACT,staged,0
data.statistics--statistics-from-administrative-data,data.statistics,2,12,5,1,2,2,0,,staged,0
data.open--use-of-open-data,data.open,2,12,1,1,0,0,0,,staged,1
data.satellite--agricultural-use-of-satellite-data,data.satellite,2,7,2,1,0,1,0,,staged,1
data.satellite--meteorological-use-of-satellite-data,data.satellite,2,15,3,1,2,0,1,DUP-EXACT,staged,1
geopol.usa--usa-hyperscaler-mous-engagements-and-commitments,geopol.usa,2,13,3,1,2,0,0,,staged,0
geopol.china--chinese-mous-engagements-and-commitments,geopol.china,2,11,3,1,2,0,0,,staged,0
geopol.eu--eu-mous-engagements-and-commitments,geopol.eu,2,15,2,1,1,0,0,,staged,0
geopol.gulf--gulf-mous-engagements-and-commitments,geopol.gulf,2,11,3,1,1,1,0,,staged,1
geopol.india--india-mous-engagements-and-commitments,geopol.india,2,10,2,1,1,0,0,,staged,1
