indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.protect--national-data-protection-readiness,gov.protect,2,9,3,1,0,2,2,DUP-EXACT,staged,4
gov.regional--cross-border-data-transfers,gov.regional,2,5,0,1,0,0,0,,staged,3
gov.regional--regional-legal-harmonisation,gov.regional,2,7,3,1,1,1,1,DUP-EXACT,staged,3
gov.regional--shared-regional-infrastructure,gov.regional,2,9,2,1,1,0,1,DUP-EXACT,staged,3
gov.standards--adoption-of-international-standards,gov.standards,2,9,2,1,1,0,0,,staged,1
gov.standards--national-interoperability-standards,gov.standards,2,7,0,1,1,0,1,DUP-EXACT,staged,1
gov.standards--national-quality-standards,gov.standards,2,8,3,1,0,2,0,,staged,1
gov.discourse--open-discussion-of-government-policy,gov.discourse,2,11,2,1,2,0,0,,staged,1
finance.budget--sustainable-domestic-financing-of-digital-transformation,finance.budget,2,9,1,1,2,0,0,,staged,1
finance.mou--strategic-relationships,finance.mou,2,7,1,1,1,0,1,DUP-EXACT,staged,1
finance.new--mobilisation-of-non-state-finance,finance.new,2,11,1,1,2,0,1,DUP-EXACT,staged,3
