indicator_id,file,brief,rank,why
capacity.literacy--digital-literacy-civil-service,baseline/2024-06-10-mtnima-plateforme-nationale-temekoun-competences-numeriques-fonction-publique.md,1,1,"The ministry's own launch of Temekoun, the national platform giving civil servants basic digital skills across their careers, is the instrument itself rather than commentary on it, and it names the competences covered."
capacity.literacy--digital-literacy-civil-service,progress/2025-12-15-ami-programme-formation-cybersecurite-ia-300-fonctionnaires.md,2,1,The only quantified addition to civil-service digital skills inside the window: a twelve-week cybersecurity and AI programme launched for 300 civil servants by two ministers jointly.
capacity.literacy--digital-literacy-civil-service,progress/2026-05-07-fonction-publique-atelier-restitution-politique-nationale-formation-continue.md,2,2,"A second distinct event that moves capability building from one-off courses to a standing national continuing-training framework, with the digital ministry co-chairing."
capacity.literacy--digital-literacy-general-population,baseline/2025-02-01-banque-mondiale-diagnostic-economie-numerique-mauritanie-competences.md,1,1,"The standing authoritative assessment of population digital skills, with a dedicated chapter and a ministerial preface; it settles that no measured national digital-literacy rate exists."
capacity.literacy--digital-literacy-general-population,progress/2026-07-07-ami-forum-emploi-jeunes-secteur-numerique-d-clic.md,2,1,"The only quantified general-population digital-skills series inside the window: D-CLIC trained 101 in 2023 and 272 across 2024-2025, with 300 currently in training and a further 300-place programme announced."
capacity.training--dt-related-training-in-secondary-education,baseline/2024-11-01-mtnima-ecole-numerique-transformation-numerique-systeme-educatif.md,1,1,"The Ecole Numerique programme is the standing instrument for digital-transformation training in Mauritanian schooling, and the ministry page gives its concrete starting position."
capacity.training--dt-related-training-in-secondary-education,progress/2026-06-29-ami-baccalaureat-2026-systeme-numerique-repartition-surveillants.md,2,1,"A completed step rather than a plan: a digital system actually used across 195 centres for 64,532 candidates at the 2026 baccalaureat to assign invigilators and centre heads at random."
capacity.training--dt-related-training-in-secondary-education,progress/2026-04-01-ami-reunion-ministerielle-numerisation-examens-concours-nationaux.md,2,2,"A distinct earlier event: the two ministers agreeing the roadmap for digitising exam organisation and marking, with phased testing and rollout from the following school year."
include.access--citizen-feedback-portals,baseline/2024-10-22-ami-lancement-plateforme-ain-plaintes-citoyens.md,1,1,"The founding document of Ain, the national citizen-complaint portal, setting out its scope, the round-the-clock sectoral representatives, the ten-day response rule and the explicit exclusions."
include.access--citizen-feedback-portals,progress/2025-11-19-ami-bilan-plateforme-ain-12-mois-97-pourcent-traites.md,2,1,"The most recent authoritative publication of the series: the first twelve months reported to the Council of Ministers, 17,965 items, 97 percent processed, handling time down to seven days."
include.access--citizen-participation-in-policy,baseline/2023-12-01-mtnima-politique-nationale-participation-electronique.md,1,1,"The national e-participation policy is the instrument itself, setting the vision, the e-information, e-consultation and e-decision axes, the governance bodies and the starting UN e-participation score."
include.access--citizen-participation-in-policy,progress/2026-05-07-mtnima-wardip-attribution-provisoire-plateforme-participation-citoyenne.md,2,1,"The movement most directly on the indicator, and a primary procurement document: the citizen-participation platform passing from policy to a provisional contract award."
include.access--citizen-participation-in-policy,progress/2025-10-16-ami-dialogue-national-rapport-premiere-phase-consultations.md,2,2,"A second distinct event and a completed step: the report of the first preparatory phase of the national dialogue delivered to the President, with the scale of the consultation stated."
