indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
gov.protect--national-data-protection-readiness,gov.protect,2,,,0,2,,,,staged,4
gov.standards--adoption-of-international-standards,gov.standards,2,,,1,2,,,,staged,3
gov.standards--national-interoperability-standards,gov.standards,2,,,0,1,,,,staged,3
gov.discourse--non-governmental-contribution-to-national-policy,gov.discourse,2,,,1,0,,,,staged,1
gov.discourse--open-discussion-of-government-policy,gov.discourse,2,,,1,2,,,,staged,1
capacity.literacy--digital-literacy-civil-service,capacity.literacy,2,,,0,2,,,,staged,3
capacity.training--dt-related-training-in-secondary-education,capacity.training,2,,,1,2,,,,staged,2
capacity.training--dt-related-university-facilities-and-qualifications,capacity.training,2,,,1,2,,,,staged,2
include.access--citizen-feedback-portals,include.access,2,,,1,2,,,,staged,4
include.access--citizen-participation-in-policy,include.access,2,,,1,0,,,,staged,4
include.access--inclusion-of-persons-with-disabilities,include.access,2,,,1,0,,,,staged,4
