indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
dpi.registry--address-register,dpi.registry,2,8,2,1,0,1,0,,staged,8
dpi.registry--business-register,dpi.registry,2,11,2,1,1,0,0,,staged,8
dpi.registry--social-protection-register,dpi.registry,2,9,3,1,2,0,0,,staged,8
dpi.registry--electoral-register,dpi.registry,2,7,1,1,0,0,0,,staged,8
dpi.registry--tax-register,dpi.registry,2,10,3,1,1,0,1,already-seen,staged,8
dpi.registry--land-register,dpi.registry,2,11,3,1,2,0,0,,staged,8
dpi.mis--education,dpi.mis,2,13,3,1,2,0,0,,staged,2
dpi.mis--social-protection,dpi.mis,2,10,3,1,2,0,0,,staged,2
dpi.mis--justice,dpi.mis,2,11,3,1,2,0,0,,staged,2
dpi.mis--customs,dpi.mis,2,13,3,1,2,0,0,,staged,2
dpi.mis--land,dpi.mis,2,9,3,1,1,0,0,,staged,2
dpi.govtech--e-government-services,dpi.govtech,2,7,3,1,2,0,0,,staged,1
