indicator_id,url,title,publisher,published,brief,why_not
dpi.exchange--use-of-digital-id-in-other-systems,https://data.unicef.org/wp-content/uploads/2017/12/Mauritanie-Code-2011-etat-civil.pdf,Loi n°2011-03 du 12 janvier 2011 portant Code de l'Etat Civil,Journal Officiel de la République Islamique de Mauritanie,2011-01-12,1,"Founding act of the NNI and the national population register. Reserved as baseline material for the dpi.id indicators in this slice; it establishes the identifier, not its reuse in other systems."
dpi.exchange--use-of-digital-id-in-other-systems,https://mtnima.gov.mr/wp-content/uploads/2024/03/Agenda-Numerique-2022-25-MTNIMA.pdf,Agenda Numérique 2022-2025,Ministère de la Transformation Numérique et de la Modernisation de l'Administration,2022-06-01,1,Sets the e-ID and interoperability-hub objectives but is a programme of intent; the 2023 data strategy is the later and more specific statement of the NNI as cross-system key.
dpi.exchange--use-of-digital-id-in-other-systems,https://anrpts.gov.mr/fr/verify,Houwiyeti | Vérification des documents signés,ANRPTS,,1,"Directly on point (eID SDK for third-party integration) but the page carries no publication date and is an undated service page, so it loses the baseline slot to a dated strategy document."
dpi.exchange--use-of-digital-id-in-other-systems,https://education-financiere.bcm.mr/fr/espace-particuliers/canaux-financiers-numeriques/,Education financière - Canaux financiers numériques,Banque Centrale de Mauritanie,,1,Undated BCM consumer-education page describing NNI entry to link an e-wallet. Useful evidence of use in finance but undated and secondary to the strategy.
dpi.exchange--use-of-digital-id-in-other-systems,https://aoun.taazour.gov.mr/fr/verifier,Entrez votre NNI,Délégation Générale à la Solidarité Nationale - Taazour,,1,"Undated interface page; evidence of NNI as access key in social transfers, but belongs to the social-protection interoperability indicator and carries no date."
dpi.exchange--use-of-digital-id-in-other-systems,https://ami.mr/fr/archives/286754,Le ministre des Affaires islamiques: le département a pris des mesures exhaustives en faveur du Hajj,Agence Mauritanienne d'Information (AMI),2026-01-05,2,"Second report of the same Hajj digitisation event already staged from 23 December 2025; excluded as a restatement, not a distinct event."
dpi.exchange--interoperability-of-health-systems,https://logistiques.sante.gov.mr/events,ATELIER DE LANCEMENT DU PROJET DIGISANTE-MR Renforcement de la sante numerique en Mauritanie,Ministere de la Sante (portail logistique sanitaire),2026-02-03,2,"Dropped headline-only-stub: the ministry events page carries only a truncated teaser with no article body, and its displayed date range is self-contradictory (mardi 3 fevrier 2026 - lundi 2 fevrier 2026)."
dpi.exchange--interoperability-of-health-systems,https://www.afro.who.int/fr/countries/mauritania/news/mauritanie-des-donnees-fiables-pour-mieux-repondre-aux-epidemies-dans-le-hod-el-charghi-et-hod-el,Mauritanie : des donnees fiables pour mieux repondre aux epidemies dans le Hod El Charghi et Hod El Gharbi,OMS Bureau regional pour l'Afrique,,2,"Substantively strong (electronic consultation registers launched at Timbedra 16 Oct and Amourj 17 Oct 2025) but the fetched page carries no publication date of its own, so published could not be established from the source."
dpi.exchange--interoperability-of-health-systems,https://www.afro.who.int/fr/countries/mauritania/news/la-mauritanie-se-dote-de-sa-premiere-strategie-nationale-de-sante-oculaire,La Mauritanie se dote de sa premiere Strategie nationale de sante oculaire,OMS Bureau regional pour l'Afrique,,2,"Fetched body carries no publication date, and the DHIS2 integration is a single-programme commitment; loses the slot to two dated and broader movements."
dpi.exchange--interoperability-of-health-systems,https://fr.saharamedias.net/mauritanie-bm-discussions-autour-de-la-numerisation-du-systeme-de-sante/,Mauritanie-BM : discussions autour de la numerisation du systeme de sante,Sahara Medias,2026-03-09,2,"A discussion with a World Bank mission about a future integrated platform and centralised health data; an announced intention, and the cap was taken by two more concrete steps."
