indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
dpi.registry--electoral-register,dpi.registry,2,9,8,1,2,2,3,headline-only-stub,staged,9
dpi.registry--tax-register,dpi.registry,2,9,2,1,0,1,0,,staged,9
dpi.registry--land-register,dpi.registry,2,9,4,1,2,1,0,,staged,9
dpi.mis--education,dpi.mis,2,9,2,1,1,1,1,already-seen,staged,3
dpi.mis--social-protection,dpi.mis,2,9,4,1,2,1,1,already-seen,staged,3
dpi.mis--tax,dpi.mis,2,9,3,1,2,0,0,,staged,3
dpi.mis--customs,dpi.mis,2,9,3,1,2,0,0,,staged,3
dpi.mis--land,dpi.mis,2,9,4,1,2,1,0,,staged,3
digital.localgov--ict-infrastructure-for-local-government,digital.localgov,2,9,3,1,2,0,0,,staged,1
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,9,3,1,2,0,0,,staged,1
