indicator_id,file,brief,rank,why
dpi.exchange--use-of-digital-id-in-other-systems,baseline/2023-06-01-mtnima-strategie-nationale-donnees-ouvertes-interoperables.md,1,1,"The standing national statement of how identifiers are reused across government: it names NNI and NIF as the structuring keys for cross-system data sharing and records the fragmentation the interoperability hub is meant to close. Beats the 2011 civil-registry code, which founds the NNI itself and belongs to the dpi.id indicators."
dpi.exchange--use-of-digital-id-in-other-systems,progress/2025-12-23-ami-plateforme-hajj-connexion-khadamati-anrpts.md,2,1,"A completed, dated launch (23 Dec 2025) of a sectoral system built to consume the ANRPTS identity register plus Khadamati and the Tresor, with automatic verification of applicant data. A deployed instance beats a plan."
dpi.exchange--use-of-digital-id-in-other-systems,progress/2026-05-15-mtnima-wardip-additif1-pki-nationale-anrpts.md,2,2,"Distinct event: the WARDIP national PKI procurement whose Lot 02 is integration of e-signature with the ANRPTS PKI. Primary ministry document, dated 15 May 2026; a live procurement rather than a deployment, so ranked second."
dpi.exchange--interoperability-of-health-systems,baseline/2021-01-01-mauritanie-plan-national-developpement-sanitaire-pnds-2021-2030-vol1.md,1,1,"The standing national health sector plan and the authoritative situational analysis of the SNIS, including the digital-health sub-programme and the institutionalisation of a unique identifier. It is the sector instrument itself rather than commentary on it."
dpi.exchange--interoperability-of-health-systems,progress/2026-05-12-ami-cnass-services-numeriques-khidmati.md,2,1,"A completed, dated launch (12 May 2026) putting the health-insurance fund's services onto the shared national Khidmati platform with online claims. A deployed cross-system service beats a workshop or a plan."
dpi.exchange--interoperability-of-health-systems,progress/2026-04-30-mauritanie-digisante-mr-selection-sites-pilote.md,2,2,"Distinct event: adoption of pilot site-selection criteria for DIGISANTE-MR on 30 April 2026, naming the five target wilayas. Dates the national digital-health strategy's move into a selected deployment."
dpi.exchange--interoperability-of-education-systems,baseline/2022-10-15-mauritanie-loi-2022-023-orientation-systeme-educatif-national-jo1519f.md,1,1,The governing framework law of the education system as published in the Journal Officiel; article 78 founds the SIGE and article 72 the digitalisation policy. Primary gazette text beats the donor assessments that describe the same system.
dpi.exchange--interoperability-of-education-systems,progress/2025-09-29-mtnima-tesjil-inscription-universitaire-en-ligne-khidmaty.md,2,1,"A completed launch (29 September 2025) of Tesjil on the national Khidmaty portal for the Universite de Nouakchott's 29,411 students, with automatic student number and digital certificate. Taken from the ministry's own site rather than the news agency report of the same launch."
dpi.exchange--interoperability-of-education-systems,progress/2026-03-27-ami-diplomes-nationaux-integres-application-houwiyeti.md,2,2,"Distinct event: the education minister states on 27 March 2026 that national diplomas are integrated into the Houwiyeti identity application for verification. A direct education-to-digital-identity data link, stated on the record by the responsible minister."
dpi.exchange--interoperability-of-social-protection-systems,baseline/2025-03-31-worldbank-isr-social-safety-net-system-project-ii-registre-social.md,1,1,"The most recent authoritative publication of the numbers that are this indicator: 346,802 households at national coverage, 25 user entities and 17 signed data-usage protocols, all seventeen named, plus the signed Registry-ANRPTS convention. Where the baseline is a figure, this is the current series."
dpi.exchange--interoperability-of-social-protection-systems,progress/2025-09-17-ami-conseil-ministres-decret-base-donnees-menages-catastrophes-registre-social.md,2,1,Council of Ministers adoption on 17 September 2025 of a decree whose first stated purpose is a formal cooperation framework between the civil protection delegation and the Programme National du Registre Social. A new instrument creating a named data exchange outranks an operational announcement.
