indicator_id,file,brief,rank,why
gov.protect--national-data-protection-readiness,baseline/2016-05-10-sao-tome-lei-03-2016-proteccao-dados-pessoais.md,1,1,"The enacting act itself, in the Diario da Republica text: the national personal data protection law, which also creates the ANPDP as supervisory authority"
gov.regional--cross-border-data-transfers,baseline/2016-05-10-sao-tome-lei-03-2016-proteccao-dados-pessoais.md,1,1,The same national law carries the only Sao Tomean rule on transfers of personal data outside the territory; staged once under baseline and topped up with the gov.regional topic
gov.regional--regional-legal-harmonisation,baseline/2017-10-06-sao-tome-lei-15-2017-lei-sobre-cibercrime.md,1,1,"A national statute whose stated object is adapting domestic law to the international conventions on cybercrime, with a full chapter on international cooperation; domestication beats a regional instrument that merely lists the country"
gov.regional--regional-legal-harmonisation,progress/2025-11-01-ager-sao-tome-workshop-arctel-uit-conectividade-universal.md,2,1,"In-window step hosted by Sao Tome itself and reported by its own regulator, closing with a joint commitment to regulatory harmonisation among the lusophone countries"
gov.regional--shared-regional-infrastructure,baseline/2015-06-17-world-bank-icr-central-african-backbone-apl2-sao-tome.md,1,1,The completion record of the project that financed the country participation in the ACE submarine cable and created the STP-Cabo vehicle holding it
gov.regional--shared-regional-infrastructure,progress/2025-10-20-world-bank-isr-digital-sao-tome-and-principe-seq7.md,2,1,"Dated in-window status report giving the current position of the inter-island submarine cable procurement, the one shared infrastructure now moving"
gov.standards--adoption-of-international-standards,baseline/2026-01-01-iso-senapiq-stp-correspondent-member-sao-tome.md,1,1,The ISO member record establishing the country correspondent membership and naming SENAPIQ-STP as the national body
gov.standards--adoption-of-international-standards,progress/2026-08-03-telanon-bgfi-bank-sao-tome-primeiro-banco-certificado-iso-9001.md,2,1,"First certification of a bank in the country to an international standard, a dated in-window instance of adoption rather than an intention"
gov.standards--national-interoperability-standards,baseline/2021-11-01-inic-sao-tome-quadro-nacional-interoperabilidade-qni-v01.md,1,1,"The national interoperability framework itself, already staged by a sibling slice; topped up with the gov.standards topic rather than restaged"
gov.standards--national-interoperability-standards,progress/2025-09-09-sao-tome-prese-plataforma-recenseamento-automatico-registo-civil.md,2,1,In-window delivery of an actual interoperability platform joining the civil register and voter registration databases
gov.standards--national-quality-standards,baseline/2026-01-01-senapiq-stp-servico-nacional-propriedade-intelectual-e-qualidade.md,1,1,"The national quality body own Portuguese page setting out its statutory nature and its competences in normalisation, certification, accreditation and metrology"
gov.discourse--open-discussion-of-government-policy,baseline/2024-01-01-ager-sao-tome-relatorio-consulta-publica-lei-comunicacoes-electronicas.md,1,1,"The consultation mechanism in operation and reported on by the regulator itself, on a digital policy instrument, rather than the general constitutional right"
gov.discourse--open-discussion-of-government-policy,progress/2025-09-01-ager-sao-tome-consulta-publica-estrategia-nacional-ciberseguranca.md,2,1,"A fresh in-window public consultation opened on a national digital strategy, with a stated 30 day comment window"
gov.discourse--open-discussion-of-government-policy,progress/2025-09-09-sao-tome-prese-plataforma-recenseamento-automatico-registo-civil.md,2,2,Distinct in-window event: a public session putting an electoral digitisation platform and the legal revision it needs to open discussion
finance.budget--sustainable-domestic-financing-of-digital-transformation,baseline/2025-02-01-sao-tome-ministerio-economia-financas-orcamento-geral-do-estado-2025.md,1,1,"The state budget document itself, published by the finance ministry, which is the domestic appropriations instrument the indicator turns on"
finance.budget--sustainable-domestic-financing-of-digital-transformation,progress/2026-03-23-sao-tome-lei-3-2026-orcamento-geral-do-estado.md,2,1,"The enacted 2026 budget law, the single largest in-window movement in domestic financing; already staged by a sibling and topped up rather than restaged"
finance.budget--sustainable-domestic-financing-of-digital-transformation,progress/2025-12-05-sao-tome-imf-country-report-25-347-second-review-ecf.md,2,2,Distinct in-window event setting the 2026 fiscal targets that bound the domestic space for digital spending
finance.mou--strategic-relationships,baseline/2024-09-05-china-mfa-xi-jinping-meets-prime-minister-sao-tome-strategic-partnership.md,1,1,"The signing party own release recording the elevation of the bilateral relationship to a strategic partnership, not a press account of it"
finance.mou--strategic-relationships,progress/2026-02-10-sao-tome-direccao-dos-impostos-memorando-turismo-e-factura.md,2,1,In-window memorandum published by the Sao Tomean signing directorate itself; already staged by a sibling and topped up
finance.new--mobilisation-of-non-state-finance,baseline/2012-11-12-sao-tome-decreto-38-2012-concurso-segunda-licenca-stp-cabo-ace.md,1,1,"The national legal act that put the State STP-Cabo stake and the corresponding ACE cable capacity to tender, the instrument by which non-state capital entered the country connectivity"
finance.new--mobilisation-of-non-state-finance,progress/2026-01-01-ager-autoriza-provisoriamente-cst-iptv-plataforma-cst-on.md,2,1,In-window regulatory authorisation of a new commercially funded digital service by the private operator; already staged by a sibling and topped up
finance.new--mobilisation-of-non-state-finance,progress/2025-10-20-world-bank-isr-digital-sao-tome-and-principe-seq7.md,2,2,Distinct in-window document reporting the state of the commercial financing component for the Principe cable
