indicator_id,url,title,publisher,published,brief,why_not
finance.mou--strategic-relationships,https://documents1.worldbank.org/curated/en/099110923155592015/pdf/BOSIB00f52bbfa0b60b39402a346c5434ee.pdf,Digital Transformation for Africa / Western Africa Regional Digital Integration Program SOP1 — Project Appraisal Document PAD4756,World Bank Group,2023-11-07,1,"Scope drop: already-seen. raw-url-index reports DUP-EXACT against raw/2023/2023-01-01-world-bank-african-union-2023-wardip-sop1-au-bw01.md."
finance.mou--strategic-relationships,https://documents1.worldbank.org/curated/en/099121423124039341/pdf/P1769320c38bbc0ec09b01086eb884a507b.pdf,Financing Agreement (Digital Transformation for Africa / WARDIP) — GRANT NUMBER E262-GM,International Development Association,2023-12-11,1,"Scope drop: out-of-scope. The agent cited this as the Mauritania financing agreement; the fetched body is the Republic of The Gambia agreement. Mauritania's own signed financing agreement was not located as a separate public PDF."
finance.mou--strategic-relationships,https://fr.linkedin.com/posts/banque-centrale-de-mauritanie_activity-7399216661750317056-7CVx,Signature d'un partenariat stratégique entre la Banque Centrale de Mauritanie et la National Bank of Kuwait – Bahreïn,Banque Centrale de Mauritanie,2025-12-03,2,"Cap excluded and weaker origin: a LinkedIn post rather than a BCM publication, and third-ranked behind two better-evidenced instruments."
finance.mou--strategic-relationships,https://mtnima.gov.mr/fr/signature-dun-memorandum-dentente-entre-la-mauritanie-et-les-emirats-arabes-unis-sur-le-processus-de-transformation-numerique-de-leducation-en-mauritanie/,Signature d'un mémorandum d'entente entre la Mauritanie et les Émirats Arabes Unis sur le processus de transformation numérique de l'éducation en Mauritanie,Ministère de la Transformation Numérique et de la Modernisation de l'Administration,2024-03-28,1,"Cap excluded: a genuine MoU but outside the progress window and less central than the WARDIP ratification as the standing baseline."
finance.mou--strategic-relationships,https://mtnima.gov.mr/entree-en-vigueur-du-projet-digitali-y-pour-propulser-la-transformation-numerique-en-mauritanie/,Entrée en vigueur du projet Digitali-Y pour propulser la transformation numérique en Mauritanie,Ministère de la Transformation Numérique et de la Modernisation de l'Administration,2024-11-21,1,"Cap excluded: an announcement of entry into force rather than the BMZ/GIZ instrument itself, and outside the progress window."
finance.mou--strategic-relationships,https://www.eib.org/fr/press/all/2025-202-inauguration-du-centre-d-hebergement-de-donnees-numeriques-de-nouakchott,Mauritanie : inauguration du centre d'hébergement de données numériques de Nouakchott,Banque européenne d'investissement,2025-05-08,1,"Cap excluded, and raw-url-index reports DUP-SLUG against raw/2025/2025-05-08 Mauritania - Nouakchott data centre inaugurated (EIB).md."
finance.mou--strategic-relationships,https://www.banquemondiale.org/fr/news/press-release/2025/06/03/world-bank-supports-mauritania-with-50-million-to-enhance-public-spending-efficiency,La Banque mondiale soutient la Mauritanie avec 50 millions de dollars pour renforcer l'efficacité des dépenses publiques,Banque mondiale,2025-06-03,1,"Cap excluded: outside the progress window and its principal object is public spending efficiency rather than a digital strategic relationship."
finance.mou--strategic-relationships,https://documents1.worldbank.org/curated/en/439231468192867647/pdf/T77640TA0P1230010Box377300B00OUO090.pdf,West Africa Regional Communications Infrastructure Program (WARCIP) — Mauritania Technical Annex T7764-MR,World Bank Group,2013-05-02,1,"Cap excluded: the superseded predecessor programme; WARDIP is the operative relationship."
finance.new--mobilisation-of-non-state-finance,https://documents1.worldbank.org/curated/en/099110923155592015/pdf/BOSIB00f52bbfa0b60b39402a346c5434ee.pdf,Digital Transformation for Africa / Western Africa Regional Digital Integration Program SOP1 — Project Appraisal Document PAD4756,World Bank Group,2023-11-07,1,"Scope drop: already-seen. DUP-EXACT in the raw index. The agent ranked it first as Private Capital Enabling; the Code des investissements was taken instead."
finance.new--mobilisation-of-non-state-finance,http://www.ppp.gov.mr/documentation/textes-legislatifs-et-reglementaires/,Loi n° 2024-041 abrogeant et remplaçant la loi n° 2017-006 relative au Partenariat Public-Privé; Décret n° 2024-167,République Islamique de Mauritanie / portail PPP,2024-10-30,1,"Cap excluded: the PPP framework is general rather than digital-specific, and the source is an index page rather than the instrument text."
finance.new--mobilisation-of-non-state-finance,https://ae.linkedin.com/posts/chinguitel_activity-7394015277488762880-q340,شنقيتل تكمل تحديث شبكتها في انواكشوط لتعزيز التحول الرقمي و خدمات الانترنت عالية السرعة,Chinguitel,2025-11-11,2,"Cap excluded: operator capex is on topic but the post discloses no amount or financing structure, and the origin is a LinkedIn post."
finance.new--mobilisation-of-non-state-finance,https://fr.tawassoul.net/moov-mauritel-inaugure-une-nouvelle-ere-de-connectivite-en-mauritanielancement-officiel-des-offres-fibre-optique-tres-haut-debit-jusqua-500-mbps-communique-de-presse/,Moov Mauritel inaugure une nouvelle ère de connectivité en Mauritanie,Tawassoul,2025-07-17,2,"Out of window: the investment figure of more than 18 billion old ouguiyas was announced on 17 July 2025, before 1 September 2025."
finance.new--mobilisation-of-non-state-finance,https://mtnima.gov.mr/wp-content/uploads/2025/09/AVIS-Early-Market-Engagement-WARDIP-Ext-backbone-Final-EN.pdf,Works contract for the construction missing sections to disseminate the capacities provided by the new submarine cable,Ministère de la Transformation Numérique et de la Modernisation de l'Administration,2025-09-19,2,"Cap excluded: the notice states expressly that it is neither a call for tenders nor a prequalification, so it evidences no private capital committed."
finance.new--mobilisation-of-non-state-finance,https://blogs.worldbank.org/en/digital-development/mauritania-ramps-broadband-internet-stimulating-private-investment,Mauritania Ramps up Broadband Internet by Stimulating Private Investment,World Bank,2013-01-01,1,"Cap excluded: the 65 per cent private share of the USD 25 million ACE/IMT investment is a 2013 announcement, not a current measure."
finance.new--mobilisation-of-non-state-finance,https://www.agenceecofin.com/actualites-numerique/1404-137517-licences-5g-en-mauritanie-les-operateurs-proposent-une-offre-totale-de-27-millions,Licences 5G en Mauritanie : les opérateurs proposent une offre totale de 27 millions $,Agence Ecofin,2026-04-14,2,"Cap excluded: a second report of the same 5G award event already covered by the La Dépêche account of the ARE communiqué."
infra.connect--internet-usage,https://www.itu.int/en/ITU-D/Statistics/Documents/DDD/ddd_MRT.pdf,INFRASTRUCTURE & ACCESS — Digital Development Dashboard: Mauritania,International Telecommunication Union,2023-12-01,1,"Staged instead as the baseline for infra.connect--mobile-affordability; it carries the 44 per cent internet use estimate for 2022 but the ARE report is the national series for this indicator."
infra.connect--internet-usage,https://microdata.worldbank.org/index.php/catalog/7943,The Global Findex Database 2025: Connectivity and Financial Inclusion in the Digital Economy — Mauritania,World Bank Development Research Group,2025-12-12,2,"Cap excluded: the catalogue entry publishes no Mauritanian internet-use value, so no figure can be attributed without extracting the data file."
infra.connect--internet-usage,https://anadrim.rgph5.mr/index.php/catalog/21,Mauritania - Enquête Permanente sur les Conditions de Vie (2019),ANSADE,2019-01-01,1,"Cap excluded: the public catalogue sheet gives no aggregate internet penetration figure; the variables would have to be extracted from microdata."
infra.connect--internet-usage,https://are.mr/pdfs/RappAnnuel2022Fr.pdf,Rapport Annuel 2022,Autorité de Régulation (ARE),2022-01-01,1,"Cap excluded: superseded by the 2023 report, which also explains the series break caused by biometric subscriber clean-up."
infra.connect--internet-usage,https://ami.mr/fr/archives/285647,Le ministre de la Transformation numérique inaugure le nouveau siège de la Société nationale de développement des infrastructures numériques,Agence mauritanienne d'information,2025-12-16,2,"Staged instead as progress for infra.connect--national-fibre-backbone, where its 1,760 km figure belongs."
infra.connect--mobile-affordability,https://www.are.mr/pdfs/tarifs_mattel_juin_2025.pdf,Catalogue tarifaire,Mattel S.A.,2025-06-01,1,"Cap excluded: the latest located retail price schedule, but it is one operator's prices rather than an affordability measure, and it predates the progress window."
