indicator_id,subject,briefs_run,candidates_returned,fetched,staged_baseline,staged_progress,not_selected,dropped,drop_codes,outcome,subject_rows_at_probe
dpi.mis--education,dpi.mis,2,9,0,1,2,0,0,,staged,1
dpi.mis--health,dpi.mis,2,11,2,1,2,0,0,,staged,1
dpi.mis--justice,dpi.mis,2,8,3,1,2,0,0,,staged,1
dpi.mis--land,dpi.mis,2,9,3,1,1,1,0,,staged,1
dpi.mis--social-protection,dpi.mis,2,9,2,1,2,0,0,,staged,1
digital.localgov--digitalisation-of-local-government-records,digital.localgov,2,9,1,1,0,0,0,,staged,1
digital.localgov--ict-infrastructure-for-local-government,digital.localgov,2,7,1,1,1,0,0,,staged,1
digital.rural--digitalisation-of-rural-health-clinics,digital.rural,2,11,5,1,2,2,0,,staged,1
digital.rural--digitalisation-of-rural-police-stations,digital.rural,2,9,1,1,1,0,0,,staged,1
digital.rural--digitalisation-of-rural-primary-schools,digital.rural,2,10,4,1,2,0,1,headline-only-stub,staged,1
digital.rural--digitalisation-of-rural-registry-offices,digital.rural,2,11,1,1,1,0,1,DUP-EXACT,staged,1
