indicator_id,file,brief,rank,why
infra.connect--mobile-penetration,baseline/2024-01-01-arcep-niger-rapport-annuel-2024.md,1,1,"ARCEP Niger's own FY2024 annual report states the mobile subscriber base at 31 Dec 2024 as 16,380,016 (62% penetration), the regulator's own published series baseline"
infra.connect--mobile-penetration,baseline/2026-03-01-niger-enquete-tic-2025.md,2,1,"INS-Niger's new 2025 household/individual ICT survey, published edition March 2026, is the most significant in-window usage-side measurement distinct from the ARCEP subscriber count; staged in baseline/ because it also serves as the infra.connect--internet-usage baseline (baseline wins)"
infra.connect--mobile-penetration,progress/2026-01-15-arcep-niger-observatoire-t3-2025.md,2,2,"ARCEP's own confirmation of publishing its Q3 2025 quarterly observatory report on 2026-01-15, a distinct regulatory publication event in-window"
infra.connect--internet-usage,baseline/2026-03-01-niger-enquete-tic-2025.md,1,1,"INS-Niger's own 2025 survey states 39.5% of individuals 15+ used the internet in the prior 3 months (5,267,372 people), the most authoritative national primary figure, superseding subscription-based ARCEP/WB series for individual usage"
infra.connect--internet-usage,progress/2025-11-14-mcnti-niger-receptionne-troncons-dts.md,2,1,"MCNTI's own record of Niger provisionally receiving ~1,031km of Trans-Saharan fibre backbone (Algeria/Chad/Nigeria/Benin links), a distinct infrastructure milestone for internet capacity within window"
infra.connect--internet-usage,progress/2026-01-15-arcep-niger-observatoire-t3-2025.md,2,2,"ARCEP's own confirmation of publishing its Q3 2025 quarterly observatory report (internet subscriber/penetration series) on 2026-01-15, a distinct regulatory event in-window"
infra.connect--mobile-affordability,baseline/2024-04-01-itu-niger-mobile-affordability-lldc-facts-figures.md,1,1,"ITU's LLDC-focus Facts and Figures report tabulates Niger's 2023 mobile-broadband data-only 2GB basket price at 7.2% of GNI per capita, the most recent ITU table with an explicit Niger value"
infra.connect--mobile-affordability,progress/2025-12-23-moov-africa-niger-bonus-data-200.md,2,1,"Moov Africa Niger's own record of a 200% data bonus on bundles from 1,000 FCFA, roughly halving effective cost per GB, a distinct in-window operator tariff/value event"
infra.connect--mobile-affordability,progress/2026-09-01-moov-africa-niger-offre-nocturne-3-5go.md,2,2,"Moov Africa Niger's own record of a 3.5GB-for-500-FCFA night bundle (~143 FCFA/GB), a distinct promotional tariff event from the December 2025 bonus campaign"
infra.connect--international-internet-bandwidth,baseline/2024-01-01-arcep-niger-rapport-annuel-2024.md,1,1,"ARCEP Niger's own annual report table 13 states 2024 international bandwidth reached 199.8 Gbps, up from 119.15 Gbps in 2023 (+59.8%), the regulator's own published series baseline"
