indicator_id,file,brief,rank,why
digital.localgov--ict-infrastructure-for-local-government,baseline/2024-09-20-mtnima-riad-reseau-intranet-administratif-haut-debit.md,1,1,"The ministry's own statement of RIAD, the national high-speed administrative intranet that is the ICT infrastructure sub-national offices connect into, with its operative two-phase scope of 326 then 196 administrative sites. Primary, and the instrument itself rather than commentary on it."
digital.localgov--ict-infrastructure-for-local-government,progress/2026-06-29-ami-tadchin-sahaba-wataniya-cloud-national-datacenter-nouakchott.md,2,1,"Commissioning of the national cloud at the Nouakchott data centre on 29 June 2026 under World Bank WARDIP: a completed step rather than an announced intention, and the shared compute and hosting layer for administration. The president of the Nouakchott Region attended, giving it a stated sub-national tie."
digital.localgov--digitalisation-of-local-government-records,baseline/2022-11-01-dgct-midec-rapport-capacites-institutionnelles-communes-mdp.md,1,1,"The DGCT's own national performance survey of all 219 communes, and the only source found that measures communal record-keeping rather than describing an intention: budget and account archiving at 82 per cent in 2021 and council deliberations at 79 per cent. It also names SIGeL, El Mouhassil and Kachel."
digital.localgov--digitalisation-of-local-government-records,progress/2026-07-01-tresor-dfl-note-conjoncture-finances-locales-2025-sigel.md,2,1,"The Treasury's FY2025 local-finance bulletin, the first source found stating SIGeL is deployed across all urban and rural communes over the whole budget and accounting chain, with 2025 as the year of the CT 2023 application guides and receiver training. It also states its own data are drawn from SIGeL."
digital.localgov--digitalisation-of-local-government-records,progress/2026-03-12-ami-numerisation-permis-de-construire-nouakchott-khadematy.md,2,2,"A distinct and completed deployment on 12 March 2026: building permits digitised for the communes of the three Nouakchott wilayas on Khadematy, running on digitised land and cadastral records with tariffs approved by the municipal councils. A working service beats the ReCAD cadastral decree, which is still a projet de décret."
digital.rural--digitalisation-of-rural-health-clinics,baseline/2023-01-01-world-bank-phcpi-assessment-primary-health-care-system-mauritania.md,1,1,"The most precise dated statement found of the standing position at the peripheral facility: DHIS2 in use but not fully deployed nationally, rural health posts sending paper to health centres for entry, and no electronic medical record in primary care. It settles that capture was not digital at the rural point of service."
digital.rural--digitalisation-of-rural-health-clinics,progress/2026-07-17-oms-afro-registre-consultation-electronique-hodh-chargui-gharbi.md,2,1,"A completed step with named places and dates: electronic consultation registers launched at Timbedra on 16 October 2025 and Amourj on 17 October 2025, plus digitisation of the mobile clinics' register in Hodh El Chargui and Hodh El Gharbi. The only evidence found of digital capture at rural service-delivery points rather than at district level."
digital.rural--digitalisation-of-rural-primary-schools,baseline/2024-04-05-gpe-menrse-pacte-de-partenariat-mauritanie-sirage.md,1,1,"The ministry's own compact with the Global Partnership for Education, naming SIRAGE as the education management information system and recording that it has stabilised centrally while deconcentration to the DREN, the IDEN and schools is still to be achieved. It settles that digital capture had not reached the rural school itself."
digital.rural--digitalisation-of-rural-primary-schools,progress/2026-06-12-radio-mauritanie-trarza-40-ordinateurs-plateforme-siraj.md,2,1,"A completed handover on 12 June 2026 of 40 laptops in Trarza, with the regional director stating the purpose is to let moughataa inspectors and school heads update data through the Siraj platform. The most direct in-window link found between school-level equipment and data entry into the EMIS outside Nouakchott."
digital.rural--digitalisation-of-rural-primary-schools,progress/2026-03-06-education-gov-mr-reunion-plateforme-siraj-plan-action-commun.md,2,2,"A distinct event and a primary ministry source: the 6 March 2026 joint meeting with the digital transformation ministry ending in an agreed action plan to embed Siraj in the daily running of establishments. It beats the 500-laptop delivery, which rests only on a secondary outlet's account of a ministry brief."
digital.rural--digitalisation-of-rural-registry-offices,baseline/2021-08-03-ami-anrpts-nizam-mundamij-sijil-sukkan-153-markaz-istiqbal.md,1,1,"The only source found carrying a territorial count of the registry offices themselves: 153 citizen reception centres received and equipped out of 168 planned in communes and administrative centres, stated by the ANRPTS director general at the system's inauguration. The founding instrument, Loi 2011-003, is already held in this queue."
digital.rural--digitalisation-of-rural-registry-offices,progress/2026-06-01-dgat-interieur-bilan-premier-semestre-2026-interconnexion-biometrique-etat-civil.md,2,1,"The interior ministry's own first-half 2026 report to parliament, stating as a completed step that the biometric databases have been updated and interconnected with the civil-status system. Primary, and the operative link the rural reception centres work through; the parliamentary enrolment statement is already held in this queue."
digital.rural--digitalisation-of-rural-police-stations,baseline/2021-10-01-ami-dgsn-inauguration-centre-national-recueil-donnees-criminelles-sipao.md,1,1,"The founding of the instrument itself: the national criminal data collection and recording centre, Mauritania's WAPIS/SIPAO node, inaugurated by the DGSN on 1 October 2021 under Mauritania-EU-INTERPOL cooperation. It establishes that the system exists and is centralised, with no unit count, which is the standing position."
