row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
GIN-gov.policy-administration-modernisation-leadership,GIN,gov.policy,Governance,instrument,Administration modernisation ministry leadership,Implemented,2026-08-26,"Senior management named across the ministry and its agencies, August 2026",2026-08-26,Advanced,Did not exist as a recorded appointment,"New senior management has been named across the ministry of modernisation of the administration and the public service, including the director-general of the national e-governance agency; no mandate, programme or budget accompanies the appointments",2026-08-26-africaguinee-ministere-modernisation-nominations-ande,,Naming an agency’s leadership is the first thing the base holds about that agency’s current direction.
GIN-gov.policy-digital-portfolio-vacancy,GIN,gov.policy,Governance,instrument,Communication and digital economy portfolio,"Implemented, held on an interim basis",2026-08-22,Minister dismissed by decree made public 2026-08-21,,Regressed,"A substantive minister of communication, digital economy and innovation in post","The minister dismissed by presidential decree with no reason given, the ministry's secretary-general appointed interim head, and the portfolio without a substantive holder",2026-08-22-digital-business-guinee-mamady-doumbouya-pour-succeder-au|2026-08-21-africa-guinee-limogeage-de-mory-conde-et-mourana,,"the employment, labour and social protection minister was dismissed in the same decree; named successors in circulation are publications' own speculation"
GIN-gov.policy-mceni,GIN,gov.policy,Governance,instrument,"Ministere de la Communication, de l'Economie numerique et de l'Innovation (MCENI)",Implemented,2026-07-27,Portfolio held unchanged through the reshuffle of 27 July 2026,,Advanced,"Ministere des Postes, Telecommunications et de l'Economie numerique (MPTEN)","MCENI, merged February 2026, minister unchanged through the July 2026 reshuffle",2026-07-27-guinee-remaniement-gouvernement-doumbouya-juillet-2026|2026-02-06-mediaguinee-mourana-soumah-takes-office-mceni,,A World Bank tender published the same week still names MPTEN as the supervising department.
GIN-gov.policy-national-assembly-ict-committee,GIN,gov.policy,Governance,instrument,National Assembly ICT committee,Implemented,2026-08-07,First working session 2026-08-07,,Baseline not held,,"Constituted and sitting, with mobile money, social-media regulation and network security named as its priorities, to be worked in coordination with the telecommunications ministry",2026-08-07-guinea-assemblee-nationale-commission-communication-ntic,,the priorities are the committee chair's own statement at its first session; no work programme or timetable is published
GIN-gov.policy-datagov,GIN,gov.policy,Governance,instrument,National Data Governance Strategy,In development,2026-06-26,Drafting launched 19 June 2026 under DNTIEN,,Advanced,Did not exist,Drafting under way; no text published,2026-06-26-ecofin-guinea-national-data-governance-strategy,,
GIN-gov.policy-simandou,GIN,gov.policy,Governance,instrument,Simandou 2040 digital pillar,Implemented,2025-11-19,"Pillar 3 launched at Transform Africa Summit 2025, targeting digital at 20% of GDP",,Advanced,Digital named one of five pillars,Pillar 3 launched with a 20%-of-GDP target,"2025-11-19 Transform Africa Summit 2025 (Conakry) - Simandou 2040 Pillar 3, TELEMO, SANIA-SADX and the closing wrap",,
GIN-gov.legislate-decret-2021-092,GIN,gov.legislate,Governance,instrument,ARPT supervision of electronic transactions and mobile money,Implemented,2021-03-25,Décret D/2021/092/PRG/SGG signed 25 March 2021 as the implementing instrument for Loi L/2016/035/AN,2021-03-25,No change,In force (2025-08),"In force: the posts and telecommunications regulator regulates and supervises electronic transactions including mobile money, with network and information-system security oversight, data collection, administrative police powers and the power to levy charges on mobile-money and electronic-payment traffic (2026-08)",2021-03-25-guinea-decret-d-2021-092-prg-sgg-transactions-electroniques,,"Electronic-commerce providers must hold a .gn or .com domain, a dedicated site and a secured transaction facility, and price in Guinean francs inclusive of taxes and delivery. The 8-page artefact is image-only, so every provision is the agency's summary."
GIN-gov.legislate-cnp,GIN,gov.legislate,Governance,instrument,Conseil National de Paiement,Planned,2026-07-31,To be created under WARDIP; at terms-of-reference stage,,No change,Does not exist,Does not exist,2026-07-31-guinee-bcrg-projets-reformes-dsmp,,Same undated BCRG register as the payment systems law.
GIN-gov.legislate-parn,GIN,gov.legislate,Governance,instrument,Digital Analysis and Regulation Platform (PARN),Planned,2026-05-26,Created by the decree of 21 May 2026 to monitor foreign digital services,,Advanced,Did not exist,Created by decree; not on record as operating,2026-05-26-ecofin-guinea-3pct-tax-foreign-digital-services,,
GIN-gov.legislate-rcn,GIN,gov.legislate,Governance,instrument,Digital Compliance Fee (RCN) on foreign digital services,"Enacted, six-month transition before enforcement",2026-05-26,Decree signed 21 May 2026,,Advanced,Did not exist,"3% flat rate for twelve months, then 1.5-7% by service category; exemption below 250m GNF of annual taxable revenue",2026-05-26-ecofin-guinea-3pct-tax-foreign-digital-services,,"250m GNF is given in the source as roughly US$28,600 (2026-05)."
