title,publisher,author,published,date_precision,places,topics,entities,ingested,url
Malloron Nair utilise l'IA pour automatiser la gestion des PME,wearetech.africa,,2026-09-10,day,ZAF,tech.ai; tech.innovate,disraptor,2026-09-10,https://www.wearetech.africa/fr/fils/tech-stars/malloron-nair-utilise-l-ia-pour-automatiser-la-gestion-des-pme
Jacob Pinkus transforme une bague en outil de paiement sécurisé,wearetech.africa,,2026-09-10,day,ZAF,dpi.pay; tech.innovate,vezopay,2026-09-10,https://www.wearetech.africa/fr/fils/tech-stars/jacob-pinkus-transforme-une-bague-en-outil-de-paiement-securise
South Africa is rebuilding the machinery behind its payments system,TechCabal,,2026-09-10,day,ZAF,dpi.pay; gov.legislate,sarb; payshap,2026-09-10,https://techcabal.com/2026/09/10/south-africa-payments-system-changes/
SAPS wants to deploy AI bodycams with facial recognition,TechCentral,,2026-09-10,day,ZAF,gov.protect; tech.ai,saps; sita,2026-09-10,https://techcentral.co.za/saps-bodycam-tender-facial-recognition/285986/
Sentech trims losses but remains in the red,ITWeb South Africa,,2026-09-10,day,ZAF,infra.connect; tech.industry,sentech,2026-09-10,https://www.itweb.co.za/article/sentech-trims-losses-but-remains-in-the-red/lLn147mQ8p57J6Aa
MTN turns to AI to catch gigabyte thieves,ITWeb South Africa,,2026-09-10,day,ZAF,tech.ai; infra.cybersec,mtn-group,2026-09-10,https://www.itweb.co.za/article/mtn-turns-to-ai-to-catch-gigabyte-thieves/8OKdWMDXLVkMbznQ
Lesaka turns first profit since its Net 1 rebrand,ITWeb South Africa,,2026-09-10,day,ZAF,dpi.pay; tech.industry,lesaka-technologies,2026-09-10,https://www.itweb.co.za/article/lesaka-turns-first-profit-since-its-net-1-rebrand/Olx4z7kaLGoq56km
"AWS puts $2.3bn behind Africa's cloud, AI future",ITWeb South Africa,,2026-09-10,day,ZAF; XAF,infra.store; geopol.usa; capacity.training,amazon-web-services,2026-09-10,https://www.itweb.co.za/article/aws-puts-23bn-behind-africas-cloud-ai-future/PmxVE7KEYWxqQY85
"GovTech 2026: SA marks 20 years, pushes digital sovereignty in Durban",The Citizen,,2026-09-10,day,ZAF,dpi.govtech; gov.policy,sita; department-of-communications-and-digital-technologies-south-africa,2026-09-10,https://www.citizen.co.za/lifestyle/technology/govtech-2026-sa-marks-20-years-pushes-digital-sovereignty-in-durban-video/
South Africa rejects blanket social media age verification for under-16s,Biometric Update,,2026-09-10,day,ZAF,gov.legislate; dpi.id,department-of-communications-and-digital-technologies-south-africa,2026-09-10,https://www.biometricupdate.com/202609/south-africa-rejects-blanket-social-media-age-verification-for-under-16s
Injini lance un programme pour soutenir 12 start-up en Afrique australe,wearetech.africa,,2026-09-09,day,ZAF; XSA,tech.innovate; capacity.training; tech.ai,injini,2026-09-09,https://www.wearetech.africa/fr/fils/breves/breves-simple/injini-lance-un-programme-pour-soutenir-12-start-up-en-afrique-australe
Africa doesn’t need to build the next ChatGPT to win the AI race,TechCabal,,2026-09-09,day,ZAF; XAF,tech.ai; tech.industry,4sight-holdings; abb-group,2026-09-09,https://techcabal.com/2026/09/09/africa-doesnt-need-to-build-the-next-chatgpt-to-win-ai-race/
Individual consultancy to develop the National Strategy for Development of Statistics (NSDS) of South Africa - BW-SADC-563161-CS-INDV,SADC Secretariat,,2026-09-09,day,ZAF,data.statistics; gov.policy,sadc; world-bank,2026-09-10,https://www.sadc.int/procurement-opportunities/individual-consultancy-develop-national-strategy-development-statistics-0
"Shein, Temu forced to rethink SA e-commerce playbook",ITWeb South Africa,,2026-09-09,day,ZAF,gov.policy,shein; temu,2026-09-09,https://www.itweb.co.za/article/shein-temu-forced-to-rethink-sa-e-commerce-playbook/Pero3qZ365PvQb6m
Coalition warns new rules risk crypto catastrophe,ITWeb South Africa,,2026-09-09,day,ZAF,gov.legislate; dpi.pay,valr; luno; south-african-reserve-bank; national-treasury-south-africa,2026-09-09,https://www.itweb.co.za/article/coalition-warns-new-rules-risk-crypto-catastrophe/KzQenvjyjbbqZd2r
