row_id,place,subject,section,name,what_would_settle_it,probe_at,disposition
UGA-infra.connect-retail-broadband-data-price,UGA,infra.connect,Infrastructure,Retail broadband and data price series,"a UCC internet bundle price comparison, or a dated A4AI or ITU price-per-GB figure for Uganda",,
UGA-infra.connect-spectrum-assignment-5g-licensing,UGA,infra.connect,Infrastructure,Spectrum assignment and 5G licensing,a UCC spectrum award notice or a National Radio Frequency Plan,,
UGA-infra.store-data-centre-installed-capacity,UGA,infra.store,Infrastructure,National data-centre installed capacity,a UCC or NITA-U facility register with MW or rack counts,,
UGA-infra.energy-grid-power-at-backbone,UGA,infra.energy,Infrastructure,Grid power at national backbone sites,a NITA-U or energy-ministry statement of how many backbone points of presence are grid-connected,,
UGA-infra.capacity-ict-cybersecurity-workforce-baseline,UGA,infra.capacity,Infrastructure,National ICT and cybersecurity workforce baseline,"a UCC or NITA-U ICT skills survey, or a named certified-professional count",,
UGA-infra.cybersec-computer-emergency-response-team,UGA,infra.cybersec,Infrastructure,National computer emergency response team,"the National Information Security Framework 2026 text, which should name the incident-response body and the reporting duty",,
UGA-gov.protect-pdpo-action-election-period,UGA,gov.protect,Governance and regulation,PDPO action on election-period personal-data processing,"any data-protection decision, complaint-register entry or public statement on the January 2026 electoral processing",,
UGA-geopol.eu-eu-uganda-bilateral-digital,UGA,geopol.eu,Governance and regulation,EU-Uganda bilateral digital cooperation instrument,"a Global Gateway country package, an EU-Uganda digital memorandum, or a financing agreement naming Uganda",,
UGA-data.open-open-government-data-policy,UGA,data.open,Governance and regulation,National open government data policy or portal,"a named Ugandan open-data policy, a national data portal with a publication schedule, or a dataset-release instrument",,
UGA-tech.industry-uganda-ict-sector-output,UGA,tech.industry,Artificial intelligence and the technology sector,Uganda ICT sector output and employment series,"a statistics-bureau or UCC sector statistic, or the ICT ministry's development-plan sector targets",,
UGA-geopol.india-india-uganda-technology-relationship,UGA,geopol.india,Artificial intelligence and the technology sector,India-Uganda technology relationship,"a named India-Uganda instrument - a line of credit, a training agreement or a supplier contract with a value",,
UGA-data.statistics-population-housing-census-2024,UGA,data.statistics,Digital public infrastructure,National Population and Housing Census 2024 final report,"a text-extractable copy of the 2024 census final report volume 1, whose body is currently scanned imagery",,
UGA-data.satellite-ugandan-satellite-or-earth,UGA,data.satellite,Digital public infrastructure,Ugandan satellite or Earth-observation programme,"a regional-satellite feasibility contract or cost share, or a Ugandan entry in a named continental launch programme",,
UGA-digital.rural-rural-dpi-service-delivery,UGA,digital.rural,Digital public infrastructure,Rural DPI service delivery programme,"a named last-mile programme with a target - a district-office expansion plan with a costed establishment, or a universal-fund award with a rural service line and a beneficiary count",,
UGA-digital.localgov-subnational-digital-service-systems,UGA,digital.localgov,Digital public infrastructure,Subnational digital service systems,a district or municipal system with a dated statement of what it does and how many people use it,,
UGA-capacity.literacy-digital-literacy-rate,UGA,capacity.literacy,"Inclusion, capacity and finance",National digital-literacy rate,a statistics-bureau or UCC household ICT survey reporting a digital-literacy or digital-skills rate,,
UGA-finance.budget-domestic-state-digital-transformation,UGA,finance.budget,"Inclusion, capacity and finance",Domestic state digital-transformation budget,"a finance-ministry approved estimates or ministerial policy statement volume carrying the vote lines for the ICT ministry, NITA-U and UCC",,
