fy,admin_head_code,admin_head,spending_entity_code,spending_entity,programme_code,programme,sub_programme_code,sub_programme,econ_class,appropriated,revised,actual,audited,exec_vs_voted,exec_vs_revised,baseline_stage,current_stage,scope_confidence,is_transfer,currency,record,programme_line
2024,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,,80000000,,,,,revised,revised,whole,false,XAF,2024-10-30-caf-2024-30-30-33-02-05-120000-6014-11,Section 30 — MINISTERE DES FINANCES ET DU BUDGET
2024,,,,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS,,,,,,,49996000,,,,,revised,revised,whole,false,XAF,2024-10-30-caf-2024-50-50-52-00-43-120000-2446-11,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS
2024,,,,Section 60 — MINISTERE DE LA SANTE ET DE LA POPULATION,,,,,,,20000000,,,,,revised,revised,whole,false,XAF,2024-10-30-caf-2024-60-60-61-00-06-120000-6439-11,Section 60 — MINISTERE DE LA SANTE ET DE LA POPULATION
2024,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,500000000,,,,,revised,revised,unclear,false,XAF,2024-10-30-caf-2024-85-85-88-00-05-120000-6439-11,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2024,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,11250000,,,,,revised,revised,whole,false,XAF,2024-10-30-caf-2024-85-85-88-00-14-120000-2119-11,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2024,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,1300000000,,,,,revised,revised,partial,false,XAF,2024-10-30-caf-2024-85-85-88-00-20-120000-6439-11,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2024,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,50000000,,,,,revised,revised,whole,false,XAF,2024-10-30-caf-2024-85-85-88-00-21-120000-6439-11,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2024,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,100000000,,,,,revised,revised,partial,false,XAF,2024-10-30-caf-2024-85-85-88-00-23-120000-6324-11,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2025,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2024-12-10-caf-2025-30-30-31-00-03-230002-6439-11,Section 30 — MINISTERE DES FINANCES ET DU BUDGET
2025,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2024-12-10-caf-2025-30-30-31-00-68-120000-6693-11,Section 30 — MINISTERE DES FINANCES ET DU BUDGET
2025,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2024-12-10-caf-2025-30-30-33-02-05-120000-6014-11,Section 30 — MINISTERE DES FINANCES ET DU BUDGET
2025,,,,Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2024-12-10-caf-2025-32-32-34-00-00-240012-6013-11,Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE
2025,,,,Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2024-12-10-caf-2025-32-32-34-00-03-240009-6013-11,Section 32 — MINISTERE DE LA FONCTION PUBLIQUE ET DE LA REFORME ADMINISTRATIVE
2025,,,,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2024-12-10-caf-2025-50-50-52-00-43-120000-2446-11,Section 50 — MINISTERE DE LA COMMUNICATION ET DES MEDIAS
2025,,,,Section 60 — MINISTERE DE LA SANTE ET DE LA POPULATION,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2024-12-10-caf-2025-60-60-61-00-06-120000-6439-11,Section 60 — MINISTERE DE LA SANTE ET DE LA POPULATION
2025,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,800000000,,,,,proposed,revised,unclear,false,XAF,2024-12-10-caf-2025-85-85-88-00-05-120000-6439-11,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2025,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,,,,,,proposed,proposed,whole,false,XAF,2024-12-10-caf-2025-85-85-88-00-14-120000-2119-11,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2025,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,1400000000,,,,,proposed,revised,partial,false,XAF,2024-12-10-caf-2025-85-85-88-00-20-120000-6439-11,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2025,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,300000000,,,,,proposed,revised,whole,false,XAF,2024-12-10-caf-2025-85-85-88-00-21-120000-6439-11,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2025,,,,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS",,,,,,,250000000,,,,,proposed,revised,partial,false,XAF,2024-12-10-caf-2025-85-85-88-00-23-120000-6324-11,"Section 85 — MINISTERE DE L'ECONOMIE NUMERIQUE, DES POSTES ET TELECOMMUNICATIONS"
2026,,,,Section 30 — MINISTERE DES FINANCES ET DU BUDGET,,,,,,,,,,,,proposed,proposed,whole,false,XAF,2025-11-18-caf-2026-30-3002601230000xxxx03,Section 30 — MINISTERE DES FINANCES ET DU BUDGET
