indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,Advanced,"A [second public-sector reform strategy](2026-07-30-graphic-npsrs-ii-public-services-full-digitisation) was validated in July and August 2026 on seven pillars, with the identity credential as its spine.","The draft runs to seven pillars, 27 programmes and 135 activities and is expected at cabinet and Parliament by the end of 2026 ([reform strategy](2026-07-30-graphic-npsrs-ii-public-services-full-digitisation)).

It was validated again at a stakeholder workshop on 12 August 2026, one pillar being digitalised public-sector systems, with no text, budget or adoption date published ([validation](2026-08-12-ghana-npsrs-ii-stakeholder-validation)).

Phase-one lessons are stated candidly: delayed fund releases, fragmented coordination and weak performance management ([service delivery](2026-07-30-ghana-public-sector-reforms-tied-to-service-delivery)).",GHA-gov.policy-public-sector-reform-strategy-ii|GHA-dpi.govtech-second-public-sector-reform-strategy
gov.policy--ict-strategy,Advanced,"The [digital economy policy and strategy](2024-01-01-ghana-digital-economy-policy-and-strategy) is the standing instrument, and a [mid-term review sharpened the financed project onto it](2025-12-12-ghana-and-the-world-bank-chart-a-sharper-digital-transformation-path).","The Cabinet-approved [digital economy policy and strategy is the successor to the 2003 policy and runs on four pillars of infrastructure, skills, trust and innovation](2024-01-01-ghana-digital-economy-policy-and-strategy).

2025-09-03 - the minister [launched a national digitalisation study described as a roadmap for the country's digital journey and restated the four pillars](2025-09-03-ghana-showcases-commitment-to-digital-transformation-at-digital-africa-summit); the study itself is not published.

2025-12-09 - a development bank mid-term review mission [concluded with an agreed roadmap sharpening the financed acceleration project onto high-impact activities and aligning it more closely with the national strategy](2025-12-12-ghana-and-the-world-bank-chart-a-sharper-digital-transformation-path). The roadmap is not published either, so what was sharpened is stated and not shown.",GHA-gov.policy-digital-economy-policy-and-strategy
gov.policy--broadband-strategy,Advanced,"A [5G spectrum award](2026-07-16-nca-ghana-rfa-5g-spectrum-licences) is under way on eleven lots and a US$230m reserve, against a 70 per cent coverage target for 2028.","The request covers eleven lots across 700 MHz, 2.3 GHz and 3 GHz on a US$230m aggregate reserve with 15-year licences, amended in seven places by a consolidated response of 31 July 2026 and its deadline moved to 27 August, with no award made ([spectrum award](2026-07-16-nca-ghana-rfa-5g-spectrum-licences), [deadline](2026-08-04-ghana-5g-spectrum-deadline-extended)).

Every licensee must reach 70 per cent of the population on or before 6 March 2027 against the 2021 census, verified at 90 per cent of localities, extension refused outright and the regulator conceding an incumbent meets it substantially from existing deployment ([consolidated response](2026-07-31-nca-ghana-5g-rfa-consolidated-response)); a 40 per cent uplift applies to the dominant operator's 700 MHz and 3 GHz reserve prices, recharacterised in writing as a price rather than a remedy, with the valuation model withheld during a live assignment ([consolidated response](2026-07-31-nca-ghana-5g-rfa-consolidated-response)).

That operator's rural schedule was rewritten from licence-relative years to fixed dates so that buying spectrum does not accelerate an existing commitment: 40 per cent of the rural population by December 2029, 60 per cent by December 2032 and 80 per cent by December 2035 ([rural schedule](2026-07-31-nca-ghana-5g-rfa-consolidated-response)).

The ministry separately projects 70 per cent coverage by the end of 2028 alongside a spectrum-policy review, with no delivery mechanism named ([ministerial projection](2026-08-18-atlfm-ghana-5g-coverage-projection-2028)).",GHA-infra.connect-5g-spectrum-request-for-applications|GHA-infra.connect-seventy-per-cent-population-coverage-obligat|GHA-infra.connect-significant-market-power-spectrum-premium|GHA-infra.connect-5g-coverage-target-2028|GHA-infra.connect-rural-coverage-schedule-for-the-dominant-ope
gov.policy--data-storage-cloud-strategy,Advanced,"Transfer of the [country-code domain to a state registry](2026-01-22 Ghana to take state control of .GH domain to strengthen digital identity) was announced in January 2026, with automatic assignment to newly registered businesses.","The domain has been privately managed since 1996 and no transfer had been proposed before ([announcement](2026-01-22 Ghana to take state control of .GH domain to strengthen digital identity)).

No instrument, date or transfer step is on record, and the base holds no cloud or data-storage policy of any kind beside it, so a naming registry is the whole of the sovereignty-over-infrastructure record.",GHA-infra.connect-transfer-of-the-country-code-domain-to-state
gov.policy--data-interoperability-framework-roadmap,"No change, the framework has stood as a draft for stakeholder review with no approval on record","The [interoperability framework](2022-01-01-ghana-egovernment-interoperability-framework-egif) is the whole-of-government instrument and is labelled a draft for stakeholder review, with no approval held.","The technology agency's [whole-of-government interoperability instrument updates an ineffectual 2008 predecessor and is labelled a draft for stakeholder review](2022-01-01-ghana-egovernment-interoperability-framework-egif). No formal approval and no operative successor appears anywhere on this ledger.

The document carries no printed date and the held capture stops in its chapter two of twelve, so what it obliges beyond its principles is not established here.

What has moved is around it rather than in it: a government data exchange hub, a data exchange Act and a data harmonisation bill are all separately on this ledger, and none of them is stated to be made under this framework.",GHA-gov.policy-egovernment-interoperability-framework
gov.policy--ai-strategy,Advanced,The [National Artificial Intelligence Strategy 2025-2035](2025-12-01-ghana-national-ai-strategy-2025-2035) was approved in April 2026 and carries a fund of GHS 5bn scaling to GHS 15bn.,"The text was published in December 2025 by the communications ministry and is held in full; it corrects two things launch reporting carried, giving the range as 2025-2035 and the body proposed as an authority rather than an office ([strategy text](2025-12-01-ghana-national-ai-strategy-2025-2035)).

Cabinet approved it in April 2026 and it was launched publicly on 24 April ([launch](2026-04-24-moc-ghana-launches-national-ai-strategy)), the President announcing US$250m for a compute centre and US$20m for implementation, neither of which is the strategy's own GHS 5bn fund ([announcement](2026-04-25-president-unveils-270m-national-ai-strategy-graphic)).

A ten-year implementation plan on measurable annual milestones is being built with United Nations partners, framed against the risk of a shelf document, with no plan text or milestone list on file ([implementation plan](2026-07-30-ghana-10-year-ai-implementation-roadmap)).",GHA-gov.policy-national-ai-strategy-2023-2033|GHA-tech.ai-national-ai-strategy-document|GHA-gov.policy-national-ai-implementation-plan
gov.policy--data-localisation-policies,Advanced,"A [draft replacement data-protection Act](2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026) published during 2025 would require domestic storage of data critical to national security and of sensitive personal data.","The draft would cover civil registration data and sensitive categories including children's, biometric, health and genetic data ([draft Act](2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026)).

It is known only from a third-party roundup, with no draft text and no month within 2025 established, and no localisation instrument is in force.",GHA-gov.protect-draft-data-protection-act-2025
gov.policy--data-governance-policy,No change,The [National Data Strategy](2024-07-02 Ghana develops its National Data Strategy with Smart Africa and Team Europe) was validated in July 2024 and nothing has followed in the two years since.,"European partners enabled the strategy and a national validation workshop was held on 2 July 2024, since when no adoption, publication or implementation step is on file ([validation workshop](2024-07-02 Ghana develops its National Data Strategy with Smart Africa and Team Europe)).

The silence is the finding: a strategy validated with donor support and then left is a different thing from one still being written, and the base cannot distinguish abandonment from delay.",GHA-gov.policy-national-data-strategy
gov.policy--open-data-policy,"No change, a fourteen-year-old initiative whose policy is still described as being finalised","The [open data initiative dates to 2012](2026-08-29-about-ghana-open-data-initiative) and its national data sharing policy, drafted under a 2018-2019 revamp, is still described as being finalised.","The [initiative dates to 2012 and is led by the technology agency; a draft national data sharing policy incorporating open data was produced under a 2018-2019 revamp and is still described as being finalised](2026-08-29-about-ghana-open-data-initiative). The draft policy itself failed to fetch twice and is not held, so the agency's own description is what stands.

2026-03 - the statistical service [announced an upgraded public statistics catalogue for release that month, with improved discovery, navigation and exploration tools](2026-03-01-statsbank-2-0-release).

A catalogue upgrade is not a policy. No dataset count, licence, publication schedule or reuse figure for the initiative appears on this ledger.",GHA-data.open-national-open-data-instrument
gov.legislate--data-protection-legislation,No change,"The [Data Protection Act 2012](2026-02-27-minister-data-protection-foundation-techreview) is in force and unamended, with a draft replacement published during 2025 and not enacted.","The 2012 statute remains the sole general data-protection law, reaching controllers and processors rather than the data-broker layer an operator names as the source of leaks ([the Act](2026-02-27-minister-data-protection-foundation-techreview)).

A replacement was drafted and published during 2025 and has not been enacted ([draft replacement](2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026)).

Fourteen years after commencement the base holds no amendment, no commencement instrument for a successor and no parliamentary timetable.",GHA-gov.protect-data-protection-act-2012|GHA-gov.protect-draft-data-protection-act-2025
gov.legislate--cybersecurity-legislation,Advanced,"The [Cybersecurity Act 2020](2020-12-29-ghana-cybersecurity-act-2020-act-1038) produced its first published penalties in August 2026, three totalling GH¢720,000, of which two are already unsettled.","The Act establishes the cyber security authority and a fund, provides for designation, registration and compliance audit of critical information infrastructure, and licenses cybersecurity service providers, with no licence register, designation list or enforcement record held before this month ([the Act](2020-12-29-ghana-cybersecurity-act-2020-act-1038), [in application](2026-07-01-bank-of-ghana-digital-credit-services-faqs)).

The authority fined the companies registrar GH¢240,000 for engaging an unlicensed provider and that provider GH¢120,000 for operating without a licence ([first penalties](2026-08-13-ghana-csa-fines-orc-gh-240-000-over-unlicensed-cybersecurity-provider)).

The registrar contests its sanction as premature and procedurally unfair, dating its procurement to a commitment authorisation of 28 November 2025 and a tender advertised on 4 December and evaluated on 22 December, before the directive it is said to have breached, and has asked the Attorney-General to intervene ([challenge](2026-08-18-citi-orc-challenges-csa-sanction-attorney-general)).

The largest penalty, GH¢360,000 against an accounting firm's Ghana practice, was announced and declared satisfactorily resolved in a joint statement the same day, with no statement of whether it was paid, reduced or withdrawn ([penalty](2026-08-18-ghana-csa-fines-ey-ghana), [resolution](2026-08-19-citi-newsroom-ey-ghana-csa-resolve-licensing-issues)).",GHA-infra.cybersec-cybersecurity-act-2020|GHA-infra.cybersec-cybersecurity-act-enforcement|GHA-gov.protect-cybersecurity-act-enforcement
gov.legislate--legislation-covering-digital-id,Advanced,[Amendment regulations in force from June 2026](2026-03-27-ghana-li-2523-national-identity-register-amendment-regulations-2026) make biometric-only verification law and bar visual inspection and photocopying of the card.,"The regulations were signed on 2 March 2026, gazetted on 27 March and came into force on 9 June, with penalties running to 2,000 penalty units for an organisation ([regulations](2026-03-27-ghana-li-2523-national-identity-register-amendment-regulations-2026)); the gazetted artefact is an image scan with no text layer, so the regulation is not machine-readable ([regulations](2026-03-27-ghana-li-2523-national-identity-register-amendment-regulations-2026), [agency statement](2026-07-16-nia-li-2523-biometric-verification-press-release)).

A fee schedule made under separate 2025 regulations took effect on 2 February 2026: first registration free below 25 and GH¢30 at 25 and over, replacement GH¢200 and record updates free, across 276 district offices, the agency stating it was approved by Parliament rather than introduced by the agency ([fees](2026-08-19-myjoyonline-nia-revised-ghana-card-fees-parliament-approval)).",GHA-dpi.id-national-identity-register-amendment-regulat|GHA-dpi.id-ghana-card-fee-schedule
gov.legislate--digital-payments-legislation,Advanced,"The [Virtual Asset Service Providers Act 2025](2026-08-02-ghana-upsa-roundtable-regulating-digital-assets) passed in December 2025, and a digital banking framework is complete and awaiting consultation.","Before it there was no statute, against more than 3 million virtual-asset users and over 100 service providers recorded in a July 2025 registration exercise, with regulated institutions directed not to facilitate virtual-asset activity at all ([policy position](2025-11-01-bank-of-ghana-policy-position-virtual-assets-service-providers)).

On the regulator's account the Act is risk-based and technology-neutral, splits supervision between the central bank and the securities regulator by activity, attaches licensing to the service rather than to holding, excludes virtual assets from deposit protection and from invoicing, pricing and wages, and provides transition arrangements; the licensing requirements are still being built ([the Act](2026-08-02-ghana-upsa-roundtable-regulating-digital-assets), [questions answered](2026-02-01-bank-of-ghana-virtual-asset-service-providers-act-faqs)).

The gazetted text is not held, so every characterisation is the central bank's own. A digital banking framework with comprehensive draft guidelines is complete and awaiting stakeholder consultation, with no date ([framework](2026-07-16-bog-new-digital-banking-framework-myjoy)).",GHA-gov.legislate-virtual-asset-service-providers-act-2025|GHA-gov.legislate-digital-banking-framework
gov.legislate--legislation-enabling-data-interoperability,Advanced,A [data harmonisation bill](2025-10-23-data-harmonisation-bill-2025-consultation-graphic) was consulted on in November 2025 and a separate data exchange Act was named in July 2026; neither has been laid.,"The harmonisation bill went to public consultation from 19 to 27 November 2025 and would make the information technology agency both regulator and technical enforcer of the standards; it was renamed an Act in the July 2026 artificial-intelligence plan and has not been laid before Parliament ([bill](2025-10-23-data-harmonisation-bill-2025-consultation-graphic)).

The ministry names a data exchange Act as a statute distinct from harmonisation, carrying interoperability and inter-agency sharing, with no draft or timetable ([exchange Act](2026-07-30-ghana-10-year-ai-implementation-roadmap)).

Two instruments have been named for the same problem and neither exists as a text the base can read.",GHA-gov.legislate-data-harmonisation-bill|GHA-gov.legislate-data-exchange-act
gov.legislate--ai-legislation-regulations,Advanced,"An [emerging technologies bill](2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026) is the chosen vehicle instead of a standalone artificial-intelligence Act, and the oversight body it needs does not exist.","The draft would create an emerging-technologies agency for cross-functional compliance across artificial intelligence, blockchain, connected devices, cloud and quantum, with voluntary startup registration, and was to be laid before Parliament in 2026; no text is held ([bill](2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026)).

A responsible artificial-intelligence body was proposed at a national consultation in April 2025 and provided for in the launched strategy within its first year, and sixteen months after first proposal it has no establishing instrument, budget or staff ([oversight body](2026-04-25-president-unveils-270m-national-ai-strategy-graphic)).

Sources differ on whether it is one body or an authority plus a ministry office ([consultation](2026-02-28-ai-strategy-knust-leadership-myjoy), [approval](2026-04-03 Ghana approves $250M AI Hub & National AI Strategy)).

A third draft would overhaul the 2008 law governing the information technology agency, licensing every technology business, certifying professionals, regulating artificial intelligence and blockchain, levying 1 per cent on services and splitting the agency's regulatory and commercial arms ([agency bill](2026-07-16-nita-split-regulatory-commercial-myjoy)); the minister's answer to critics is that detail comes in a later legislative instrument ([agency bill](2026-07-16-nita-split-regulatory-commercial-myjoy), [critics](2026-05-26-tech-consultant-questions-15-digital-bills-myjoy), [response](2026-05-30-nita-bill-sam-george-responds-critics-myjoy)).",GHA-gov.legislate-emerging-technologies-bill|GHA-gov.policy-responsible-ai-oversight-body|GHA-gov.legislate-information-technology-agency-bill
gov.legislate--e-commerce-legislation,Advanced,"An [electronic transactions bill](2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026) dated October 2025 would mandate age verification, ban targeted advertising to children and impose duties on very large platforms.","The draft is published on the ministry's site and would replace the 2008 Act, requiring risk assessments and semi-annual transparency reports from very large platforms ([draft bill](2026-01-11 The Year of the Teeth Data Protection in Africa Roundup, 2025, Projections for 2026)).

The 2008 Act remains the standing baseline until it is enacted, and no parliamentary date is held.",GHA-gov.legislate-electronic-transactions-bill-2025
gov.legislate--statistics-legislation,Advanced,The [2019 statute is still the governing statistics law](2019-09-27-statistical-service-act-2019) and a [stakeholder engagement opened on a replacement bill in July 2026](2026-07-26-gss-engages-key-stakeholders-on-statistics-ghana-bill-2026).,"The founding statute [came into force on 27 September 2019, establishing the statistical service as the central statistics-producing and co-ordinating institution for the national statistical system and repealing the 1985 law](2019-09-27-statistical-service-act-2019); the service's own page carries it as the [currently governing framework](2026-08-29-ghana-statistical-service-statistical-service-act).

2026-07-26 - the service [opened a stakeholder engagement with ministries, development partners, civil society and academia on a proposed replacement bill](2026-07-26-gss-engages-key-stakeholders-on-statistics-ghana-bill-2026). It is a consultation: no bill is shown as introduced, read or passed, and no draft text is held.

The held capture of the Act itself stops at section 19 of a longer statute, so its offences and miscellaneous provisions are not on the base.",GHA-gov.legislate-statistical-service-act
gov.legislate--access-to-information-legislation,Advanced,"The information commission [fined 254 public bodies GHS 20,000 each](2026-08-05-ghana-rti-commission-fines-254-public-institutions) in August 2026 for failing to file their mandatory annual reports.","The fines were imposed under section 77(1) of the 2019 Act after reminders published in the Gazette, and the sanction count is the commission's own ([fines](2026-08-05-ghana-rti-commission-fines-254-public-institutions)).

No collection figure, appeal outcome or compliance rate is published, so whether the fines were paid is not established, and the enforcement action itself is the only measure of the regime the base holds.",GHA-gov.legislate-rti-act
gov.protect--data-protection-authority,Advanced,"The regulator declared [2026 a year of enforcement](2026-01-26-dpc-crackdown-2026-enforcement-myjoy), brought a fee schedule into force and bought field vehicles, and has still published no fine.","It operates from a single head office with a size-banded fee schedule in force from 2 February 2026, two field-enforcement vehicles bought from internally generated funds, and regional offices intended in five regions by the end of 2026 with none yet opened ([vehicles](2026-08-21-ghana-news-data-protection-commission-acquires-vehicles-boost)).

Children's data, health data and national-security-relevant data are the named enforcement priorities ([enforcement year](2026-01-26-dpc-crackdown-2026-enforcement-myjoy)), and a new governing board was sworn in tasked with a national data-governance framework ([board](2025-08-01-ghana-new-data-protection-board-techafricanews)).

Twelve months on, no fine, prosecution or registered-controller count has been published and the only quantities published are awareness ones ([enforcement record](2026-01-27-deputy-minister-data-protection-collaboration-myjoy)).

An upgrade of the regulator to an authority was announced in August 2025 with no bill, timetable or further mention in the twelve months since ([upgrade](2025-08-01-ghana-new-data-protection-board-techafricanews)).",GHA-gov.protect-data-protection-commission|GHA-gov.protect-data-protection-enforcement-actions|GHA-gov.protect-upgrade-of-the-data-protection-regulator-to
gov.protect--national-data-protection-readiness,Regressed,An [amendment sent to Parliament](2025-08-27-ghana-restructure-nia-law-enforcement-biometricupdate) would grant security agencies defined access to the biometric citizen database and place the identity agency under the interior ministry.,"The amendment was reported sent to Parliament in August 2025 ([amendment](2025-08-27-ghana-restructure-nia-law-enforcement-biometricupdate)).

The base carries nothing after that date despite the civil-liberties objections it drew, so neither passage nor withdrawal is established, and the access it would create has no published safeguard, oversight body or logging requirement attached to it.",GHA-gov.legislate-identity-agency-act-amendment
gov.regional--regional-policy-collaboration,Advanced,A joint venture was signed in Accra to build the continental digital trade corridor ([agreement](2026-08-31-afcfta-quest-ghana-digital-trade-corridor)).,"The continental trade secretariat and a Ghanaian technology company signed a joint venture in Accra on 31 August 2026 to establish a digital trade corridor to facilitate, track and settle cross-border transactions ([agreement](2026-08-31-afcfta-quest-ghana-digital-trade-corridor)), pitched as ending the routing of African payments through third countries ([remarks](2026-09-01-mydailynewsonline-afcfta-dtc-mene-cost-reduction)). It is a signed venture, not a system in service.

The fifteenth Africa Internet Governance Forum runs at Accra from 2 to 5 November 2026 with youth, parliamentarian and preparatory tracks and a regional school on internet governance; session times, venues and speakers were unpublished when the schedule was read ([forum schedule](2026-08-23-afigf-2026-accra-event-schedule)).

The communications ministry partnered a policy-intelligence platform in August 2026 to bring regulatory-analysis tools to the artificial-intelligence strategy, data-governance work and the coders programme, with no funding, duration or deliverables stated ([partnership](2026-08-10-ghana-ministry-digital-policy-alert-partner-digital-governance)).

A Malawian delegation came to Accra to structure digital-government cooperation under which more than a dozen Ghanaian technology companies would help build its systems, the identity card cited as the reference at more than 19 million holders ([delegation](2026-08-25-malawi-ghana-digital-government-support-biometricupdate)), and the cyber security authority reports discussions with the British High Commission on cyber-enabled crime, child online protection and capacity building ([discussions](2026-08-25-ghana-uk-cybersecurity-cooperation)).",GHA-gov.regional-afigf-2026-host|GHA-gov.regional-digital-policy-alert-partnership|GHA-gov.regional-malawi-digital-government-cooperation|GHA-gov.regional-uk-cybersecurity-cooperation|GHA-gov.regional-afcfta-digital-trade-corridor
