indicator_id,progress,summary,developments,row_ids
gov.policy--digital-transformation-strategy,"Mixed, the digital agency's board was seated seven years after the strategy designed it while the strategy itself is unrevised and its measurement body has never been created","The [2028 strategy is unrevised and still the stated delivery frame](2026-07-27-km-anaden-conseil-administration), while the [agency's board was seated in July 2026](2026-07-30-gazette-comores-anaden-bureau-conseil-administration).","The strategy has been [in force since December 2018 with six axes and thirteen strategic orientations costed at KMF 52,995,160,485](2018-12-01-comores-strategie-comores-numerique-2028), and no mid-term review, revision or successor is on file.

2026-07 - the agency [held its first board session, members having been named by decree of 11 June 2026, adopting rules of procedure, electing a bureau and examining the 2026 action plan](2026-07-27-km-anaden-conseil-administration), the [bureau's composition reported separately](2026-07-30-gazette-comores-anaden-bureau-conseil-administration). It had operated without constituted governance organs until then.

The [observatory designed in the same strategy as one of three bodies still does not exist, its establishment now to be paid for by an external loan with no domestic appropriation](2026-03-12-com-bid-avis-general-passation-marches-e-gouvernement-anaden) - the sector-measurement body whose absence is why no Comorian connectivity indicator series exists.",COM-gov.policy-strategie-comores-numerique-2028|COM-gov.policy-digital-agency-board-of-directors|COM-gov.policy-observatoire-national-du-numerique
gov.policy--ict-strategy,Stalled,"The digital code's [own 2024 adoption target passed with nothing adopted](2021-03-04-com-anaden-avancees-code-numerique), and nothing since 2021 re-dates it.","The code was [recorded in March 2021 as not adopted, with a 2024 target already at risk](2021-03-04-com-anaden-avancees-code-numerique). That target passed and the code is still not adopted, checked at 2026-08-04.

The target was set by the digital agency itself, and nothing since 2021 records the programme as abandoned or re-dated. The whole legislative position for this country is known through one agency account five years old, which is why the staleness is the finding rather than any particular status.",COM-gov.legislate-code-numerique
gov.legislate--data-protection-legislation,No change,"The [2021 data protection law is in force, aligned to the European regulation, with the national authority still not constituted](2025-07-23 Review of the Comoros Data Protection Law).","The law was [enacted on 29 June 2021, is extraterritorial, requires seventy-two-hour breach notification and a mandatory data-protection officer and carries full data-subject rights, with the national authority not constituted](2025-07-23 Review of the Comoros Data Protection Law).

Nothing moved. The authority's non-existence was [restated in a procurement notice of 12 March 2026](2026-03-12-com-bid-avis-general-passation-marches-e-gouvernement-anaden). The statute is held only through an analyst review and is cited as analysis; its own text is not held, so what a Comorian controller must actually do is not checkable from anything on file.",COM-gov.protect-protection-of-personal-data-law
gov.legislate--cybersecurity-legislation,No change,[Loi n 21-012/AU was promulgated on 18 January 2022](2022-01-18-com-decret-22-003-pr-loi-cybersecurite-cybercriminalite); [cybercrime sits separately at articles 449 to 505 of the penal code](2021-03-04-com-anaden-avancees-code-numerique).,"The base's position on this indicator was wrong and is corrected here. The cybersecurity law was [adopted by the Assembly on 25 June 2021 and promulgated by decret n 22-003/PR on 18 January 2022; its own text defines cybersecurity, cybercrime, critical infrastructure and the supervisory commission, sets its scope at articles 1 to 4 and carries an offence and penalty regime covering illegal access, data and system integrity and fraud](2022-01-18-com-decret-22-003-pr-loi-cybersecurite-cybercriminalite). It had been recorded as drafted and not enacted, on a [2021 agency account written before promulgation](2021-03-04-com-anaden-avancees-code-numerique).

The [penal code, promulgated in February 2021, separately covers technology-specific offences, online intellectual-property infringement and service-provider liability at articles 449 to 505](2021-03-04-com-anaden-avancees-code-numerique).

Nothing moved in the window. No implementing decree, prosecution, caseload or enforcement figure is on file at either end.",COM-gov.legislate-cybersecurity-law|COM-gov.legislate-cybercrime-provisions-of-the-penal
gov.legislate--e-commerce-legislation,No change,"The [e-commerce law is still to be drafted](2021-03-04-com-anaden-avancees-code-numerique), and no [electronic-signature instrument exists](2018-12-01-comores-strategie-comores-numerique-2028).","The e-commerce law was [recorded as still to be drafted in March 2021 and is unchanged](2021-03-04-com-anaden-avancees-code-numerique), as is a [revised public procurement code for procurement conducted electronically, drafted and not enacted, with no procurement platform on record](2021-03-04-com-anaden-avancees-code-numerique).

An electronic-signature instrument was [named as a legal vacuum by the state's own 2018 strategy](2018-12-01-comores-strategie-comores-numerique-2028) and none is on file at 2026-08-04 - the last of six gaps the state itself named in 2018 that the base cannot show closed. Without a signature instrument, none of the paperless procedures being procured elsewhere in this report has a legal basis for the act it would replace.",COM-gov.legislate-e-commerce-law|COM-gov.legislate-electronic-signature-instrument|COM-gov.legislate-revised-public-procurement-code-for
gov.protect--data-protection-authority,"No change, a stand-up consultancy has now been procured","The authority is [still not created five years after the statute, its establishment financed entirely by external lenders](2026-03-12-com-bid-avis-general-passation-marches-e-gouvernement-anaden).","It has been [provided for in law since 29 June 2021 and never constituted](2025-07-23 Review of the Comoros Data Protection Law).

2026-03-12 - [institutional capacity and a stand-up consultancy were procured under the e-government project, with submissions open to 12 March 2027 and no domestic appropriation attached](2026-03-12-com-bid-avis-general-passation-marches-e-gouvernement-anaden); creating the authority is also a [stated component of the continental bank's digitisation project](2024-10-06 Comoros to implement digital govt program with AfDB grant (Digitization of the Comorian Economy)).

Five years from statute to procurement notice, with no operating date on file and the supervisor of Comorian personal data to be paid for by two foreign lenders.",COM-gov.protect-national-personal-data-protection-authority
gov.regional--regional-policy-collaboration,Advanced,A [programme for African island economies launched in July 2026](2026-07-24-auda-nepad-island-economies-programme-launch) with digital transformation among six pillars.,"2026-07-24 - the programme was [launched at an Abidjan ministerial segment with a 2026-2031 roadmap covering the seven African island states, digital transformation one of six pillars and digital public infrastructure, artificial intelligence and automation named as its accelerators](2026-07-24-auda-nepad-island-economies-programme-launch).

Ministers adopted a communique committing to it, and it is advanced with a bilateral partner, a development bank, the regional economic communities and the Indian Ocean Commission. No Comorian component, financing figure or national milestone is stated, so nothing on file says what this country undertakes under it.",COM-gov.regional-programme-for-african-developing-island
gov.standards--national-quality-standards,Stalled,"The [2024 quality-of-service audit is still the only edition](2024-11-01-com-anrtic-audit-qualite-de-service-2024), and the [regulator has never published a statutory annual report](2025-07-17-com-anrtic-decision-25-001-catalogue-acces-comores-cables-2025-2026).","The [2024 audit measured both operators against twenty-three quality indicators over three months and was presented at a Moroni workshop, with a quarterly bulletin requested by the minister and none produced](2024-11-01-com-anrtic-audit-qualite-de-service-2024). Its finding was coverage gaps requiring operators to redouble their efforts, and eight years after market liberalisation it is the first published quality measurement in the base. No 2025 or 2026 audit and no quarterly bulletin is on file.

An annual activity report has been [required by statute since promulgation on 2 February 2024](2024-02-02-com-decret-24-003-pr-promulgation-loi-23-024-au-communications-electroniques), and the [regulator's own site states that none has yet been published](2025-07-17-com-anrtic-decision-25-001-catalogue-acces-comores-cables-2025-2026) - an empty series the regulator states itself.",COM-gov.standards-regulator-mobile-quality-of-service|COM-gov.standards-regulator-statutory-annual-activity-report
gov.standards--adoption-of-international-standards,No change,"The [country-code domain registry has sat in a stated transitional arrangement for fifteen months](2025-05-12-cctld-km-transfer-anaden-registry-lagazette), re-delegation incomplete.","The registry [transferred from the incumbent operator to the digital agency overnight on 6 to 7 May 2025 under a ministerial order of 29 September 2024](2025-05-08-cctld-km-transfer-comores-telecom-to-anaden-alwatwan), with [physical equipment still hosted at the incumbent and re-delegation to the international body pending](2025-05-12-cctld-km-transfer-anaden-registry-lagazette).

Unchanged: the re-delegation is not recorded as completed and the announced online registration platform is not recorded as deployed. Fifteen months in a stated transitional arrangement, and both accounts derive from the same agency communique, so the country's own top-level domain is described by one source and confirmed by none.",COM-gov.standards-country-code-top-level-domain
gov.discourse--non-governmental-contribution-to-national-policy,Advanced,A [first national artificial-intelligence forum was held at Moroni in April 2026](2026-04-01-premier-forum-intelligence-artificielle-alwatwan) under ministry patronage.,"2026-04 - the [first edition was held on the theme of digital inclusion under ministry patronage, with the digital agency, the regulator, the technology association and the university taking part](2026-04-01-premier-forum-intelligence-artificielle-alwatwan).

No second edition, communique or follow-up instrument is held. The minister called it a starting point, and nothing on file says it produced anything. It is the only convening on digital policy the base records for this country in the window, and the non-state participants are a professional association and a university rather than civil society.",COM-tech.ai-national-artificial-intelligence-forum
