row_id,place,subject,section,kind,name,status,published,milestone,since,movement,position_start,position_end,sources,probe_at,note
BWA-infra.connect-bofinet-internet-gateway-upgrade,BWA,infra.connect,Infrastructure,instrument,BoFiNet internet gateway upgrade,Implemented,2025-04-16,P100m spent; the Gaborone exchange point relocated,2025-04-16,No change,"P100m upgrade complete: metro networks replaced in Gaborone and Francistown, London and Johannesburg exchange equipment upgraded (2025-04-16)",Unchanged; no further gateway investment on file at 2026-08-06,2025-04-16-bofinet-invests-p100m-internet-gateway,,held its position at the window's start and did not move through it
BWA-infra.connect-bofinet-local-access-projects-2025-26,BWA,infra.connect,Infrastructure,instrument,BoFiNet Local Access Projects 2025/26,Implemented,2026-08-14,"Completed, reported 2026-08-14",,Baseline not held,Baseline not held,"Completed at P43m, extending fibre to Moshupa, Ramotswa/Taung and Thamaga and connecting 191 customers — 68, 66 and 57 respectively — with 210 construction jobs created",2026-08-14-bofinet-completes-p43m-fibre-project-connects-three-botswana-villages,,
BWA-infra.connect-btc-rural-satellite-connectivity,BWA,infra.connect,Infrastructure,instrument,BTC rural satellite connectivity programme,Implemented,2025-11-28,"61 villages connected, 105 further areas in progress",,Baseline not held,,"61 rural villages connected — schools, clinics and community centres — with 105 areas in process; no update on file since",2025-11-28-btc-satellite-connectivity-61-villages-itweb,,announced with half-year results to 2025-09-30
BWA-infra.connect-internet-penetration,BWA,infra.connect,Infrastructure,measure,Internet penetration,,2025-11-26,End-2025 estimate,,Baseline not held,,"2.09m users, 81.4% penetration (end-2025)",2025-11-26-botswana-digital-priorities-minister-tshere-wearetech,,"a reference-study figure; the regulator is separately reported at about 73% three weeks earlier, and the two are unreconciled in the base"
BWA-infra.connect-mtc-namibia-bofinet-cross,BWA,infra.connect,Infrastructure,instrument,MTC Namibia and BoFiNet cross-border fibre memorandum,Implemented,2026-08-10,Gobabis-Buitepos fibre completed and interconnected with BoFiNet at Charles Hill,,Advanced,No agreement on file (2025-08),"Delivered on its first leg: MTC has completed the Gobabis-Buitepos fibre link, now interconnecting with BoFiNet at Charles Hill, which the two sides describe as the first direct cross-border fibre link between the operators. The remaining 4G gaps along the Trans-Kalahari Corridor are costed at about N$52 million across 13 new sites",2026-08-10-namibia-botswana-trans-kalahari-4g-mou|2026-02-18-mtc-namibia-bofinet-cross-border-fibre-mou-techafricanews,,"no capacity, commissioning date or traffic figure is published for the link, and the Buitepos-Ngoma corridor beyond it is not reported delivered"
BWA-infra.connect-fibre-network-length,BWA,infra.connect,Infrastructure,measure,National fibre network length,,2026-03-09,Stated by the minister at a policy dialogue,,Baseline not held,,"About 16,000 km of fibre laid, linking South Africa, Namibia, Zimbabwe and Zambia",2026-03-09-bwa-ict-roadmap-2030-digital-services-act-in-force,,a ministerial statement with no published register behind it
BWA-infra.connect-powertel-paratus-fibre-corridor,BWA,infra.connect,Infrastructure,instrument,Powertel-Paratus fibre corridor,"Implemented, phase 1 only",2026-07-06,Plumtree-Bulawayo section live and carrying traffic,,Advanced,"Public-private agreement signed June 2025, no route carrying traffic",Phase 1 live at 800Gbps equipped on equipment rated over 10Tbps; phase 2 Bulawayo-Livingstone due September 2026,"2026-07-06 Powertel, Paratus Zimbabwe switch on new digital highway",,stated as a Botswana-Zimbabwe-Zambia corridor; the live section is inside Zimbabwe and no Botswana segment is dated
BWA-infra.connect-village-connectivity-project,BWA,infra.connect,Infrastructure,instrument,Village Connectivity Project,Implemented,2026-05-08,"Stated ongoing at an industry congress, May 2026",,Baseline not held,,"Running; no site count, target, budget or completion date published",2026-05-08-botswana-huawei-ict-congress-2026-itweb,,the state names the programme and publishes no figure against it
BWA-infra.store-data-localisation-amendment-data,BWA,infra.store,Infrastructure,instrument,Data-localisation amendment to the Data Protection Act,Planned,2025-11-25,Announced by the minister at the Digital Delta launch,,Advanced,No localisation amendment proposed on file (2025-08),"A stated intention to compel businesses to store data in Botswana; no bill, draft or date on file at 2026-08-06",2025-11-25-govt-moves-to-in-house-local-data,,the Act as in force permits transfer subject to approved-country limits and an in-country copy
BWA-infra.store-digital-delta-data-centre,BWA,infra.store,Infrastructure,instrument,Digital Delta Data Centre,Implemented,2026-05-06,Launched 2025-11-25 after Tier III certification in October 2025,2025-11-25,Advanced,Built but not certified and not launched (2025-08),"In operation, Tier III certified and carrier-neutral, state-owned through BoFiNet, offering storage, hosting and exchange",2025-11-26-digital-delta-data-centre-launch-connectingafrica|2026-05-06-digital-delta-data-centre-improve-public-service-delivery,,"the prior status is inferred from the certification and launch dates, not from a source dated 2025-08"
BWA-infra.store-government-migration-digital-delta,BWA,infra.store,Infrastructure,instrument,Government migration to Digital Delta,In development,2026-05-06,Initial phase targeted for mid-2026,,Advanced,A stated intention to migrate services held at the shared digital services department (2025-11-25),Critical government services migrated; no confirmation on file that the mid-2026 initial phase completed,2026-05-06-digital-delta-data-centre-improve-public-service-delivery|2026-03-09-bwa-ict-roadmap-2030-digital-services-act-in-force,,"a second data centre is stated as planned, with nothing further on file"
BWA-infra.store-kala-data-centre,BWA,infra.store,Infrastructure,instrument,Kala Data Centre,Implemented,2026-08-03,"First full quarter of continuous operation, quarter ended 2026-06-30",,Advanced,"First module delivered and under commissioning, generators en route, no revenue (2025-09-26)","Fully commissioned; revenue described by the company as modest and at proof-of-concept scale; designed for up to 1MW, expansion subject to funding",2026-08-03-itweb-tlou-energy-kala-data-centre-botswana|2025-09-26-kala-data-centre-tlou-energy-itweb,,"the base holds nothing on this facility before 2025-09-26, which is inside the window"
BWA-infra.store-palapye-solar-data-centre,BWA,infra.store,Infrastructure,instrument,Palapye solar data-centre campus,Planned,2025-10-06,Memorandum signed; the campus to sit inside a planned energy hub and industrial park,,Advanced,No agreement on file (2025-08),"Memorandum only, targeted at hyperscale and AI compute; no capacity, cost, site approval or timeline, and nothing on file since October 2025",2025-10-02-chillmine-aaas-solar-data-centre-campus-connectingafrica|2025-10-06-dutch-us-firms-solar-powered-data-centre-palapye,,
BWA-infra.energy-kala-hybrid-gas-solar,BWA,infra.energy,Infrastructure,instrument,Kala hybrid gas and solar generation,Implemented,2026-08-03,Solar introduced to cover periods of lower gas availability,,Advanced,Renewables named for future phases only (2025-09-26),"On-site gas-fired generation supplemented by solar, with battery and compressed-gas storage under review",2026-08-03-itweb-tlou-energy-kala-data-centre-botswana,,"solar specified as firming for gas, the reverse of the usual diesel-backup pattern"
BWA-infra.energy-lesedi-5mw-solar-development,BWA,infra.energy,Infrastructure,instrument,Lesedi 5MW solar development,Planned,2026-08-03,"Options assessed during the quarter, scalability under review",,Advanced,No solar development on file (2025-08),"An initial 5MW assessed; no capital cost, approval or date",2026-08-03-itweb-tlou-energy-kala-data-centre-botswana,,"the company states these are work-programme items, not guidance"
BWA-infra.energy-lesedi-gas-gathering-network,BWA,infra.energy,Infrastructure,instrument,Lesedi gas gathering network extension,Planned,2026-08-03,Stated subject to funding,,Baseline not held,,"An extension to connect a further production well, subject to funding; it gates the data centre's capacity expansion",2026-08-03-itweb-tlou-energy-kala-data-centre-botswana,,"data-centre growth is gated on upstream gas work, not on demand"
