indicator_id,stage,stage_rows,value,unit,value_year,value_source,next_milestone,due,assessed_on,reassessed,qualifier,moved_by
gov.policy--digital-transformation-strategy,3,GMB-gov.policy-masterplan,,,,,,,2026-08-31,0,Master plan 2024-2034 adopted; no costed plan or monitoring report on record,
gov.policy--ict-strategy,3,GMB-gov.policy-ict4d,,,,,,,2026-08-31,0,ICT4D policy statement issued 2017; no implementation reporting on record,
gov.policy--broadband-strategy,2,GMB-gov.policy-broadband-policy,,,,,,,2026-08-31,0,2020-2024 plan expired with no successor adopted,
gov.policy--data-storage-cloud-strategy,3,GMB-gov.policy-cloud-strategy,,,,,,,2026-08-31,0,cloud strategy issued; the classification policy is an unsigned draft,
gov.policy--data-interoperability-framework-roadmap,2,GMB-gov.policy-egif,,,,,,,2026-08-31,0,framework proposed in the e-government strategy; no instrument of its own,
gov.policy--ai-strategy,2,GMB-tech.ai-ai-policy,,,,,,,2026-08-31,0,policy in development on the ministry's own statement,
gov.policy--data-localisation-policies,2,GMB-gov.policy-cloud-policy,,,,,,,2026-08-31,0,sovereignty and classification rule drafted and unsigned,
gov.policy--data-governance-policy,2,GMB-gov.policy-data-policy,,,,,,,2026-08-31,0,national data policy validated as a draft; not adopted,
gov.policy--open-data-policy,3,GMB-gov.policy-open-data-strategy,,,,,,,2026-08-31,0,"Strategy adopted; no licence, portal or publication obligation in force",
gov.legislate--data-protection-legislation,3,GMB-gov.protect-dpa-2025,,,,,,,2026-08-31,0,"Act passed 2025; no authority, regulations or enforcement on record",
gov.legislate--cybersecurity-legislation,3,GMB-gov.legislate-ica-2009,,,,,,,2026-08-31,0,cybercrime provisions in the 2009 Act; no institution or prosecutions on record,
gov.legislate--legislation-covering-digital-id,,,,,,,,,2026-08-31,0,only an ID strategy is held; no ID law or bill on record,
gov.legislate--digital-payments-legislation,3,GMB-gov.legislate-mobile-money-regs-2011,,,,,,,2026-08-31,0,central-bank mobile money regulation in force; no consumer provisions or licences on record,
gov.legislate--legislation-enabling-data-interoperability,3,GMB-gov.legislate-gicta-act-2019,,,,,,,2026-08-31,0,agency Act covers a government data bank in general terms; no sharing obligations,
gov.legislate--ai-legislation-regulations,1,GMB-gov.legislate-ai-regulation,,,,,,,2026-08-31,0,no AI bill or regulation laid on the ministry's April 2026 statement,
gov.legislate--e-commerce-legislation,2,GMB-gov.legislate-communications-bill,,,,,,,2026-08-31,0,Communications Bill covering e-commerce in committee,
gov.legislate--statistics-legislation,3,GMB-gov.legislate-statistics-act-2005,,,,,,,2026-08-31,0,2005 Act in force; AU peer review urges a modernised law,
gov.legislate--access-to-information-legislation,3,GMB-gov.legislate-access-to-information-act,,,,,,,2026-08-31,0,"Act in force on the press union's account; information officers unappointed, no oversight or disclosure record in this row",
gov.protect--data-protection-authority,2,GMB-gov.protect-information-commission,,,,,,,2026-08-31,0,"Commission operating under both Acts; no registrations, guidance or report on record, which stage 3 needs (CC)",
gov.protect--national-data-protection-readiness,,,,,,,,,2026-08-31,0,only an intelligence-service bill is mapped; it places no data protection rung,
gov.regional--regional-policy-collaboration,,,,,,,,,2026-08-31,0,"Bilateral Senegal memorandum and a tax master class only; no REC, ATU or continental digital process on record",
gov.regional--regional-legal-harmonisation,,,,,,,,,2026-08-31,0,Malabo signed not ratified; no REC instrument referenced or domesticated on record,
gov.regional--shared-regional-infrastructure,2,GMB-gov.regional-senegal-cooperation|GMB-infra.connect-roaming-lbr-sle,,,,,,,2026-08-31,0,roaming agreements signed; no commencement or traffic on record,
gov.regional--cross-border-data-transfers,,,,,,,,,2026-08-31,0,only a customs data-exchange roadmap; no personal data transfer rules on record,
gov.standards--national-interoperability-standards,2,GMB-dpi.exchange-nea,,,,,,,2026-08-31,0,enterprise architecture validated; not adopted,
gov.standards--national-quality-standards,2,GMB-gov.standards-tgsb,,,,,,,2026-08-31,0,standards bureau active; no ICT quality standard or quality policy on record,
gov.standards--adoption-of-international-standards,2,GMB-gov.standards-tgsb,,,,,,,2026-08-31,0,ISO correspondent member only,
gov.discourse--non-governmental-contribution-to-national-policy,2,GMB-gov.discourse-discourse,,,,,,,2026-08-31,0,consultations held under guidelines; no published responses on record,
gov.discourse--open-discussion-of-government-policy,,,,,,,,,2026-08-31,0,Draft regulations published and discussed; no cited record either way on shutdowns or blocking in the 12 months,
finance.budget--sustainable-domestic-financing-of-digital-transformation,,,,,,,,,2026-08-31,0,Tax totals and ratio only; no digital line of the budget on record,
finance.new--mobilisation-of-non-state-finance,1,,0,per cent of GDP,2026,outputs/non-state-finance/GMB-nonstate.csv@2026-01-01,,,2026-08-31,0,no private digital commitment starting 2024–2026 on record,
infra.connect--mobile-penetration,3,,65.3,% of people 10+,2024,ref:itu-sdg-5b1-mobile-ownership-10plus@2026-06-30,,,2026-08-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--internet-usage,2,,49.5,% of population,2024,ref:itu-sdg-17-8-1-internet-use@2026-06-30,,,2026-08-31,0,modelled estimate; no survey figure in the 5 years to the as-at,
infra.connect--mobile-affordability,1,,8.68,% of monthly GNI per capita,2025,ref:itu-price-basket-5gb-gni@2025-12-10,,,2026-08-31,0,published tariffs; no primary in the base,
infra.connect--national-fibre-backbone,3,GMB-infra.connect-gnbn-eximbank,,,,,,,2026-08-31,0,420 km backbone in service; regional reach and open access not on record,
infra.connect--international-internet-bandwidth,,,,,,,,,2026-08-31,0,"No stated count of routes by the as-at: ACE on the incumbent profile, the Senegal route on a later capture (CC, 2026-09-24)",
infra.connect--internet-exchange-points,3,GMB-infra.connect-sixp,,,,,,,2026-08-31,0,one IXP; seven peers and 50 Mbit/s in 2015 and nothing later,
infra.connect--satellite-broadband-licensing-and-availability,2,GMB-infra.connect-starlink-licence,,,,,,,2026-08-31,0,Starlink application withheld by the minister,
infra.store--local-data-centre-capacity-all-providers,1,,0,facilities,2026,outputs/datasets/data-centres/data-centres.csv@2026-08-31,,,2026-08-31,0,no multi-tenant data centre in service in Corpus's dataset of the 54,
infra.energy--grid-reliability,2,,7.4053,outages per month,2023,ref:enterprise-surveys-outages@2026-09-24,,,2026-08-31,0,survey figure; no primary in the base,
infra.energy--rural-electrification,2,,39.2,% of rural population,2024,ref:wdi-elc-accs-rural@2026-07-13,,,2026-08-31,0,survey figure; no primary in the base,
infra.capacity--robustness-of-government-hardware-and-software,2,GMB-dpi.govtech-ifmis,,,,,,,2026-08-31,0,"IFMIS rolled out; revenue, payroll systems and a custodian not on record",
infra.capacity--local-capacity-to-maintain-manage-and-develop-government-systems,2,GMB-infra.capacity-capacity,,,,,,,2026-08-31,0,training exercises for the CSIRT and officials only,
infra.cybersec--national-cybersecurity-readiness,2,GMB-gov.policy-cybersecurity-strategy|GMB-infra.cybersec-cert,,,,,,,2026-08-31,0,strategy adopted; CSIRT on paper with no operating record,
dpi.exchange--national-data-exchange-system,2,GMB-dpi.exchange-cross-register,,,,,,,2026-08-31,0,one link under verification; no platform in service,
dpi.exchange--use-of-digital-id-in-other-systems,2,GMB-dpi.registry-ecrvs,,,,,,,2026-08-31,0,Integration with the ID card committed in 2025; no system using the ID on record,
dpi.exchange--interoperability-of-health-systems,2,GMB-dpi.exchange-cross-register,,,,,,,2026-08-31,0,education-health memorandum signed; no live interface,
dpi.exchange--interoperability-of-education-systems,2,GMB-dpi.exchange-cross-register,,,,,,,2026-08-31,0,education-health memorandum signed; no live interface,
dpi.exchange--interoperability-of-social-protection-systems,2,GMB-dpi.exchange-cross-register,,,,,,,2026-08-31,0,register interoperability indicator at zero with one link being verified,
dpi.id--robustness-of-system,3,GMB-dpi.id-nims,,,,,,,2026-08-31,0,"Biometric cards issuing nationwide; no assurance level, audit or certification published",
dpi.id--national-maintenance-of-id-and-credentials-systems,,,,,,,,,2026-08-31,0,Enrolment under the supplier contract; who operates and maintains the platform is not stated,
dpi.id--authentication,,,,,,,,,2026-08-31,0,only a forensic fingerprint system for police; no credential authentication service,
dpi.id--digital-id-from-birth,,,,,,,,,2026-08-31,0,birth certificate feeds the ID card; no identifier at birth on record,
dpi.id--interoperability-of-birth-registration-and-digital-id,2,GMB-dpi.registry-ecrvs,,,,,,,2026-08-31,0,integration committed June 2025; no exchange on record,
dpi.id--use-by-other-systems,2,GMB-dpi.id-nims,,,,,,,2026-08-31,0,Integration with civil registration and passport committed; no register keyed on the ID on record,
dpi.pay--governance-role-of-central-bank,3,GMB-dpi.pay-pricing-policy|GMB-dpi.pay-npsac,,,,,,,2026-08-31,0,central bank sets payment-system tariffs and chairs an advisory body; no published oversight,
dpi.pay--g2p-functionality,3,GMB-dpi.pay-nafa-cash-transfers,,,,,,,2026-08-31,0,One transfer programme on mobile money; UNDP pilot is not a state stream,
dpi.pay--revenue-collection,3,GMB-dpi.pay-yonna,,,,,,,2026-08-31,0,wallet collects some government fees; no electronic share published,
dpi.pay--b2b-and-b2g-functionality,3,GMB-dpi.pay-bantaba,,,,,,,2026-08-31,0,instant interbank payments live; no e-procurement on record,
dpi.pay--p2p-p2g-and-p2b-functionality,3,GMB-dpi.pay-bantaba|GMB-dpi.pay-gamswitch,,,,,,,2026-08-31,0,interoperable switch live; merchant and agent use not reported,
dpi.pay--population-uptake,2,,38.1609,% of adults 15+,2024,ref:findex-account-ownership@2026-07-13,,,2026-08-31,0,survey figure; no primary in the base,
dpi.pay--cross-border-functionality,3,GMB-dpi.pay-papss,,,,,,,2026-08-31,0,six banks live on PAPSS; no central bank enrolment or corridor costs on record,
dpi.pay--consumer-protection,2,GMB-gov.legislate-competition-consumer-protection-bill-2026,,,,,,,2026-08-31,0,consumer protection bill in drafting; no DFS conduct rules in force,
dpi.registry--population-register,2,GMB-dpi.id-nims,,,,,,,2026-08-31,0,ID enrolment under way; no register updated from vital events or used by others on record,
dpi.registry--civil-register,3,GMB-dpi.registry-ecrvs,,,,,,,2026-08-31,0,electronic birth registration national; coverage below target and no ID link,
dpi.registry--address-register,2,GMB-dpi.govtech-ndasc,,,,,,,2026-08-31,0,national addressing steering committee launched,
dpi.registry--business-register,2,GMB-dpi.govtech-business-registration,,,,,,,2026-08-31,0,Minister says system being finalised; no launch on record,
dpi.registry--social-protection-register,3,GMB-dpi.registry-gamsr,,,,,,,2026-08-31,0,203022 households in 40 of 43 districts; no ID link on record,
dpi.registry--electoral-register,3,GMB-dpi.registry-supplementary-voter-register|GMB-dpi.govtech-voter-roll-objections,,,,,,,2026-08-31,0,Biometric roll revised with objections heard in court; supplementary counts unreconciled and no audit published,2026-08-07-gambia-iec-1600-objections-voter-registration
dpi.registry--tax-register,,,,,,,,,2026-08-31,0,integrated tax system under implementation; register's structure not on record,
dpi.registry--land-register,,,,,,,,,2026-08-31,0,Land policy mandates a digital system; no digitisation project under way within the as-at,
dpi.mis--health,2,GMB-dpi.mis-tb-etracker,,,,,,,2026-08-31,0,TB e-tracker piloted at 11 sites; no national HMIS on record,
dpi.mis--education,3,GMB-dpi.mis-dhis2-education,,,,,,,2026-08-31,0,learner-level tracker on DHIS2; use for payroll and planning not on record,
dpi.mis--social-protection,3,GMB-dpi.registry-gamsr,,,,,,,2026-08-31,0,social registry in service; no link to payments or the ID,
dpi.mis--justice,2,GMB-dpi.mis-judicial-case-management,,,,,,,2026-08-31,0,case management tendered 2025; no award on record,
dpi.mis--tax,2,GMB-dpi.govtech-itas|GMB-dpi.govtech-e-invoicing,,,,,,,2026-08-31,0,e-filing awaits the tax system under implementation,
dpi.mis--customs,3,GMB-dpi.mis-asycuda,,,,,,,2026-08-31,0,ASYCUDA and a single window per the authority; all-post coverage not on record,
dpi.mis--land,,,,,,,,,2026-08-31,0,Assessment completed and system mandated by policy; no procurement or build on record by the as-at,
dpi.govtech--e-government-services,2,GMB-dpi.govtech-mygov,,,,,,,2026-08-31,0,MyGov built but unlaunched; no transactional services in service on record,
digital.localgov--ict-infrastructure-for-local-government,2,GMB-digital.localgov-kanifing-addressing,,,,,,,2026-08-31,0,one municipality running its own system,
digital.localgov--digitalisation-of-local-government-records,3,GMB-digital.localgov-kanifing-addressing,,,,,,,2026-08-31,0,one municipality's property register digital,
digital.rural--digitalisation-of-rural-health-clinics,,,,,,,,,2026-08-31,0,rows show civil and school data capture only; nothing on clinics,
digital.rural--digitalisation-of-rural-primary-schools,,,,,,,,,2026-08-31,0,SMS attendance reporting only; no connectivity or devices on record,
digital.rural--digitalisation-of-rural-registry-offices,3,GMB-digital.rural-rural-capture|GMB-dpi.registry-ecrvs,,,,,,,2026-08-31,0,1.4m electronic registrations on the registrar's figure; rural office share not published,
digital.rural--digitalisation-of-rural-police-stations,2,GMB-digital.rural-wapis,,,,,,,2026-08-31,0,WAPIS under build; no rural station connected,
tech.ai--use-of-ai-in-government-administration,,,,,,,,,2026-08-31,0,misinformation centre is staffed by human analysts; no AI system on record,
tech.ai--use-of-ai-in-sectoral-management-information-systems,,,,,,,,,2026-08-31,0,only the AI policy row is mapped; no sectoral use on record,
tech.ai--development-of-national-regional-ai-systems,,,,,,,,,2026-08-31,0,"university AI diplomas only; no model, dataset or compute on record",
tech.ai--control-of-ai-abuse,1,GMB-gov.legislate-ai-regulation,,,,,,,2026-08-31,0,no AI rule or authority on the ministry's April 2026 statement,
tech.industry--national-capacity-in-dt-related-production,2,,0.0615,% of GDP,2024,ref:wdi-ict-service-exports-gdp@2026-07-13,,,2026-08-31,0,official statistics; no primary in the base,
tech.innovate--technology-hubs,2,GMB-tech.innovate-technology-hubs,,,,,,,2026-08-31,0,four hubs listed in a directory; no programmes or cohorts on record,
tech.innovate--tech-startup-ecosystem,,,,,,,,,2026-08-31,0,only a blockchain memorandum; no startup instrument on record,
capacity.training--dt-related-training-in-secondary-education,1,,12.1559,% of secondary schools,2025,ref:uis-4a1-secondary-internet@2026-02-09,,,2026-08-31,0,country-reported figure; no primary in the base,
capacity.training--dt-related-university-facilities-and-qualifications,1,,2.3663,% of tertiary graduates,2025,ref:uis-stem-graduates@2026-02-09,,,2026-08-31,0,country-reported figure; no primary in the base,
capacity.training--graduates-entering-dt-ecosystem,4,,0.5827,% of employment,2025,ref:ilostat-isic-j-employment@2026-09-23,,,2026-08-31,0,survey figure; no primary in the base,
capacity.research--think-tanks-and-academic-departments-contributing-to-dt-policy,,,,,,,,,2026-08-31,0,Cabinet approved a research council bill; no research institution's activity on record,
include.access--citizen-feedback-portals,2,GMB-include.access-148,,,,,,,2026-08-31,0,sectoral complaint line; no case figures on record,
include.access--citizen-participation-in-policy,3,GMB-gov.discourse-discourse,,,,,,,2026-08-31,0,Several consultations in the 12 months under published guidelines; no account of changes made,
include.access--inclusion-of-persons-with-disabilities,2,GMB-include.access-disability-act,,,,,,,2026-08-31,0,2021 Act in force; ICT accessibility provisions not on record,
include.access--inclusion-of-refugees-and-idps,3,GMB-dpi.id-refugee-id,,,,,,,2026-08-31,0,refugees recorded by UNHCR and ID cards provided for; issuance not counted,
data.statistics--national-strategy-for-development-of-statistics,3,GMB-data.statistics-nsds-iii,,,,,,,2026-08-31,0,NSDS III adopted for 2024-2028; no funding or evaluation on record,
data.statistics--censuses-and-surveys,3,GMB-data.statistics-glfs,,,,,,,2026-08-31,0,labour force survey rounds regular; no census on record,
data.statistics--statistics-from-administrative-data,,,,,,,,,2026-08-31,0,only a coordination meeting; no administrative-data product or pilot,
